bequest_id	bequestdescription
765	pid978 and heirs gets: all lands and tenements in Woolwich (Kent) lately bought from pid979; and all other lands and tenements in Kent; if no heirs then goes to pid971 + heirs; then to pid977 + heirs
766	pid971 is to choose between either my damask bed with apps or my wrought bed with apps; the other is to go to pid978
767	"pid971 + pid978 are to have all plate, including test's share of plate owniend in partnership with pid980 - to be equally divided by weight"
768	"pid971 has already been given a pearl necklace and gold watch that was her mother's: now she can choose to keep the necklace or have instead a great jewel of diamond which was her mother's; the other goes to pid978, who also gets a gold watch that was her mother's"
769	"all hh goods not owned in partnership are to be equally divided between ipd971 + pid978 : if they have any differences over the division, then pid981 to have the final say"
770	"pid980 (if he survives test) is to have test's share of hh goods held in partnership for life; after death to go to pid978; if she dies before pid980, then to go to pid982"
771	"pid983 gets £150 which he owes test on his bond - on condition that he pays pid985 £10 pa for life out of the debt; as the £150 debt is in partnership, the moiety is to be made good to test's partner (presumably pid980) out of test's personal estate"
772	within 6 months execs are to buy in their own names £25 pa worth of stock in the Bank of England or East India Co: the £25 annuity to be paid to pid981 for life; after death annuity to go to pid971 + 978 and their heirs
773	"pid982 gets £500 within 6 months if she marries; if she doesn't marry within 6 months execs are to pay the £500 to the best interest - the interest to be paid to pid981 to her own use until pid982 marries, when she gets the £500"
774	ppid986 gets £5 pa for life - to be generated from stock bought in Bank of England or East India Co
775	pid987 to get £5pa for life generated from stock bought in Bank of England or East India Co
776	"pid988 gets £10 due to him from his father's execs, and all arrears therein"
777	pid989 gets £5pa for life generated from stock bought in Bank of England or East India Co
778	"if execs don't think it fit to buy stocks in Bank of England or East India Co, then can buy land/props (beqid772-775, 777); test sdoesn't want his own lands or tenements to be used for the annuities"
779	pid990 gets £10 to buy mourning
780	pid991 gets £40
781	pid979-980 ea get £20 for their pains
782	pid971 + 978 get resid
783	messuage or tenement in parish St Giles in the Field (Midsx) to go to pid996 for life; after death to go to pid998-1000 and their heirs; ea to be others heirs; whoever is in possession is to pay yearly £20: £4 for the use of the poor of parish St Giles in the Fields; £4 for the use of the poor of parish St Sepulchre in the freedom of London; £4 for the use of the poor of parish St Giles without Cripplegate in freedom of London; £4 to the use of poor of parish of St Botulph without Aldgate in London; £4 to poor of parish St Botulph Bishopsgate; to be paid half yearly (Xmas and nativity St J bap) to respective churchwardens and overseers of poor
784	copyhold lands called Slades in Chigwell (Essex) bought from pid1001: to go to pid996 for life; after death to go to pid1002 and heirs: is to provide £20pa: £10 each pa to maintenance of pid1004 + pid1005
785	pid998 gets £300 when 21yrs; pid1000+999 to be heirs
786	pid999 gets £400 when  married or 21yrs: + £100 more when has first child; pid998+1000 to be heirs
787	pid1000 gets £200 when married or 21yrs; pid998+999 to be heirs
788	pid1002 gets £100 over and above the £200 the test has formerly given her
789	pid1007 gets £100
790	pid1008 gets £10
791	pid1009 gets £5
792	pid1010 gets £10
793	pid1011 gets £20 when married or 21yrs; in meantime to be used to her advantage by execs
794	pid1012 gets £10 when married or 21yrs; in meantime to be used to her advantage by execs
795	pid1014 gets £100 when 21yrs: to be in keeping of exec who will use it to his advantage and then make account
796	pid1015 gets £50
797	"40s ea for a ring to loving friends pid997, 1016, 1017, 1006, 1018, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026 + 1027"
798	pid996 gets resid
799	pid1016 + 1018 ea get £20 and mourning for their pains
800	"pid1032 and heirs get 50 acres land in parishes of Eastry and Winisburrow (Kent) which were settled upon test and heirs by his father by deed of gift; and another 50 acres in the same parishes bought from pid1033; and a farm with newly built messuage, barns, stables in the same parishes bought from pid1034 late in occup of 1035 and now in occup of 1036; and all lands and tenements called Pouldres in the parish of Winisburrow near Sandwich lately bought from pid1037 + 1038 which now and for many years has been in the possession of pid1039; and all other messauges, lands and tenements in Eastry or Winisburrow or elsewhere in Kent, along with all arrears of rent - except for £5 which is to go to the poor of Eastry and £3 which is to go to poor of Winisburrow, as overseen by pid1036, 1035 + 1039"
801	"pid1040 and heirs get: messuage or tenement in Cheapside, London, in the parish of AHHL called the Sign of the Black Lion, or Maidenhead and Plough, now in occup of pid1041, lately bought from pid1042; also the reversion in fee of 2 messuages or tenements in St Lawrence lane in the parish of St Lawrence old Jury called the Golden Lyon, the Carpenters and Weavers Arms, now in the respective occup of pid1043 + 1044, expectant upon the determination of a lease bearing the date of on or about 11/9/1669 made by pid1045 and pid1046 to pid1047 for 63 years; and the reversion in fee of 2 other messuages in the parish of St Lawrance Old Jury - 1 called the Sign of the Belle in the occup of pid1048, and the other in the occup of pid1049, expectant on 2 leases - 1  dated 27/12/1667 made by pid1045 and pid1046 to pid1050 for 61yrs; the other dated 5/9/1663 made by pid1045 and 1051 to pid1050 for 24yrs"
802	has already given £800 to pid1052 in marriage to pid1053 - test intends for this to be a full and complete advancement
803	pid1054 already given £560 for her marriage to pid1055
804	pid1056 already been given £400 for her portion
805	"see beqid802-804: none of the three daughters are to have or claim anything else from personal estate of test as they might do by custom of City of London: nevertheless out of fatherly love, see beqid806 - 809  - if they do claim anything by custom, they forfeit all gifts"
806	pid1052 gets £600
807	pid1057-1060 ea get £50: to be paid to their mother to their use
808	pid1054 gets £500 and is freed of all debts which her husband owed to test as the exec of pid1033; also forgives her a debt of £300 owing to pid1033 upon a mortgage of pid1061 (which debt is being pursued by a suit in chancery); aand has already given her £100 to pay for the suit in chancery
809	"pid1056 gets £800 and all plate, goods, hh stuff (except books which are to go equally to pid1032 + 1040)"
810	pid1062 gets £100 when 21yrs (to be improved for him by his father)
811	pid1063 gets £100 when 21yrs: to be improved for him by his father
812	pid1065 gets £10
813	pid1066 gets £10 to her education
814	pid1067 gets £10 and mourning if living with test when dies or is married out of his service
815	And because God hath ben pleased to lengthen out my life so long that I am now seventy seaven years of age 50 nonconforming ministers get 20s ea; test has set down on paper the names of those he can think of that he wants to have the money - execs can identify the rest
816	"the 1st time after death there is a collection for relief of poor nonconforming ministers and education of poor scholars to fit them for the work of ministry in pid1068's congregation (whereof test is a member), the execs are to pay pid1068 £10 for the collection"
817	"execs are to pay £10 to the managers of the affairs of the congregation of pid1068, which will be disposed of by the advice of pid1069 + pid 1070 to defray the charges of the congregation"
818	"£5 to the poor members of pid1068's congregation, disposed by the advice of pid1069 + 1070"
819	pid1071 + 1072 ea get £5
820	"resid lands and propertes, freehold and copyhold, and all goods, money, debts and mortgages go to pid1032 + 1040 and heirs equally"
821	wants all debts paid
822	"pid1077 to have £20 pa (paid in instalments on 4 principle feasts: Michaelmas, Xmas, Annunciation BVM and Nat St J bap) - from messuage or tenement called the sign of the Cardinal's Cap now in occup of test, pid1078 + pid1079, situated in West Cheape als Cheapside in the parish of St Allhallows Honey Lane (sic) London; if any payment is overdue by 30 days she can enter and distrain - see beqid826"
823	"pid1077 gets £6 pa to be paid by pid1078 (at the 4 usual feasts...) - in lieu of interest of £100 which is to remain in the hands of pid1078 during the life of pid1077; after her death the £100 to go to pid1080 within 6 months (with no interest); ""Soe the said James Taylor comyng in his owne proper person to demand and reseive the same otherwise the same never to bee paide"" - see beqid826"
824	pid1078 gets lease of the Cardinal's cap - is to pay the rent and the annuity to pid1077
825	pid1081 gets £400
826	"beqid822 + 823 to pid1077 are meant to be in lieu of the ""Third Dower Customary part and share"" of his estate as she might claim by laws of England or customs of the City of London; if she makes any claim for her third share, those bequests become void and the annuities will cease"
827	"pid1078 and heirs to have the farm called the Stonepitts with all houses, outhouses, lands and apps, now in occup of pid1082 in the parishes of Leigh and/or Lewisham in Kent, with all deeds, writings and evidences"
828	pid1083 + 1084 get £10 for mourning
829	"pid1085 + 1086 and heirs receive the messuage or tenement and apps now in occup of pid1087, in Bow Churchyard in the parish of St M le Bow; with all deeds, evidences and writings; to have it on the special trust and confidence that they with all speed sell the messuage to anyone for the best price, keep their own expenses and then give the rest to pid1088+1089 equally"
830	"pid1088+1089 to get equally all leases, mills, houses, lands and tenements in the parishes of Leigh and/or Lewisham (Kent); and all hh stuff, pewter, brass, plate and jewels (except - see beqid831)"
831	pid1090 gets my large silver tankard and 12 silver and gilt spoons (the exception from beqid830)
832	pid1091 gets 40s in token of my love to him
833	resid goes to pid1078 + 1081 equally
834	£30 each to be paid within 6 months of death
835	£40 within 6 months of death
836	1 silver plate which I lately bought
837	my silver tankard
838	my biggest silver porringer and spoone
839	this bequest has been inserted into margin: my other silver porringer and spoone
840	pid9551 and 9552 get £15 for mourning and pid9553 gets £15
841	£10
842	pid9555 and 9556 ea get £5
843	£5 ea to pid9557 and 9558
844	a ring of 10s price
845	10s a piece to be distributed to 4 poor old women or maids un Bowe parish by execs
846	"£20 to be spent on funeral ""and all my Customers and likewise the neighbourhood of my Acpuaintance bee invited thereunto"""
847	"a ring of 7s in value to ea of the following: pid 9560, 9561, 9562, 9563, 9564, 9565, 9566, 9567, 9568, 9569, 9570, 9571, 9572, 9573, 9574, 9575 and her three sons, 9577, to the eldest and youngest daughters of 9561, 9556, 9578, 9579, 9580, 9581, 9582, 9583, 9585, 9586, 9555, 9587, 9588 and 9590"
848	"pid9545, 9546, 9547, 9548, 9549 and 9550 ea get a ring of 7s"
849	pid9561 and 9562 ea get £5 for exec
850	"residue to pid9545, 9546 and 9547 - equally divided"
851	"all debts to be paid, esp the £18 3s 6d to pid9592 which he lent to the test to ""supply my necessary occasions"""
852	20s ea to pid9593 and 9594 to buy rings and pid9595 and 9596 and 9597 get 10s ea to buy a ring
853	"pid9598 gets £15 which he owes test on bond dated 2/3/1692 (the year is given as 1691/2, with the last digit like a half symbol); the bond is to be delivered up to him; he also gets £5 more"
854	"pid9599 gets £5; and pid9592 and 9600 ea get 40s to buy a ring ""as an acknowledgment of their extraordinary kindness towards me"""
855	pid9601 + 9602 ea get 10s to buy a ring; and pid9603 gets 20s
856	"resid inc arrears of annuity lately given to test by pid9604 to go to pid9605 ""my kind servt"""
857	all goods and estate to pid9610
858	6d ea to every relation that shall or can claim any part of test's estate
859	resid (inc lands and leases) to pid9615
860	"a third of all estate to pid9620; a third to be shared equally among pid9621, 9622 and 9623; @@@@ from the last third ""the testators part"": pid9620 gets £100; pid9624 gets £15, pid9625 gets £15; £5 to the poor; £5 on funeral; pid9626 gets 40s in full of all her demands of portion having advanced a portion with her; pid9627 gets 40s; resid of third part goes to pid9621, 9622 and 9623 equally"
861	"pid9629, 9630, 9631 and 9632 ea get £5"
864	pid9635 is forgiven all debts owed to test
865	pid9636 gets 40s to buy a ring
866	£3 to poor of Middleton where test was born to be distributed by my brother (which one - presumably 9629?) or his son
867	resid goes to pid9637
868	pid9641 gets £50 which she has in her hands and which was given to test in will of pid9642 - provided she shall help pid9643 to recover and receive the £2000 due to test out of pid9644's estate
869	"pid9645 gets the £2000 owing to test from the estate of pid9644; and all plate, money, clothes and all estate"
870	"all goods, leases, cash plate and personal estate to go to pid9816;"
871	"pid9817 gets all freehold lands and tenements in Norton Pinkany in county of Northampton; and all freehold and copyhold messuage and yard in Barking in county of Essex - to be kept in hands of execs until she reaches 21yrs or marriage - interest at the rate of £5 p cent; if she dies before 21yrs without issue then they go to pid9819 and 9818 and their heirs and assigns - so long as they sell them for the most price with the money going to: pid9818 gets £50; pid9820 gets £10; and her two children get £30 ea; if any of these die then their share is to be distributed among survivors; pid9821 gets £30 - if he dies then his share to be distributed among rest of test's brothers and sisters; pid9822 gets £10 and £30 ea to his 2 children and if any of them die then their share goes to survivors; pid9823 gets £10 and her 2 children gets £30 ea and if any die then their share goes to survivors; pid9825 gets £40; daughter of pid9826 gets £30 and if she dies then to go to pid9825; residue of the money from the land to be equally divided among survivors of pid9823, 9822, 9821 and 9820"
872	pid9819 gets a guinea of gold as a small remembrance of the great respect due to him
873	"pid9821, 9822, 9827, 9828, 9829 and 9830 ea get 5s"
874	pid9831 gets 5s
875	5s ea to the four people who bear his body to the church
876	the £5 test promised to pay to daughter of pid9820 is to be paid accordingly
877	pid9825 gets 40s and pid9832 gets 50s to buy mourning
878	"pid9833 gets a guinea of gold, and pid9834 gets 10s"
879	pid9818 gets £5
880	"pid9838, 9839, 9840, 9841 and 9842 ea get 5s"
881	poor in the parish he's buried get £5 to be disposed of by exec
882	"pid10066, 10067, 10068 and 10068 each get £20 to buy a ring"
883	pid10070 gets £20 to buy a ring
884	pid10071 and wife get £10 ea to buy a ring
885	pid10072 gets £100
886	pid10073 gets £20 to buy a ring
887	exec to put out to interest £400 - and the interest to be paid quarterly to pid10074 for life; after death the interest is to go to the education of pid10075 and 10076 equally divided; when they reach 21yrs ea to be paid £200 - ea to be the other's heirs; if both die the £400 to be paid to 10077 and 10078
888	pid10078 gets my large diamond ring of about £20 value and 4 other gold rings of £5 ea of gold and those other broad pieces of gold being in number 6 or 7 and being of several sorts all which I committed some few days since to the custody of pid10072
889	resid to pid10077 and 10078
890	2 execs ea to have £5 for mourning
891	£5 for mourning
892	"freehold manor of Browneswood and all other property and land holdings in the parishes of Fryan [sic], Barnett, Kentish Town, Haringay als Hornesey and elsewhere in Middlesex go to pid11391 when she reaches 21yrs"
893	"will of pid11388 gave all the moeity of his personal estate that he was free to give (i.e. not that belonging to the wife as per custom of the City) to pid11392, 11393, 11394 and 11395 and their execs so that they would use the profits for test for her life and then to the use of pid11389 (then wife of pid11396); the will stipulated that if pid11389 died before test then test could dispose of the moeity as she saw fit"
894	"by an indenture dated 20/9/1671 pid11400 granted to pid11388 the newly built tenement in Cheapside in St Mary Colechurch for 21 years at £60 rent from next Christmas @@@@ this passed to testator @@@@ by an indenture dated 20/6/1678 test sold to pid11397, 11398, 11399 and 11393: the newly built tenement in Cheapside in St Mary Colechurch"
895	"test sold to pid11397, 11398, 11393 and 11399 all the personal estate of pid11388; and granted them all monies raised for her by an indenture dated 27/1/15Ch2 (1664)  between pid11401 on the one part and pid11403, 11404, 11405 and 11393 on the other, as well as all the lands/properties from which these monies were raised; by the same indenture test sold to pid11393, 11397, 11398 and 11399 all of her own personal estate, goods, money"
896	"all bequests/grants/indentures etc made to pid 11393, 11397, 11398 and 11399 are on condition and trust that they will put everything to the use of pid11391 until she reaches 21 yrs"
899	"pid11408 gets £20 if living, otherwise go to pid11409"
901	pid11411 to have the debt of £80 owed to test by pid11412
902	if living
903	if living
904	if living
905	if living
907	"£20 to pid11418 if living, or to pid11419 if dead"
908	"£10 to pid11420 if living, otherwise to pid11421"
918	my trustee
919	if any of the cash bequest recipients die before coming to their gifts after the death of pid11391 then their gift is to go to pid11430
923	test has previously received £220 from pid11393 (trustee of pid11401)  and has given a discharge for the same
