trw_id	struct_idx	sub_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
390900	11255	1	WAR	"16,55"	Count of Meulan	1 man-at-arms	N	2.5	geld	1	-	N
390930	11256	1	WAR	"16,56"	Count of Meulan	Abbey of Préaux	N	5	geld	3	-	N
390960	11257	1	WAR	"16,57"	Count of Meulan	Gilbert <of Wormleighton>	N	4.75	geld	4	-	N
390990	11258	1	WAR	"16,58"	Count of Meulan	Roger	N	7.75	geld	2	-	N
391020	11259	1	WAR	"16,59"	Count of Meulan	Gilbert <of Wormleighton>	N	2	geld	2.5	-	N
391050	11260	1	WAR	"16,60"	Count of Meulan	4 men-at-arms	N	12	geld	6	-	N
391080	11261	1	WAR	"16,61"	Count of Meulan	Hugh (son of Constant)	N	3.75	geld	4.5	-	N
391110	11262	1	WAR	"16,62"	Count of Meulan	Hugh (son of Constant)	N	5	geld	2	-	N
391140	11263	1	WAR	"16,63"	Count of Meulan	Fulco <of Claybrooke>	N	3	geld	2	-	N
391170	11264	1	WAR	"16,64"	Count of Meulan	Odard <of Ilmington>	N	1.12	geld	2	-	N
391200	11265	1	WAR	"16,65"	Count of Meulan	Walter	N	1	geld	0.5	-	N
391230	11266	1	WAR	"16,66"	Count of Meulan	Ralph	N	4.5	geld	2	-	N
391290	11268	1	WAR	"17,1"	Thorkil of Warwick	Thorkil of Warwick	Y	4	geld	2.5	-	N
391320	11269	1	WAR	"17,2"	Thorkil of Warwick	Thorkil of Warwick	Y	2	geld	1.5	-	N
391350	11270	1	WAR	"17,3"	Thorkil of Warwick	Thorkil of Warwick	Y	2	geld	0.5	-	N
391380	11271	1	WAR	"17,4"	Thorkil of Warwick	Thorkil of Warwick	Y	1	geld	0.25	-	N
391410	11272	1	WAR	"17,5"	Thorkil of Warwick	Thorkil of Warwick	Y	4.5	geld	2	-	N
391440	11273	1	WAR	"17,6"	Thorkil of Warwick	Thorkil of Warwick	Y	3.5	geld	3	-	N
391470	11274	1	WAR	"17,7"	Thorkil of Warwick	Guthmund brother of Thorkil	N	4	geld	1.5	-	N
391500	11275	1	WAR	"17,8"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	2.5	geld	1	-	N
391530	11276	1	WAR	"17,9"	Thorkil of Warwick	Alnoth	N	4.75	geld	2	-	N
391560	11277	1	WAR	"17,10"	Thorkil of Warwick	Roger	N	3	geld	1.5	-	N
391590	11278	1	WAR	"17,11"	Thorkil of Warwick	Roger	N	0.5	geld	0.25	-	N
391620	11279	1	WAR	"17,12"	Thorkil of Warwick	Bruning	N	0.75	geld	0.25	-	N
391650	11280	1	WAR	"17,13"	Thorkil of Warwick	Robert d'Oilly	N	2	geld	2	-	N
391680	11281	1	WAR	"17,14"	Thorkil of Warwick	Edwin	N	1.75	geld	0.5	-	N
391710	11282	1	WAR	"17,15"	Thorkil of Warwick	Robert d'Oilly	N	9	geld	5	-	N
391740	11283	1	WAR	"17,16"	Thorkil of Warwick	William	N	2	geld	0.5	-	N
391770	11284	1	WAR	"17,17"	Thorkil of Warwick	4 brothers	N	1.12	geld	1	-	N
391800	11285	1	WAR	"17,18"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	1.25	geld	1	-	N
391830	11286	1	WAR	"17,19"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	0.5	geld	0.4	-	N
391860	11287	1	WAR	"17,20"	Thorkil of Warwick	Richard (the forester)	N	0.5	geld	0.2	-	N
391890	11288	1	WAR	"17,21"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	1.5	geld	2	-	N
391920	11289	1	WAR	"17,22"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	1.5	geld	0.8	-	N
391950	11290	1	WAR	"17,23"	Thorkil of Warwick	William (Lovet)	N	2.25	geld	2	-	N
391980	11291	1	WAR	"17,24"	Thorkil of Warwick	1 priest	N	0.25	geld	0.5	-	N
392010	11292	1	WAR	"17,25"	Thorkil of Warwick	Edwulf <of Rugby>	N	2.5	geld	2	-	N
392040	11293	1	WAR	"17,26"	Thorkil of Warwick	Ulf	N	1	geld	0.6	-	N
392070	11294	1	WAR	"17,27"	Thorkil of Warwick	Jocelyn	N	1.12	geld	2	-	N
392100	11295	1	WAR	"17,28"	Thorkil of Warwick	Robert (d'Oilly)	N	0.75	geld	1.5	-	N
392130	11296	1	WAR	"17,29"	Thorkil of Warwick	Oslac <of Flecknoe>	N	2.5	geld	1.5	-	N
392160	11297	1	WAR	"17,30"	Thorkil of Warwick	Harding (son of Alnoth)	N	4	geld	2	-	N
392190	11298	1	WAR	"17,31"	Thorkil of Warwick	Godwin	N	1	geld	1	-	N
392220	11299	1	WAR	"17,32"	Thorkil of Warwick	Aelric (uncle of Thorkil)	N	1.12	geld	1.5	-	N
392250	11300	1	WAR	"17,33"	Thorkil of Warwick	Gilbert <of Wormleighton>	N	0.75	geld	0.5	-	N
392280	11301	1	WAR	"17,34"	Thorkil of Warwick	Wulfric	N	0.37	geld	0.5	-	N
392310	11302	1	WAR	"17,35"	Thorkil of Warwick	Wulfsi	N	0.87	geld	0.5	-	N
392340	11303	1	WAR	"17,36"	Thorkil of Warwick	Gilbert <of Wormleighton>	N	0.25	geld	0.1	-	N
392370	11304	1	WAR	"17,37"	Thorkil of Warwick	Ordric (uncle of Thorkil)	N	2	geld	1.5	-	N
392400	11305	1	WAR	"17,38"	Thorkil of Warwick	Ulfkil	N	0.5	geld	1.5	-	N
392430	11306	1	WAR	"17,39"	Thorkil of Warwick	Alwin	N	0.12	geld	0.25	-	N
392460	11307	1	WAR	"17,40"	Thorkil of Warwick	Leofgeat	N	0.25	equal	0.25	equal	N
392490	11307	2	WAR	"17,40"	Thorkil of Warwick	Godwin	N	0.25	equal	0.25	equal	N
392520	11308	1	WAR	"17,41"	Thorkil of Warwick	Godric <of Shuttington>	N	2	geld	1	-	N
392550	11309	1	WAR	"17,42"	Thorkil of Warwick	Aldgyth <of Newton>	N	0.5	geld	0.5	-	N
392580	11310	1	WAR	"17,43"	Thorkil of Warwick	Ralph	N	0.5	geld	0.1	-	N
392610	11311	1	WAR	"17,44"	Thorkil of Warwick	Wulfric	N	1	geld	0.5	-	N
392640	11312	1	WAR	"17,45"	Thorkil of Warwick	Ralph	N	1	geld	0.15	-	N
392670	11313	1	WAR	"17,46"	Thorkil of Warwick	Ralph	N	0.5	geld	0.15	-	N
392700	11314	1	WAR	"17,47"	Thorkil of Warwick	Leofeva <of Lawford>	N	2	geld	0.53	-	N
392730	11315	1	WAR	"17,48"	Thorkil of Warwick	Robert d'Oilly	N	1	geld	0.06	-	Y
392760	11316	1	WAR	"17,49"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	2	geld	2	-	N
392790	11317	1	WAR	"17,50"	Thorkil of Warwick	William (Bonvallet)	N	4	geld	3	-	N
392820	11318	1	WAR	"17,51"	Thorkil of Warwick	Alwin	N	4	geld	2.5	-	N
392850	11319	1	WAR	"17,52"	Thorkil of Warwick	Hadulf	N	2	geld	1.75	-	N
392880	11320	1	WAR	"17,53"	Thorkil of Warwick	Robert (d'Oilly)	N	0.37	geld	0	-	Y
392910	11321	1	WAR	"17,54"	Thorkil of Warwick	Wulfsi	N	0.5	geld	1.25	-	N
392940	11322	1	WAR	"17,55"	Thorkil of Warwick	Robert d'Oilly	N	0.5	geld	1	-	N
392970	11323	1	WAR	"17,56"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	5	geld	6	-	N
393000	11324	1	WAR	"17,57"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	5	geld	5	-	N
393030	11325	1	WAR	"17,58"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	2	geld	2	-	N
393060	11326	1	WAR	"17,59"	Thorkil of Warwick	Roger	N	3.25	geld	2.5	-	N
393090	11327	1	WAR	"17,60"	Thorkil of Warwick	Count of Meulan	N	2	geld	6	-	N
393120	11328	2	WAR	"17,61"	Thorkil of Warwick	2 men-at-arms	N	1.25	geld		not separately valued	N
393150	11328	1	WAR	"17,61"	Thorkil of Warwick	Warin <of Wormleighton>	N	1.75	geld	10	-	N
393180	11329	1	WAR	"17,62"	Thorkil of Warwick	Tonni <of Bericote>	N	2	geld	2	-	N
393210	11330	1	WAR	"17,63"	Thorkil of Warwick	Canons of Warwick	N	1	geld	0.5	-	N
393240	11331	1	WAR	"17,64"	Thorkil of Warwick	Algar	N	1.5	geld	2	-	N
393270	11332	1	WAR	"17,65"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	2	geld	1.25	-	N
393300	11333	1	WAR	"17,66"	Thorkil of Warwick	Alwin	N	3	geld	4	-	N
393330	11334	1	WAR	"17,67"	Thorkil of Warwick	Abbey of Abingdon	N	1	geld	5	-	N
393360	11335	1	WAR	"17,68"	Thorkil of Warwick	Abbey of Abingdon	N	1	geld	2.5	-	N
393390	11336	1	WAR	"17,69"	Thorkil of Warwick	William (Bonvallet)	N	4	geld	2.5	-	N
393420	11337	1	WAR	"17,70"	Thorkil of Warwick	Robert d'Oilly	N	3	geld	4	-	N
393480	11339	1	WAR	"18,1"	Hugh of Grandmesnil	Hugh of Grandmesnil	F	1.16	geld	1.5	-	N
393510	11340	1	WAR	"18,2"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	10	geld	15	-	N
393540	11341	1	WAR	"18,3"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	10	geld	17	-	N
393570	11342	1	WAR	"18,4"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	4	geld	6	-	N
393600	11343	1	WAR	"18,5"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	10	geld	11	-	N
393630	11344	1	WAR	"18,6"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	3	geld	1.5	-	N
393660	11345	1	WAR	"18,7"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	0.5	geld	1	-	N
393690	11346	1	WAR	"18,8"	Hugh of Grandmesnil	Hubert	N	2.5	geld	3	-	N
393720	11347	1	WAR	"18,9"	Hugh of Grandmesnil	William (Lovet)	N	0.75	geld	0.5	-	N
393750	11348	1	WAR	"18,10"	Hugh of Grandmesnil	Robert	N	1	geld	0.5	-	N
393780	11349	1	WAR	"18,11"	Hugh of Grandmesnil	Abbey of Saint-Evroult	N	6.25	geld	10	-	N
393810	11350	1	WAR	"18,12"	Hugh of Grandmesnil	Roger (of Ivry)	N	5	geld	7	-	N
393840	11351	1	WAR	"18,13"	Hugh of Grandmesnil	Roger (of Ivry)	N	3	geld	5	-	N
393870	11352	1	WAR	"18,14"	Hugh of Grandmesnil	Osbern (of Neuf-Marché)	N	5	geld	5	-	N
393900	11353	1	WAR	"18,15"	Hugh of Grandmesnil	Hugh son of Constant	N	0.25	geld	0.25	-	N
393930	11354	1	WAR	"18,16"	Hugh of Grandmesnil	Walter	N	0.5	geld	0.1	-	N
393990	11356	1	WAR	"19,1"	Henry of Ferrers	Turstin <of Grendon>	N	5.5	geld	2	-	N
394020	11357	1	WAR	"19,2"	Henry of Ferrers	Ralph	N	4	geld	2	-	N
394050	11358	1	WAR	"19,3"	Henry of Ferrers	Wazelin <of Harbury>	N	2	geld	4	-	N
394080	11359	1	WAR	"19,4"	Henry of Ferrers	Saswalo <of Ettington>	N	17	geld	20	-	N
394110	11360	1	WAR	"19,5"	Henry of Ferrers	Wazelin <of Harbury>	N	0.5	geld	0.5	-	N
394140	11361	1	WAR	"19,6"	Henry of Ferrers	Nigel (of Aubigny)	N	2.5	geld	1	-	N
394200	11363	1	WAR	"20,1"	Roger of Ivry	Roger of Ivry	Y	5	geld	2	-	N
394260	11365	1	WAR	"21,1"	Robert d'Oilly	Robert the hunter	N	2	geld	1	-	N
394320	11367	1	WAR	"22,1"	Robert of Stafford	Robert of Stafford	Y	7	geld	5	-	N
394350	11368	1	WAR	"22,2"	Robert of Stafford	Robert of Stafford	Y	7	geld	5	-	N
394380	11369	1	WAR	"22,3"	Robert of Stafford	Robert of Stafford	Y	5	geld	5	-	N
394410	11370	1	WAR	"22,4"	Robert of Stafford	Robert of Stafford	Y	23	geld	30	-	N
394440	11371	1	WAR	"22,5"	Robert of Stafford	Robert of Stafford	Y	5	geld	8	-	N
394470	11372	1	WAR	"22,6"	Robert of Stafford	Robert of Stafford	Y	1	geld	3	-	N
394500	11373	1	WAR	"22,7"	Robert of Stafford	Robert of Stafford	Y	5	geld	4	-	N
394530	11374	1	WAR	"22,8"	Robert of Stafford	Robert of Stafford	Y	5	geld	3	-	N
394560	11375	1	WAR	"22,9"	Robert of Stafford	Robert of Stafford	Y	7	geld	4	-	N
394590	11376	1	WAR	"22,10"	Robert of Stafford	Robert the hunter	N	1	geld	0.5	-	N
394620	11377	1	WAR	"22,11"	Robert of Stafford	Aelfric (uncle of Thorkil)	N	5	geld	2.5	-	N
394650	11378	1	WAR	"22,12"	Robert of Stafford	Grim	N	0.5	geld	1	-	N
394680	11379	1	WAR	"22,13"	Robert of Stafford	Ordwy	N	2	geld	2.5	-	N
394710	11380	1	WAR	"22,14"	Robert of Stafford	Alwin	N	2	geld	1.5	-	N
394740	11381	1	WAR	"22,15"	Robert of Stafford	Ewein	N	1.5	geld	1	-	N
394770	11382	1	WAR	"22,16"	Robert of Stafford	Brian <of Rauceby>	N	2	geld	4	-	N
394800	11383	1	WAR	"22,17"	Robert of Stafford	Warin (Malicorne)	N	5	geld	5	-	N
394830	11384	1	WAR	"22,18"	Robert of Stafford	Alwin	N	1	geld	0.5	-	N
394860	11385	1	WAR	"22,19"	Robert of Stafford	Hugh (son of Constant)	N	2	geld	2.5	-	N
394890	11386	1	WAR	"22,20"	Robert of Stafford	Aelric (uncle of Thorkil)	N	1	geld	0.75	-	N
394920	11387	1	WAR	"22,21"	Robert of Stafford	Hugh (son of Constant)	N	1.25	geld	1.5	-	N
394950	11388	1	WAR	"22,22"	Robert of Stafford	William	N	5	geld	3	-	N
394980	11389	1	WAR	"22,23"	Robert of Stafford	Hervey <of Stretton>	N	1	geld	2	-	N
395010	11390	1	WAR	"22,24"	Robert of Stafford	Urfer <of Offley>	N	1.33	geld	1	-	N
395040	11391	1	WAR	"22,25"	Robert of Stafford	Drogo <of Whitley>	N	3	geld	2	-	N
395070	11392	1	WAR	"22,26"	Robert of Stafford	Judicael (the priest)	N	1.5	geld	2	-	N
395100	11393	1	WAR	"22,27"	Robert of Stafford	Aelric (uncle of Thorkil)	N	1	geld	0.5	-	N
395130	11394	1	WAR	"22,28"	Robert of Stafford	Leofing	N	1	ploughlands	0.5	-	N
395190	11396	1	WAR	"23,1"	Robert the bursar	Robert the bursar	Y	9	geld	4	-	N
395220	11397	1	WAR	"23,2"	Robert the bursar	Robert the bursar	Y	0.5	geld	1	-	N
395250	11398	1	WAR	"23,3"	Robert the bursar	Robert the bursar	Y	1	geld	0.75	-	N
395280	11399	1	WAR	"23,4"	Robert the bursar	Robert the bursar	Y	10	geld	5	-	N
395340	11401	1	WAR	"24,1"	Robert of Vessey	Robert of Vessey	Y	5.5	geld	2.5	-	N
395370	11402	1	WAR	"24,2"	Robert of Vessey	Robert of Vessey	Y	0.75	geld	0.1	-	N
395430	11404	1	WAR	"25,1"	Ralph of Mortimer	Roger (of Baskerville)	N	3	geld	1.5	-	N
395490	11406	1	WAR	"26,1"	Ralph of Limésy	Ralph of Limésy	Y	5	geld	8	-	N
395550	11408	1	WAR	"27,1"	William son of Ansculf	Guthmund (brother of Thorkil)	N	8	geld	5	-	N
395580	11409	1	WAR	"27,2"	William son of Ansculf	Stenkil <of Kingston>	N	1	geld	1	-	N
395610	11410	1	WAR	"27,3"	William son of Ansculf	Peter	N	3	geld	1.5	-	N
395640	11411	1	WAR	"27,4"	William son of Ansculf	Drogo <of Whitley>	N	2	geld	1.5	-	N
395670	11412	1	WAR	"27,5"	William son of Ansculf	Richard	N	4	geld	1	-	N
395700	11413	1	WAR	"27,6"	William son of Ansculf	Roger	N	2.25	geld	1	-	P
395760	11415	1	WAR	"28,1"	William son of Corbucion	Robert	N	4	geld	2.5	-	N
395790	11416	1	WAR	"28,2"	William son of Corbucion	Aelmer (uncle of Thorkil)	N	2	geld	0.5	-	N
395820	11417	1	WAR	"28,3"	William son of Corbucion	Iudhael <of Seckington>	N	2.5	geld	1.5	-	N
395850	11418	1	WAR	"28,4"	William son of Corbucion	Ordric (uncle of Thorkil)	N	2	geld	0.5	-	N
395880	11419	1	WAR	"28,5"	William son of Corbucion	Roger	N	1	geld	1	-	N
395910	11420	1	WAR	"28,6"	William son of Corbucion	Osmund	N	2	geld	1.5	-	N
395940	11421	1	WAR	"28,7"	William son of Corbucion	Ketil	N	1.62	geld	1.5	-	N
395970	11422	1	WAR	"28,8"	William son of Corbucion	Johais <of Barcheston>	N	0.62	geld	0.5	-	N
396000	11423	1	WAR	"28,9"	William son of Corbucion	Roger	N	0.25	geld	0.2	-	N
396030	11424	1	WAR	"28,10"	William son of Corbucion	Johais <of Barcheston>	N	2.5	geld	2.5	-	N
396060	11425	1	WAR	"28,11"	William son of Corbucion	Geoffrey	N	1	geld	0.75	-	N
396090	11426	1	WAR	"28,12"	William son of Corbucion	Thorkil (of Warwick)	N	1.5	geld	0.25	-	N
396120	11427	2	WAR	"28,13"	William son of Corbucion	Aeleva	N	1.62	equal	0.75	equal	N
396150	11427	1	WAR	"28,13"	William son of Corbucion	Leofric	N	1.62	equal	0.75	equal	N
396180	11428	1	WAR	"28,14"	William son of Corbucion	William	N	2	geld	1.5	-	N
396210	11429	1	WAR	"28,15"	William son of Corbucion	William son of Corbucion	Y	1	geld	0.25	-	N
396240	11430	1	WAR	"28,16"	William son of Corbucion	William son of Corbucion	Y	4	geld	5	-	N
396270	11431	1	WAR	"28,17"	William son of Corbucion	William son of Corbucion	Y	2.66	geld	3	-	N
396300	11432	1	WAR	"28,18"	William son of Corbucion	William son of Corbucion	Y	4	geld	2	-	N
396330	11433	1	WAR	"28,19"	William son of Corbucion	William son of Corbucion	Y	3	geld	1.5	-	N
396390	11435	1	WAR	"29,1"	William Bonvallet	William Bonvallet	Y	5	geld	7	-	N
396420	11436	1	WAR	"29,2"	William Bonvallet	William Bonvallet	Y	0.75	geld	0.25	-	N
396450	11437	1	WAR	"29,3"	William Bonvallet	Roger	N	4.5	geld	3.5	-	N
396480	11438	1	WAR	"29,4"	William Bonvallet	Hugh (son of Constant)	N	2	geld	2	-	N
396510	11439	1	WAR	"29,5"	William Bonvallet	William	N	1	geld	0.5	-	N
396570	11441	1	WAR	"30,1"	Geoffrey de Mandeville	Geoffrey de Mandeville	Y	30	geld	30	-	N
396600	11442	1	WAR	"30,2"	Geoffrey de Mandeville	William	N	0.75	geld	0.75	-	N
396660	11444	1	WAR	"31,1"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	15	geld	10	-	N
396675	11444	2	WAR	"31,1"	Geoffrey of la Guerche	Abbey of Angers	N	7	ploughs		not separately valued	N
396690	11445	1	WAR	"31,2"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	8	geld	5	-	N
396720	11446	1	WAR	"31,3"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	8	geld	7	-	N
396750	11447	1	WAR	"31,4"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	5	geld	2.5	-	N
396780	11448	1	WAR	"31,5"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	5	geld	5.5	-	N
396810	11449	1	WAR	"31,6"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	10	geld	5	-	N
396840	11450	1	WAR	"31,7"	Geoffrey of la Guerche	Soti	N	4	geld	2	-	N
396870	11451	1	WAR	"31,8"	Geoffrey of la Guerche	Ansgot the priest	N	1	geld	0.26	-	N
396900	11452	1	WAR	"31,9"	Geoffrey of la Guerche	Brun	N	2	geld	1	-	N
396930	11453	1	WAR	"31,10"	Geoffrey of la Guerche	Robert <of Bitteswell>	N	5	geld	2	-	N
396960	11454	1	WAR	"31,11"	Geoffrey of la Guerche	Ansegis <of Newnham>	N	1	geld	3	-	N
396990	11455	1	WAR	"31,12"	Geoffrey of la Guerche	Wulfric	N	3	geld	1.5	-	N
397050	11457	1	WAR	"32,1"	Gilbert of Ghent	Fulbric	N	1.37	geld	1	-	N
397110	11459	1	WAR	"33,1"	Gilbert son of Turold	Walter	N	6	geld	5.5	-	N
397170	11461	1	WAR	"34,1"	Gerin (of Les Loges)	Gerin (of Les Loges)	Y	5	geld	3	-	N
397230	11463	1	WAR	"35,1"	Urso of Abetot	Urso of Abetot	Y	1.5	geld	1	-	N
397260	11464	1	WAR	"35,2"	Urso of Abetot	Urso of Abetot	Y	2	geld	2	-	N
397320	11466	1	WAR	"36,1"	Stephen (son of Erhard)	Stephen (son of Erhard)	Y	1	geld	1.5	-	N
397350	11467	1	WAR	"36,2"	Stephen (son of Erhard)	Stephen (son of Erhard)	Y	3	geld	2.5	-	N
397410	11469	1	WAR	"37,1"	Osbern son of Richard	Osbern son of Richard	Y	5	geld	6	-	N
397440	11470	1	WAR	"37,2"	Osbern son of Richard	Urso (of Abetot)	N	3	geld	3	-	N
397470	11471	1	WAR	"37,3"	Osbern son of Richard	William	N	5	geld	5	-	N
397500	11472	1	WAR	"37,4"	Osbern son of Richard	Hugh (Hubold)	N	4	geld	2	-	N
397530	11473	1	WAR	"37,5"	Osbern son of Richard	Hugh (Hubold)	N	3.5	geld	2	-	N
397560	11474	1	WAR	"37,6"	Osbern son of Richard	Hugh (Hubold)	N	3	geld	2	-	N
397590	11475	1	WAR	"37,7"	Osbern son of Richard	Gilbert	N	5	geld	4	-	N
397620	11476	1	WAR	"37,8"	Osbern son of Richard	Walter	N	2	geld	1.5	-	N
397650	11477	1	WAR	"37,9"	Osbern son of Richard	William	N	5	geld	3	-	N
397710	11479	1	WAR	"38,1"	Harold son of Earl Ralph	Harold son of Earl Ralph	Y	8	geld	2.5	-	N
397740	11480	1	WAR	"38,2"	Harold son of Earl Ralph	Harold son of Earl Ralph	Y	15	geld	20	-	N
397800	11482	1	WAR	"39,1"	Hascoit Musard	Hascoit Musard	Y	12.62	geld	12	-	N
397830	11483	1	WAR	"39,2"	Hascoit Musard	Humphrey (Hastang)	N	2	geld	5	-	N
397860	11484	1	WAR	"39,3"	Hascoit Musard	Humphrey (Hastang)	N	5	geld	5	-	N
397890	11485	1	WAR	"39,4"	Hascoit Musard	Humphrey (Hastang)	N	3.12	geld	1.5	-	N
397950	11487	1	WAR	"40,1"	Nicholas the bowman	Nicholas the bowman	Y	3.25	geld	3	-	N
397980	11488	1	WAR	"40,2"	Nicholas the bowman	Nicholas the bowman	Y	5.25	geld	6	-	N
398040	11490	1	WAR	"41,1"	Nigel of Aubigny	Nigel of Aubigny	Y	5.75	geld	3	-	N
398070	11491	1	WAR	"41,2"	Nigel of Aubigny	Nigel of Aubigny	Y	2.5	geld	1	-	N
398130	11493	1	WAR	"42,1"	(Princess) Christina	(Princess) Christina	Y	8	geld	4	-	N
398160	11494	1	WAR	"42,2"	(Princess) Christina	(Princess) Christina	Y	1	geld		-	N
398190	11495	1	WAR	"42,3"	(Princess) Christina	(Princess) Christina	Y	24	geld	20	-	N
398250	11497	1	WAR	"43,1"	Leofeva the nun	Leofeva the nun	Y	3	geld	6	-	N
398280	11498	1	WAR	"43,2"	Edith <of Chaddesley>	Edith <of Chaddesley>	Y	5	geld	5	-	N
398340	11500	1	WAR	"44,1"	Richard the forester	Richard the forester	Y	4.5	geld	1	-	N
398370	11501	1	WAR	"44,2"	Richard the forester	Richard the forester	Y	0.5	geld	0.1	-	N
398400	11502	1	WAR	"44,3"	Richard (the forester)	Richard (the forester)	Y	2	geld	2.5	-	N
398430	11503	1	WAR	"44,4"	Richard (the forester)	Richard (the forester)	Y	0.5	geld	1	-	N
398460	11504	1	WAR	"44,5"	Richard (the forester)	Richard (the forester)	Y	1	geld	1	-	N
398490	11505	1	WAR	"44,6"	Richard (the forester)	Ermenfrid (of Warwick)	N	1	geld	1.25	-	N
398520	11506	1	WAR	"44,7"	Richard the hunter	Richard the hunter	Y	1	geld	3	-	N
398550	11507	1	WAR	"44,8"	Richard the hunter	Richard the hunter	Y	3	geld	5	-	N
398580	11508	1	WAR	"44,9"	Aelfric (uncle of Thorkil)	Aelfric (uncle of Thorkil)	Y	1.12	geld	2	-	N
398610	11509	1	WAR	"44,10"	Alsi	Alsi	Y	0.5	geld	1.5	-	N
398640	11510	1	WAR	"44,11"	Leofwin (uncle of Thorkil)	Leofwin (uncle of Thorkil)	Y	1.5	geld	1.5	-	N
398670	11511	1	WAR	"44,12"	Leofwin (uncle of Thorkil)	Leofwin (uncle of Thorkil)	Y	2.12	geld	1	-	N
398700	11512	1	WAR	"44,13"	Ordric (uncle of Thorkil)	Ordric (uncle of Thorkil)	Y	1	geld	0	-	Y
398730	11513	1	WAR	"44,14"	Godwin	Godwin	Y	1	geld	1.5	-	N
398760	11514	1	WAR	"44,15"	Robert (d'Oilly)	Robert (d'Oilly)	Y	0.5	geld	1	-	N
398790	11515	1	WAR	"44,16"	Ansegis <of Newnham>	Ansegis <of Newnham>	Y	4	geld	1	-	N
398850	11517	1	WAR	"45,1"	Adeliza wife of Hugh of Grandmesnil	Adeliza wife of Hugh of Grandmesnil	Y	4	geld	6	-	N
398880	11518	1	STS	B1	King William	King William	Y		-		-	N
399210	11529	1	STS	B12	King William	King William	Y		-	7	-	N
399330	11533	1	STS	"1,1"	King William	King William	Y	5.5	geld	3.5	-	P
399360	11534	1	STS	"1,2"	King William	King William	Y	2	geld	1.5	-	N
399390	11535	1	STS	"1,3"	King William	King William	Y	0.5	geld	0.2	-	N
399420	11536	1	STS	"1,4"	King William	King William	Y	2	geld	1.5	-	N
399450	11537	1	STS	"1,5"	King William	King William	Y	1	ploughlands	0	-	Y
399480	11538	1	STS	"1,6"	King William	King William	Y	4	geld		-	P
399510	11539	1	STS	"1,7"	King William	King William	Y	7.5	geld	7	-	P
399570	11540	1	STS	"1,8"	King William	King William	Y	1	geld	5.75	-	N
399600	11541	1	STS	"1,9"	King William	King William	Y	2	geld	4	-	N
399630	11542	1	STS	"1,10"	King William	King William	Y	3	geld	1	-	N
399660	11543	1	STS	"1,11"	King William	King William	Y	3	geld	11	-	N
399690	11544	1	STS	"1,12"	King William	King William	Y	3	geld	5	-	N
399720	11545	1	STS	"1,13"	King William	King William	Y	1	geld	6	-	N
399750	11546	1	STS	"1,14"	King William	King William	Y	1	geld	5.5	-	N
399780	11547	1	STS	"1,15"	King William	King William	Y	2	geld	6	-	N
399810	11548	1	STS	"1,16"	King William	King William	Y	2	geld	6	-	N
399840	11549	1	STS	"1,17"	King William	King William	Y	1	geld	8	-	N
399870	11550	1	STS	"1,18"	King William	King William	Y	0.5	geld	0.5	-	N
399900	11551	1	STS	"1,19"	King William	King William	Y	0.5	geld	8	-	N
399930	11552	1	STS	"1,20"	King William	King William	Y	3	geld	7	-	N
399960	11553	1	STS	"1,21"	King William	King William	Y	1	geld	5	-	N
399990	11554	1	STS	"1,22"	King William	King William	Y	0.2	geld	1.5	-	N
400020	11555	1	STS	"1,23"	King William	King William	Y	1	geld		-	N
400050	11556	1	STS	"1,24"	King William	King William	Y	4	geld	4.5	-	N
400080	11557	1	STS	"1,25"	King William	King William	Y	1	geld	1	-	N
400110	11558	1	STS	"1,26"	King William	King William	Y	3	geld	12	-	N
400140	11559	1	STS	"1,27"	King William	King William	Y	5.5	geld	5	-	N
400170	11560	1	STS	"1,28"	King William	King William	Y	2	geld	3	-	N
400200	11561	1	STS	"1,29"	King William	King William	Y	8	geld	12	-	N
400230	11562	1	STS	"1,30"	King William	King William	Y	2	geld	4	-	N
400260	11563	1	STS	"1,31"	King William	King William	Y	3	geld	2	-	N
400290	11564	1	STS	"1,32"	King William	King William	Y	4	geld	6	-	N
