struct_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
11151	WAR	"6,14"	Abbey of Coventry	Abbey of Coventry	Y	15	geld	10	-	N
11152	WAR	"6,15"	Abbey of Coventry	Abbey of Coventry	Y	5	geld	10	-	N
11153	WAR	"6,16"	Abbey of Coventry	Abbey of Coventry	Y	5	geld	7	-	N
11154	WAR	"6,17"	Abbey of Coventry	Abbey of Coventry	Y	1.5	geld	2.5	-	N
11155	WAR	"6,18"	Abbey of Coventry	Abbey of Coventry	Y	5	geld	3.5	-	N
11156	WAR	"6,19"	Abbey of Coventry	Abbey of Coventry	Y	5	geld	6	-	N
11157	WAR	"6,20"	Abbey of Coventry	Ermenfrid (of Warwick)	N	3	geld	2.5	-	N
11159	WAR	"7,1"	Abbey of Abingdon	Warin (of Favarcis)	N	2	geld	2	-	N
11161	WAR	"8,1"	Abbey of Burton	Abbey of Burton	Y	2.5	geld	1.5	-	N
11163	WAR	"9,1"	Abbey of Malmesbury	Abbey of Malmesbury	Y	3	geld	2.5	-	N
11165	WAR	"10,1"	Abbey of Winchcombe	Abbey of Winchcombe	Y	6	geld	4	-	N
11167	WAR	"11,1"	Abbey of Evesham	Abbey of Evesham	Y	5	geld	2.5	-	N
11168	WAR	"11,2"	Abbey of Evesham	Abbey of Evesham	Y	3	geld	1.5	-	N
11169	WAR	"11,3"	Abbey of Evesham	Abbey of Evesham	Y	2	geld	3	-	N
11170	WAR	"11,4"	Abbey of Evesham	Ranulf (brother of Abbot Walter)	N	3	geld	1	-	N
11171	WAR	"11,5"	Abbey of Evesham	Abbey of Evesham	Y	3	geld		-	N
11173	WAR	"12,1"	Earl Roger (of Shrewsbury)	Earl Roger (of Shrewsbury)	Y	2	geld	4	-	N
11174	WAR	"12,2"	Earl Roger (of Shrewsbury)	Earl Roger (of Shrewsbury)	Y	3.75	geld	3	-	N
11175	WAR	"12,3"	Earl Roger (of Shrewsbury)	Reginald (the sheriff)	N	5	geld	6	-	N
11176	WAR	"12,4"	Earl Roger (of Shrewsbury)	Reginald (the sheriff)	N	5	geld	5	-	N
11177	WAR	"12,5"	Earl Roger (of Shrewsbury)	Reginald (the sheriff)	N	5	geld	2.5	-	N
11178	WAR	"12,6"	Earl Roger (of Shrewsbury)	William	N	4.75	geld	3	-	N
11179	WAR	"12,7"	Earl Roger (of Shrewsbury)	Reginald (the sheriff)	N	0.25	geld	0.25	-	N
11180	WAR	"12,8"	Earl Roger (of Shrewsbury)	Auti <of Quatt>	N	3	geld	5	-	N
11181	WAR	"12,9"	Earl Roger (of Shrewsbury)	Walter	N	1	geld	2	-	N
11182	WAR	"12,10"	Earl Roger (of Shrewsbury)	Ralph	N	5	geld	2	-	N
11183	WAR	"12,11"	Earl Roger (of Shrewsbury)	Ralph	N	1	geld	0.25	-	N
11185	WAR	"13,1"	Earl Hugh	Waleran	N	1.75	geld	1.5	-	N
11187	WAR	"14,1"	Earl Aubrey (of Coucy)	Geoffrey of la Guerche	F	26	ploughlands	5	-	N
11188	WAR	"14,2"	Earl Aubrey (of Coucy)	Geoffrey of la Guerche	F	5	geld	4	-	N
11189	WAR	"14,3"	Earl Aubrey (of Coucy)	Geoffrey of la Guerche	F	6	geld	6	-	N
11190	WAR	"14,4"	Earl Aubrey (of Coucy)	Geoffrey of la Guerche	F	1.5	geld		-	N
11191	WAR	"14,5"	Earl Aubrey (of Coucy)	Geoffrey of la Guerche	F	2.5	geld	0.26	-	N
11192	WAR	"14,6"	Earl Aubrey (of Coucy)	Geoffrey of la Guerche	F	2	geld	1	-	N
11194	WAR	"15,1"	Countess Godiva	Nicholas (the bowman)	F	4	geld	1.5	-	N
11195	WAR	"15,2"	Countess Godiva	Nicholas (the bowman)	F	3	geld	3	-	N
11196	WAR	"15,3"	Countess Godiva	Nicholas (the bowman)	F	2	geld	5	-	N
11197	WAR	"15,4"	Countess Godiva	Nicholas (the bowman)	F	6	geld	13	weighed	N
11198	WAR	"15,5"	Countess Godiva	Nicholas (the bowman)	F	9	geld	12	-	N
11199	WAR	"15,6"	Countess Godiva	Nicholas (the bowman)	F	5	geld	11	weighed	N
11201	WAR	"16,1"	Count of Meulan	Count of Meulan	Y	2	geld	6	-	N
11202	WAR	"16,2"	Count of Meulan	Count of Meulan	Y	1.75	geld	5	-	N
11203	WAR	"16,3"	Count of Meulan	Count of Meulan	Y	1	geld	1.5	-	N
11204	WAR	"16,4"	Count of Meulan	Count of Meulan	Y	1	geld	0	-	Y
11205	WAR	"16,5"	Count of Meulan	Count of Meulan	Y	10	geld	8	-	N
11206	WAR	"16,6"	Count of Meulan	Count of Meulan	Y	13	geld	10	-	N
11207	WAR	"16,7"	Count of Meulan	Count of Meulan	Y	4.5	geld	5	-	N
11208	WAR	"16,8"	Count of Meulan	Count of Meulan	Y	5	geld	11	-	N
11209	WAR	"16,9"	Count of Meulan	Count of Meulan	Y	5	geld	7	-	N
11210	WAR	"16,10"	Count of Meulan	Count of Meulan	Y	10	geld	10	-	N
11211	WAR	"16,11"	Count of Meulan	Count of Meulan	Y	7	geld	6	-	N
11212	WAR	"16,12"	Count of Meulan	Count of Meulan	Y	3	geld	4	-	N
11213	WAR	"16,13"	Count of Meulan	Count of Meulan	Y	2.5	geld	2.5	-	N
11214	WAR	"16,14"	Count of Meulan	Count of Meulan	Y	2.5	geld	3	-	N
11215	WAR	"16,15"	Count of Meulan	Count of Meulan	Y	4	geld	5	-	N
11216	WAR	"16,16"	Count of Meulan	Count of Meulan	Y	3	geld	4	-	N
11217	WAR	"16,17"	Count of Meulan	Count of Meulan	Y	1	geld	1.5	-	N
11218	WAR	"16,18"	Count of Meulan	Count of Meulan	Y	5	geld	2.5	-	N
11219	WAR	"16,19"	Count of Meulan	Count of Meulan	Y	1.5	geld	0.25	-	Y
11220	WAR	"16,20"	Count of Meulan	Count of Meulan	Y	6.87	geld	10	-	N
11221	WAR	"16,21"	Count of Meulan	Count of Meulan	Y	7	geld	8.5	-	N
11222	WAR	"16,22"	Count of Meulan	Leofwin (uncle of Thorkil)	N	2.5	geld	1	-	N
11223	WAR	"16,23"	Count of Meulan	Godric <of Shuttington>	N	2.5	geld	1	-	N
11224	WAR	"16,24"	Count of Meulan	Arnulf <of Wilnecote>	N	1.5	equal	0.75	equal	N
11224	WAR	"16,24"	Count of Meulan	Ingenulf <of Ibstock>	N	1.5	equal	0.75	equal	N
11225	WAR	"16,25"	Count of Meulan	Arnulf <of Wilnecote>	N	1.25	equal	1	equal	N
11225	WAR	"16,25"	Count of Meulan	Ingenulf <of Ibstock>	N	1.25	equal	1	equal	N
11226	WAR	"16,26"	Count of Meulan	Hereward ('the Wake')	N	3	geld	1.5	-	N
11227	WAR	"16,27"	Count of Meulan	Walter	N	1	geld	0.25	-	N
11228	WAR	"16,28"	Count of Meulan	Count of Meulan	Y	0.75	geld	0.1	-	N
11229	WAR	"16,29"	Count of Meulan	Ranulf	N	1.25	geld	1	-	N
11230	WAR	"16,30"	Count of Meulan	Ingenulf <of Ibstock>	N	5	geld	3.5	-	N
11231	WAR	"16,31"	Count of Meulan	Robert (d'Oilly)	N	3.75	geld	3	-	N
11232	WAR	"16,32"	Count of Meulan	Herlewin <of Shuckburgh>	N	4	geld	2.5	-	N
11233	WAR	"16,33"	Count of Meulan	Robert <of Thurlaston>	N	2.5	geld	1.75	-	N
11234	WAR	"16,34"	Count of Meulan	Gilbert <of Wormleighton>	N	4	geld	3	-	N
11235	WAR	"16,35"	Count of Meulan	Merewin <of Hillmorton>	N	1.5	geld	1.5	-	N
11236	WAR	"16,36"	Count of Meulan	Waltheof <of Hillmorton>	N	1.25	geld	2.25	-	N
11237	WAR	"16,37"	Count of Meulan	Waltheof <of Hillmorton>	N	0.5	geld	0.5	-	N
11238	WAR	"16,38"	Count of Meulan	Fulco <of Claybrooke>	N	2	geld	2	-	N
11239	WAR	"16,39"	Count of Meulan	Fulco <of Claybrooke>	N	0.5	geld	1.5	-	N
11240	WAR	"16,40"	Count of Meulan	Robert <of Thurlaston>	N	2.5	geld	2.5	-	N
11241	WAR	"16,41"	Count of Meulan	Salo <of Bulkington>	N	4.25	geld	1	-	N
11242	WAR	"16,42"	Count of Meulan	Godric <of Shuttington>	N	1	geld	1	-	N
11243	WAR	"16,43"	Count of Meulan	Godric <of Shuttington>	N	1	geld	0.25	-	N
11244	WAR	"16,44"	Count of Meulan	Ulfkil	N	4	geld	2	-	N
11245	WAR	"16,45"	Count of Meulan	Waltheof <of Hillmorton>	N	2	geld	2	-	N
11246	WAR	"16,46"	Count of Meulan	Hereward ('the Wake')	N	1	geld	3	-	N
11247	WAR	"16,47"	Count of Meulan	William (Lovet)	N	2	geld	2.5	-	N
11248	WAR	"16,48"	Count of Meulan	Hereward ('the Wake')	N	0.75	geld	1	-	N
11249	WAR	"16,49"	Count of Meulan	Gilbert <of Wormleighton>	N	2.25	geld	1	-	N
11250	WAR	"16,50"	Count of Meulan	Roger	N	2	geld	1	equal	N
11250	WAR	"16,50"	Count of Meulan	Warin <of Wormleighton>	N	2	geld	1	equal	N
11251	WAR	"16,51"	Count of Meulan	Gilbert <of Wormleighton>	N	1	geld	1	-	N
11252	WAR	"16,52"	Count of Meulan	Robert (d'Oilly)	N	2.91	geld	2.5	-	N
11253	WAR	"16,53"	Count of Meulan	Bosker	N	3	geld	1.5	-	N
11254	WAR	"16,54"	Count of Meulan	Gilbert <of Wormleighton>	N	1.5	geld	4.5	-	N
11255	WAR	"16,55"	Count of Meulan	1 man-at-arms	N	2.5	geld	1	-	N
11256	WAR	"16,56"	Count of Meulan	Abbey of Préaux	N	5	geld	3	-	N
11257	WAR	"16,57"	Count of Meulan	Gilbert <of Wormleighton>	N	4.75	geld	4	-	N
11258	WAR	"16,58"	Count of Meulan	Roger	N	7.75	geld	2	-	N
11259	WAR	"16,59"	Count of Meulan	Gilbert <of Wormleighton>	N	2	geld	2.5	-	N
11260	WAR	"16,60"	Count of Meulan	4 men-at-arms	N	12	geld	6	-	N
11261	WAR	"16,61"	Count of Meulan	Hugh (son of Constant)	N	3.75	geld	4.5	-	N
11262	WAR	"16,62"	Count of Meulan	Hugh (son of Constant)	N	5	geld	2	-	N
11263	WAR	"16,63"	Count of Meulan	Fulco <of Claybrooke>	N	3	geld	2	-	N
11264	WAR	"16,64"	Count of Meulan	Odard <of Ilmington>	N	1.12	geld	2	-	N
11265	WAR	"16,65"	Count of Meulan	Walter	N	1	geld	0.5	-	N
11266	WAR	"16,66"	Count of Meulan	Ralph	N	4.5	geld	2	-	N
11268	WAR	"17,1"	Thorkil of Warwick	Thorkil of Warwick	Y	4	geld	2.5	-	N
11269	WAR	"17,2"	Thorkil of Warwick	Thorkil of Warwick	Y	2	geld	1.5	-	N
11270	WAR	"17,3"	Thorkil of Warwick	Thorkil of Warwick	Y	2	geld	0.5	-	N
11271	WAR	"17,4"	Thorkil of Warwick	Thorkil of Warwick	Y	1	geld	0.25	-	N
11272	WAR	"17,5"	Thorkil of Warwick	Thorkil of Warwick	Y	4.5	geld	2	-	N
11273	WAR	"17,6"	Thorkil of Warwick	Thorkil of Warwick	Y	3.5	geld	3	-	N
11274	WAR	"17,7"	Thorkil of Warwick	Guthmund brother of Thorkil	N	4	geld	1.5	-	N
11275	WAR	"17,8"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	2.5	geld	1	-	N
11276	WAR	"17,9"	Thorkil of Warwick	Alnoth	N	4.75	geld	2	-	N
11277	WAR	"17,10"	Thorkil of Warwick	Roger	N	3	geld	1.5	-	N
11278	WAR	"17,11"	Thorkil of Warwick	Roger	N	0.5	geld	0.25	-	N
11279	WAR	"17,12"	Thorkil of Warwick	Bruning	N	0.75	geld	0.25	-	N
11280	WAR	"17,13"	Thorkil of Warwick	Robert d'Oilly	N	2	geld	2	-	N
11281	WAR	"17,14"	Thorkil of Warwick	Edwin	N	1.75	geld	0.5	-	N
11282	WAR	"17,15"	Thorkil of Warwick	Robert d'Oilly	N	9	geld	5	-	N
11283	WAR	"17,16"	Thorkil of Warwick	William	N	2	geld	0.5	-	N
11284	WAR	"17,17"	Thorkil of Warwick	4 brothers	N	1.12	geld	1	-	N
11285	WAR	"17,18"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	1.25	geld	1	-	N
11286	WAR	"17,19"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	0.5	geld	0.4	-	N
11287	WAR	"17,20"	Thorkil of Warwick	Richard (the forester)	N	0.5	geld	0.2	-	N
11288	WAR	"17,21"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	1.5	geld	2	-	N
11289	WAR	"17,22"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	1.5	geld	0.8	-	N
11290	WAR	"17,23"	Thorkil of Warwick	William (Lovet)	N	2.25	geld	2	-	N
11291	WAR	"17,24"	Thorkil of Warwick	1 priest	N	0.25	geld	0.5	-	N
11292	WAR	"17,25"	Thorkil of Warwick	Edwulf <of Rugby>	N	2.5	geld	2	-	N
11293	WAR	"17,26"	Thorkil of Warwick	Ulf	N	1	geld	0.6	-	N
11294	WAR	"17,27"	Thorkil of Warwick	Jocelyn	N	1.12	geld	2	-	N
11295	WAR	"17,28"	Thorkil of Warwick	Robert (d'Oilly)	N	0.75	geld	1.5	-	N
11296	WAR	"17,29"	Thorkil of Warwick	Oslac <of Flecknoe>	N	2.5	geld	1.5	-	N
11297	WAR	"17,30"	Thorkil of Warwick	Harding (son of Alnoth)	N	4	geld	2	-	N
11298	WAR	"17,31"	Thorkil of Warwick	Godwin	N	1	geld	1	-	N
11299	WAR	"17,32"	Thorkil of Warwick	Aelric (uncle of Thorkil)	N	1.12	geld	1.5	-	N
11300	WAR	"17,33"	Thorkil of Warwick	Gilbert <of Wormleighton>	N	0.75	geld	0.5	-	N
11301	WAR	"17,34"	Thorkil of Warwick	Wulfric	N	0.37	geld	0.5	-	N
11302	WAR	"17,35"	Thorkil of Warwick	Wulfsi	N	0.87	geld	0.5	-	N
11303	WAR	"17,36"	Thorkil of Warwick	Gilbert <of Wormleighton>	N	0.25	geld	0.1	-	N
11304	WAR	"17,37"	Thorkil of Warwick	Ordric (uncle of Thorkil)	N	2	geld	1.5	-	N
11305	WAR	"17,38"	Thorkil of Warwick	Ulfkil	N	0.5	geld	1.5	-	N
11306	WAR	"17,39"	Thorkil of Warwick	Alwin	N	0.12	geld	0.25	-	N
11307	WAR	"17,40"	Thorkil of Warwick	Leofgeat	N	0.25	equal	0.25	equal	N
11307	WAR	"17,40"	Thorkil of Warwick	Godwin	N	0.25	equal	0.25	equal	N
11308	WAR	"17,41"	Thorkil of Warwick	Godric <of Shuttington>	N	2	geld	1	-	N
11309	WAR	"17,42"	Thorkil of Warwick	Aldgyth <of Newton>	N	0.5	geld	0.5	-	N
11310	WAR	"17,43"	Thorkil of Warwick	Ralph	N	0.5	geld	0.1	-	N
11311	WAR	"17,44"	Thorkil of Warwick	Wulfric	N	1	geld	0.5	-	N
11312	WAR	"17,45"	Thorkil of Warwick	Ralph	N	1	geld	0.15	-	N
11313	WAR	"17,46"	Thorkil of Warwick	Ralph	N	0.5	geld	0.15	-	N
11314	WAR	"17,47"	Thorkil of Warwick	Leofeva <of Lawford>	N	2	geld	0.53	-	N
11315	WAR	"17,48"	Thorkil of Warwick	Robert d'Oilly	N	1	geld	0.06	-	Y
11316	WAR	"17,49"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	2	geld	2	-	N
11317	WAR	"17,50"	Thorkil of Warwick	William (Bonvallet)	N	4	geld	3	-	N
11318	WAR	"17,51"	Thorkil of Warwick	Alwin	N	4	geld	2.5	-	N
11319	WAR	"17,52"	Thorkil of Warwick	Hadulf	N	2	geld	1.75	-	N
11320	WAR	"17,53"	Thorkil of Warwick	Robert (d'Oilly)	N	0.37	geld	0	-	Y
11321	WAR	"17,54"	Thorkil of Warwick	Wulfsi	N	0.5	geld	1.25	-	N
11322	WAR	"17,55"	Thorkil of Warwick	Robert d'Oilly	N	0.5	geld	1	-	N
11323	WAR	"17,56"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	5	geld	6	-	N
11324	WAR	"17,57"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	5	geld	5	-	N
11325	WAR	"17,58"	Thorkil of Warwick	Almer (uncle of Thorkil)	N	2	geld	2	-	N
11326	WAR	"17,59"	Thorkil of Warwick	Roger	N	3.25	geld	2.5	-	N
11327	WAR	"17,60"	Thorkil of Warwick	Count of Meulan	N	2	geld	6	-	N
11328	WAR	"17,61"	Thorkil of Warwick	2 men-at-arms	N	1.25	geld		not separately valued	N
11328	WAR	"17,61"	Thorkil of Warwick	Warin <of Wormleighton>	N	1.75	geld	10	-	N
11329	WAR	"17,62"	Thorkil of Warwick	Tonni <of Bericote>	N	2	geld	2	-	N
11330	WAR	"17,63"	Thorkil of Warwick	Canons of Warwick	N	1	geld	0.5	-	N
11331	WAR	"17,64"	Thorkil of Warwick	Algar	N	1.5	geld	2	-	N
11332	WAR	"17,65"	Thorkil of Warwick	Ermenfrid (of Warwick)	N	2	geld	1.25	-	N
11333	WAR	"17,66"	Thorkil of Warwick	Alwin	N	3	geld	4	-	N
11334	WAR	"17,67"	Thorkil of Warwick	Abbey of Abingdon	N	1	geld	5	-	N
11335	WAR	"17,68"	Thorkil of Warwick	Abbey of Abingdon	N	1	geld	2.5	-	N
11336	WAR	"17,69"	Thorkil of Warwick	William (Bonvallet)	N	4	geld	2.5	-	N
11337	WAR	"17,70"	Thorkil of Warwick	Robert d'Oilly	N	3	geld	4	-	N
11339	WAR	"18,1"	Hugh of Grandmesnil	Hugh of Grandmesnil	F	1.16	geld	1.5	-	N
11340	WAR	"18,2"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	10	geld	15	-	N
11341	WAR	"18,3"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	10	geld	17	-	N
11342	WAR	"18,4"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	4	geld	6	-	N
11343	WAR	"18,5"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	10	geld	11	-	N
11344	WAR	"18,6"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	3	geld	1.5	-	N
11345	WAR	"18,7"	Hugh of Grandmesnil	Hugh of Grandmesnil	Y	0.5	geld	1	-	N
11346	WAR	"18,8"	Hugh of Grandmesnil	Hubert	N	2.5	geld	3	-	N
11347	WAR	"18,9"	Hugh of Grandmesnil	William (Lovet)	N	0.75	geld	0.5	-	N
11348	WAR	"18,10"	Hugh of Grandmesnil	Robert	N	1	geld	0.5	-	N
11349	WAR	"18,11"	Hugh of Grandmesnil	Abbey of Saint-Evroult	N	6.25	geld	10	-	N
11350	WAR	"18,12"	Hugh of Grandmesnil	Roger (of Ivry)	N	5	geld	7	-	N
11351	WAR	"18,13"	Hugh of Grandmesnil	Roger (of Ivry)	N	3	geld	5	-	N
11352	WAR	"18,14"	Hugh of Grandmesnil	Osbern (of Neuf-Marché)	N	5	geld	5	-	N
11353	WAR	"18,15"	Hugh of Grandmesnil	Hugh son of Constant	N	0.25	geld	0.25	-	N
11354	WAR	"18,16"	Hugh of Grandmesnil	Walter	N	0.5	geld	0.1	-	N
11356	WAR	"19,1"	Henry of Ferrers	Turstin <of Grendon>	N	5.5	geld	2	-	N
11357	WAR	"19,2"	Henry of Ferrers	Ralph	N	4	geld	2	-	N
11358	WAR	"19,3"	Henry of Ferrers	Wazelin <of Harbury>	N	2	geld	4	-	N
11359	WAR	"19,4"	Henry of Ferrers	Saswalo <of Ettington>	N	17	geld	20	-	N
11360	WAR	"19,5"	Henry of Ferrers	Wazelin <of Harbury>	N	0.5	geld	0.5	-	N
11361	WAR	"19,6"	Henry of Ferrers	Nigel (of Aubigny)	N	2.5	geld	1	-	N
11363	WAR	"20,1"	Roger of Ivry	Roger of Ivry	Y	5	geld	2	-	N
11365	WAR	"21,1"	Robert d'Oilly	Robert the hunter	N	2	geld	1	-	N
11367	WAR	"22,1"	Robert of Stafford	Robert of Stafford	Y	7	geld	5	-	N
11368	WAR	"22,2"	Robert of Stafford	Robert of Stafford	Y	7	geld	5	-	N
11369	WAR	"22,3"	Robert of Stafford	Robert of Stafford	Y	5	geld	5	-	N
11370	WAR	"22,4"	Robert of Stafford	Robert of Stafford	Y	23	geld	30	-	N
11371	WAR	"22,5"	Robert of Stafford	Robert of Stafford	Y	5	geld	8	-	N
11372	WAR	"22,6"	Robert of Stafford	Robert of Stafford	Y	1	geld	3	-	N
11373	WAR	"22,7"	Robert of Stafford	Robert of Stafford	Y	5	geld	4	-	N
11374	WAR	"22,8"	Robert of Stafford	Robert of Stafford	Y	5	geld	3	-	N
11375	WAR	"22,9"	Robert of Stafford	Robert of Stafford	Y	7	geld	4	-	N
11376	WAR	"22,10"	Robert of Stafford	Robert the hunter	N	1	geld	0.5	-	N
11377	WAR	"22,11"	Robert of Stafford	Aelfric (uncle of Thorkil)	N	5	geld	2.5	-	N
11378	WAR	"22,12"	Robert of Stafford	Grim	N	0.5	geld	1	-	N
11379	WAR	"22,13"	Robert of Stafford	Ordwy	N	2	geld	2.5	-	N
11380	WAR	"22,14"	Robert of Stafford	Alwin	N	2	geld	1.5	-	N
11381	WAR	"22,15"	Robert of Stafford	Ewein	N	1.5	geld	1	-	N
11382	WAR	"22,16"	Robert of Stafford	Brian <of Rauceby>	N	2	geld	4	-	N
11383	WAR	"22,17"	Robert of Stafford	Warin (Malicorne)	N	5	geld	5	-	N
11384	WAR	"22,18"	Robert of Stafford	Alwin	N	1	geld	0.5	-	N
11385	WAR	"22,19"	Robert of Stafford	Hugh (son of Constant)	N	2	geld	2.5	-	N
11386	WAR	"22,20"	Robert of Stafford	Aelric (uncle of Thorkil)	N	1	geld	0.75	-	N
11387	WAR	"22,21"	Robert of Stafford	Hugh (son of Constant)	N	1.25	geld	1.5	-	N
11388	WAR	"22,22"	Robert of Stafford	William	N	5	geld	3	-	N
11389	WAR	"22,23"	Robert of Stafford	Hervey <of Stretton>	N	1	geld	2	-	N
11390	WAR	"22,24"	Robert of Stafford	Urfer <of Offley>	N	1.33	geld	1	-	N
11391	WAR	"22,25"	Robert of Stafford	Drogo <of Whitley>	N	3	geld	2	-	N
11392	WAR	"22,26"	Robert of Stafford	Judicael (the priest)	N	1.5	geld	2	-	N
11393	WAR	"22,27"	Robert of Stafford	Aelric (uncle of Thorkil)	N	1	geld	0.5	-	N
11394	WAR	"22,28"	Robert of Stafford	Leofing	N	1	ploughlands	0.5	-	N
11396	WAR	"23,1"	Robert the bursar	Robert the bursar	Y	9	geld	4	-	N
11397	WAR	"23,2"	Robert the bursar	Robert the bursar	Y	0.5	geld	1	-	N
11398	WAR	"23,3"	Robert the bursar	Robert the bursar	Y	1	geld	0.75	-	N
11399	WAR	"23,4"	Robert the bursar	Robert the bursar	Y	10	geld	5	-	N
11401	WAR	"24,1"	Robert of Vessey	Robert of Vessey	Y	5.5	geld	2.5	-	N
11402	WAR	"24,2"	Robert of Vessey	Robert of Vessey	Y	0.75	geld	0.1	-	N
11404	WAR	"25,1"	Ralph of Mortimer	Roger (of Baskerville)	N	3	geld	1.5	-	N
11406	WAR	"26,1"	Ralph of Limésy	Ralph of Limésy	Y	5	geld	8	-	N
11408	WAR	"27,1"	William son of Ansculf	Guthmund (brother of Thorkil)	N	8	geld	5	-	N
11409	WAR	"27,2"	William son of Ansculf	Stenkil <of Kingston>	N	1	geld	1	-	N
11410	WAR	"27,3"	William son of Ansculf	Peter	N	3	geld	1.5	-	N
11411	WAR	"27,4"	William son of Ansculf	Drogo <of Whitley>	N	2	geld	1.5	-	N
11412	WAR	"27,5"	William son of Ansculf	Richard	N	4	geld	1	-	N
11413	WAR	"27,6"	William son of Ansculf	Roger	N	2.25	geld	1	-	P
11415	WAR	"28,1"	William son of Corbucion	Robert	N	4	geld	2.5	-	N
11416	WAR	"28,2"	William son of Corbucion	Aelmer (uncle of Thorkil)	N	2	geld	0.5	-	N
11417	WAR	"28,3"	William son of Corbucion	Iudhael <of Seckington>	N	2.5	geld	1.5	-	N
11418	WAR	"28,4"	William son of Corbucion	Ordric (uncle of Thorkil)	N	2	geld	0.5	-	N
11419	WAR	"28,5"	William son of Corbucion	Roger	N	1	geld	1	-	N
11420	WAR	"28,6"	William son of Corbucion	Osmund	N	2	geld	1.5	-	N
11421	WAR	"28,7"	William son of Corbucion	Ketil	N	1.62	geld	1.5	-	N
11422	WAR	"28,8"	William son of Corbucion	Johais <of Barcheston>	N	0.62	geld	0.5	-	N
11423	WAR	"28,9"	William son of Corbucion	Roger	N	0.25	geld	0.2	-	N
11424	WAR	"28,10"	William son of Corbucion	Johais <of Barcheston>	N	2.5	geld	2.5	-	N
11425	WAR	"28,11"	William son of Corbucion	Geoffrey	N	1	geld	0.75	-	N
11426	WAR	"28,12"	William son of Corbucion	Thorkil (of Warwick)	N	1.5	geld	0.25	-	N
11427	WAR	"28,13"	William son of Corbucion	Aeleva	N	1.62	equal	0.75	equal	N
11427	WAR	"28,13"	William son of Corbucion	Leofric	N	1.62	equal	0.75	equal	N
11428	WAR	"28,14"	William son of Corbucion	William	N	2	geld	1.5	-	N
11429	WAR	"28,15"	William son of Corbucion	William son of Corbucion	Y	1	geld	0.25	-	N
11430	WAR	"28,16"	William son of Corbucion	William son of Corbucion	Y	4	geld	5	-	N
11431	WAR	"28,17"	William son of Corbucion	William son of Corbucion	Y	2.66	geld	3	-	N
11432	WAR	"28,18"	William son of Corbucion	William son of Corbucion	Y	4	geld	2	-	N
11433	WAR	"28,19"	William son of Corbucion	William son of Corbucion	Y	3	geld	1.5	-	N
11435	WAR	"29,1"	William Bonvallet	William Bonvallet	Y	5	geld	7	-	N
11436	WAR	"29,2"	William Bonvallet	William Bonvallet	Y	0.75	geld	0.25	-	N
11437	WAR	"29,3"	William Bonvallet	Roger	N	4.5	geld	3.5	-	N
11438	WAR	"29,4"	William Bonvallet	Hugh (son of Constant)	N	2	geld	2	-	N
11439	WAR	"29,5"	William Bonvallet	William	N	1	geld	0.5	-	N
11441	WAR	"30,1"	Geoffrey de Mandeville	Geoffrey de Mandeville	Y	30	geld	30	-	N
11442	WAR	"30,2"	Geoffrey de Mandeville	William	N	0.75	geld	0.75	-	N
11444	WAR	"31,1"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	15	geld	10	-	N
11444	WAR	"31,1"	Geoffrey of la Guerche	Abbey of Angers	N	7	ploughs		not separately valued	N
11445	WAR	"31,2"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	8	geld	5	-	N
11446	WAR	"31,3"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	8	geld	7	-	N
11447	WAR	"31,4"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	5	geld	2.5	-	N
11448	WAR	"31,5"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	5	geld	5.5	-	N
11449	WAR	"31,6"	Geoffrey of la Guerche	Geoffrey of la Guerche	Y	10	geld	5	-	N
11450	WAR	"31,7"	Geoffrey of la Guerche	Soti	N	4	geld	2	-	N
11451	WAR	"31,8"	Geoffrey of la Guerche	Ansgot the priest	N	1	geld	0.26	-	N
11452	WAR	"31,9"	Geoffrey of la Guerche	Brun	N	2	geld	1	-	N
11453	WAR	"31,10"	Geoffrey of la Guerche	Robert <of Bitteswell>	N	5	geld	2	-	N
11454	WAR	"31,11"	Geoffrey of la Guerche	Ansegis <of Newnham>	N	1	geld	3	-	N
11455	WAR	"31,12"	Geoffrey of la Guerche	Wulfric	N	3	geld	1.5	-	N
11457	WAR	"32,1"	Gilbert of Ghent	Fulbric	N	1.37	geld	1	-	N
11459	WAR	"33,1"	Gilbert son of Turold	Walter	N	6	geld	5.5	-	N
