struct_idx	borough_id	county	phillimore	text	notes
11102	4820	WAR	B5	"Besides this, it pays 24 sesters of honey, with the larger measure, and from the Borough 6 sesters of honey, that is, a sester at 15 pence. Of these, the Count of Meulan has 6 sesters and 5s."	
11103	4840	WAR	B6	"The custom of WARWICK was that when the King went on an expedition by land 10 burgesses of Warwick went for all the others; whoever was notified but did not go paid a fine of 100s to the King. But if the King went against his enemies by sea, they sent him either 4 boatmen or £4 of pence."	Customs; fines
11518	4860	STS	B1	"In The Borough of STAFFORD The King has 18 burgesses and 8 unoccupied messuages in his lordship; besides these the King has 22 messuages of the Earl's Honour; 5 of them are unoccupied, the others inhabited."	Waste: 13 unoccupied messuages.
11519	4880	STS	B2	The Bishop of Chester has 14 messuages; one is unoccupied.	Waste: 1 messuage unoccupied
11520	4900	STS	B3	Burton Abbey has 5 messuages.	
11521	4920	STS	B4	Earl Roger has 3 messuages which lie in Sheriffhales [lands]. The Earl himself has 31 messuages within the walls; 10 of them are unoccupied.	Waste: 10 messuages unoccupied
11522	4940	STS	B5	His son Hugh (of Montgomery) holds 5 messuages from the Earldom; they belong to Worfield.	
11523	4960	STS	B6	Robert of Stafford has 13 messuages of the Earl's Honour; they belong to Bradley; 6 of them are unoccupied.	"Waste: 'Robert of Stafford has 13 messuages of the Earl's Honour', 6 unoccupied"
11524	4980	STS	B7	Robert of Stafford also has 41 messuages of his own Holding; 17 of them are unoccupied.	Waste: 17 messuages unoccupied
11525	5000	STS	B8	"William son of Ansculf has 4 messuages of the Earldom which belong to [Upper] Penn, a manor of the Earl's; only one of them is habitable."	"Waste: William son of Ansculf has 4 messuages of the Earldom which belong to Penn, a manor of the Earl's; only 1 habitable."
11526	5020	STS	B9	Henry of Ferrers has 1 unoccupied messuage.	Waste: 1 unoccupied messuage
11527	5040	STS	B10	The priests of Stafford of the Borough have 14 messuages.	
11528	5060	STS	B11	They all have full jurisdiction. The King has tax from them all each year.	Customs
11529	5080	STS	B12	"Before 1066 the Borough of STAFFORD paid £9 of pence from all customary dues; two parts were the King's, the third the Earl's. Now King William has £7 from the Borough's payments, his part and the Earl's together. Robert of Stafford has half the King's own part, by the King's gift, as he says."	"Customs. Third penny, though the phrase is not employed."
11848	5100	SHR	C1	In the City of SHREWSBURY there were 252 houses before 1066 and as many burgesses in these houses who paid £7 16s 8d a year in tribute. King Edward had the undermentioned customs there.	"Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11849	5120	SHR	C2	"If anyone knowingly broke the King's peace as given by his own hand he was made an outlaw, but a man who broke the King's peace as given by the sheriff paid a fine of 100s. A man who committed highway robbery or house-breaking gave as much. King Edward had these 3 forfeitures in his lordship in the whole of England in addition to the revenues."	"Customs; fines. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11850	5140	SHR	C3	"When the King stayed in this City, 12 of the better citizens protected him [by] keeping watch. Similarly when he went hunting there, the better burgesses who had horses guarded him with arms. The sheriff sent 36 men on foot to stall game for as long as the King was there. However, at Marsley? park he found 36 men for 8 days as a customary due."	"Customs. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11851	5160	SHR	C4	"When the sheriff wished to go into Wales a man, who after being summoned by him did not go, gave 40s in forfeiture."	"Customs; fines. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11852	5180	SHR	C5	"A woman who took a husband in any way, if she was a widow, gave 20s to the King; if a [single] girl, 10s, in whatever way she took a man."	"Customs; fines. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11853	5200	SHR	C6	"If any burgess' house burnt down through some accident, happening or carelessness, he gave 40s to the King in forfeiture and 2s to each of his two nearer neighbours."	"Customs; fines. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11854	5220	SHR	C7	"When a burgess who was in the King's lordship died, the King had 10s in relief."	"Customs. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11855	5240	SHR	C8	"If any burgess broke the time-limit which the sheriff placed on him, he paid a fine of 10s."	"Customs; fines. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11856	5260	SHR	C9	A man who shed blood paid a fine of 40s.	"Customs; fines. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11857	5280	SHR	C10	"When the King left the City, the sheriff sent him 24 horses from? Leintwardine and the King took these as far as the first manor in Staffordshire."	"Customs. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11858	5300	SHR	C11	"The King had three moneyers there who after they had bought the money dies, like other moneyers in the country, each gave 20s to the King on the 15th day and this was done when the coinage was changed."	"Customs. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11859	5320	SHR	C12	In total this City paid £30 a year. The King had two parts and the sheriff the third. In the year preceding this survey it paid £40 to Earl Roger.	"The third penny, though the phrase is not employed and the earl normally received the third part. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11860	5340	SHR	C13	"This City paid tax for 100 hides before 1066. Of these, St Alkmund's (of Shrewsbury) had 2 hides, St Juliana's (of Shrewsbury) 1/2 hide, St Milburga's (of Much Wenlock) 1 hide, St Chad's (of Shrewsbury) 1 1/2 hides, St Mary's (of Shrewsbury) 1 virgate, the Bishop of Chester 1 hide and (Queen) Edith 3 hides which Ralph of Mortimer has."	"Geld. Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37)."
11861	5360	SHR	C14	"The English burgesses of SHREWSBURY state that it is very hard on them that they pay as much tax as was paid before 1066, although the Earl Roger's castle has taken over 51 messuages and 50 other messuages are unoccupied and 43 French burgesses hold messuages which paid tax before 1066 and the Earl has himself given to the Abbey, which he is building there, 39 burgesses who once paid tax likewise with the others. In total there are 200 messuages, less 7, which do not pay tax."	"Earl Roger held the city and the county and 'the whole of the lordship which King Edward had there' (4,1,37). Waste: 51 messuages waste for castle; another 50 are unoccupied. Total of 193 either an error or assumes 10 unmentioned messuages (see 1,1)."
12403	5380	CHS	C1	"The City of CHESTER paid tax on 50 hides before 1066. 3 1/2 hides which are outside the City, that is 1 1/2 hides beyond the bridge and 2 hides in Newton and `Redcliff' and in the Bishop's Borough, these paid tax with the City."	"Geld. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12404	5400	CHS	C2	"Before 1066 there were 431 houses in the City paying tax, and besides these the Bishop had 56 houses paying tax. This City then paid 10 1/2 silver marks; two parts were the King's, the third the Earl's."	"Third Penny, though the phrase is not employed. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester."
12405	5420	CHS	C3	"These were the laws there. If the peace given by the King's hand, or by his writ or his commissioner, were broken by anyone, the King had 100s thereby. But if the King's peace, given by the Earl or on his orders, were broken, the Earl had the third penny of the 100s which were given for it; and if the peace given by the King's reeve or the Earl's officer were broken, the fine was 40s and the third penny was the Earl's."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12406	5440	CHS	C4	"If a free man, breaking the peace given by the King, killed a man in a house, his land and all his goods were the King's, and he became an outlaw himself. The Earl had the same [right], but only over his own man who paid this penalty. But no one could restore peace to any outlaw except through the King."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12407	5460	CHS	C5	"Whoever shed blood between Monday morning and Saturday noon was fined 10s; but from Saturday noon to Monday morning the fine for bloodshed was 20s. Similarly, whoever did so in the Twelve Days of Christmas, on Candlemas Day, on the first day of Easter, on the first day of Whitsun, on Ascension Day, on the day of the Assumption or of the Nativity of St Mary, or on All Saints' Day, paid 20s."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12408	5480	CHS	C6	"Whoever killed a man on these holy days was fined £4; on other days, 40s. Similarly, whoever committed breaking and entering or highway robbery on these Holidays and on a Sunday paid out a fine of £4; on other days 40s."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12409	5500	CHS	C7	"Whoever committed collusion with a thief in the City gave up 10s; but if a reeve of the King or the Earl incurred this penalty, he paid 20s."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12410	5520	CHS	C8	Whoever committed robbery or theft or did violence to a woman in a house was fined 40s for each of these [offences].	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12411	5540	CHS	C9	"If a widow had intercourse with any one unlawfully, she was fined 20s, but a girl 10s for such an offence."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12412	5560	CHS	C10	"Whoever took possession of another's land in the City, and could not prove it to be his own, was fined 40s; likewise whoever made a claim thereto, if he could not prove that it should be his."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12413	5580	CHS	C11	"Whoever wished to enter possession of his own or his kinsman's land paid 10s. But if he could not or would not, the reeve received his land into the King's hand."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12414	5600	CHS	C12	Whoever did not pay tribute at the due term was fined 10s.	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12415	5620	CHS	C13	"If a fire burnt the City, the man from whose house it came was fined 3 {ora} of pence and gave 2s to his next door neighbour."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12416	5640	CHS	C14	"Two parts of all sums forfeit were the King's, the third part the Earl's."	"Third penny. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12417	5660	CHS	C15	"If ships arrived at the City port or left port without the King's permission, the King and the Earl had 40s from each man in the ships."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12418	5680	CHS	C16	"If a ship arrived against the King's peace and despite his prohibition, the King and the Earl had both the ship itself and its crew, together with everything in it."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12419	5700	CHS	C17	"But if it came with the King's peace and permission, those in it sold what they had without interference. But when it left the King and the Earl had 4d from each cargo; if the King's reeve instructed those who had marten-skins not to sell to anyone until they were first shown to him and he had made his purchase, whoever did not observe this instruction was fined 40s."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12420	5720	CHS	C18	"Any man or woman who gave false measure in the City was fined 4s when caught; similarly anyone who made bad beer was either put in the dung-stool or paid 4s to the reeves. The officer of the King or the Earl received this fine in the City, on whoever's land it was, whether the Bishop's or any other man's. Similarly with the toll; if anyone withheld it for more than three nights, he was fined 40s."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12421	5740	CHS	C19	"Before 1066 there were 7 moneyers in the City, who paid £7 to the King and the Earl, additional to the revenue, when the coinage was changed."	"Customs. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12422	5760	CHS	C20	"There were then 12 judges in the City; they were from the King's, the Bishop's and the Earl's men. If any of them stayed away from the Hundred on a day when it sat without plain excuse, he was fined 10s, [shared] between the King and the Earl."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12423	5780	CHS	C21	"For the repair of the city wall and the bridge, the reeve used to call out one man to come from each hide in the County. The lord of any man who did not come paid a fine of 40s to the King and the Earl. The fine was additional to the revenue."	"Customs; fines. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12424	5800	CHS	C22	This City then paid in revenue £45 and 3 timbers of marten-skins. The third part was the Earl's and two parts the King's.	"Third penny. Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25"
12425	5820	CHS	C23	"When Earl Hugh acquired it, its value was only £30, for it was thoroughly devastated; there were 205 houses less than before 1066. Now there are as many as he found there."	"Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25. Waste: city 'thoroughly devastated'; 205 houses destroyed"
12426	5840	CHS	C24	"Mundred (the sheriff) held this City from the Earl for £70 and 1 gold mark. He also had all the Earl's pleas in the County and the Hundreds, except `Englefield', at a revenue of £50 and 1 gold mark."	"Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25. Mundred's farm assumed to represent current valuation; gold mark assumed to be £6."
12427	5860	CHS	C25	"The land on which St Peter's Temple stands, which Robert of Rhuddlan claimed as thaneland, never belonged to a manor outside the City, as the County proved, but belonged to the Borough, and was always in the King's and the Earl's customary dues, like [the lands] of the other burgesses. In CHESHIRE the Bishop of Chester of that City holds from the King what belongs to his Bishopric. Earl Hugh, with his men, holds all the rest of the County from the King. Roger of Poitou held the land between RIBBLE and MERSEY. Now the King holds it."	"Earl Hugh held the city and the county, apart from the lands of the bishopric of Chester: see C25."
12431	5865	CHS	B1	"The Bishop of Chester has these customary dues within the City ^[|Chester]^. If a free man works on a Holiday, the Bishop has 8s therefrom; from a male or female slave, however, who breaks a Holiday, the Bishop has 4s."	Customs
12432	5870	CHS	B2	"If a merchant reaches the City ^[|Chester]^, bringing a bale of goods, and opens it between Saturday noon and Monday, or on any other Holiday, without permission from the Bishop's officer, the Bishop has 4s fine therefrom; if one of the Bishop's men finds any man loading within the City territory [on a Holiday] the Bishop has therefrom a fine of 4s or 2 oxen."	Customs
12775	5880	CHS	"S1,1"	"Before 1066 there was a {Wich} ^[NANTWICH]^, where there was a salt-pit and 8 salt-houses, divided between the King and Earl Edwin, so that the King had two parts of all income and returns from the salt-houses and the Earl one third. But as well as these the Earl had a salt-house of his own, attached to his manor of Acton. From this salt-house the Earl had salt sufficient for his household for the whole year; but if any of it were sold, the King had two pence of the toll, the Earl the third penny."	Customs.
12776	5900	CHS	"S1,2"	"In the same {Wich} ^[NANTWICH]^ many of the men of the district had salt-houses, which were subject to the following custom:"	
12777	5920	CHS	"S1,3"	"From Ascension Day to Martinmas anyone who had a salt-house might carry his own salt to his house, but if he sold any of it, either there or anywhere else throughout Cheshire, he paid toll to the King and the Earl. After Martinmas anyone who carried salt, whether his own or for sale, paid toll, except for the aforesaid salt-house of the Earl, which kept its own custom."	Customs.
12778	5940	CHS	"S1,4"	"In a week in which these said 8 salt-houses of the King and the Earl were at work boiling, they paid on the Friday 16 boilings, 15 of which make a packload of salt; other men's salt-houses did not pay these Friday boilings between Ascension Day and Martinmas, but from Martinmas to Ascension Day they paid all boiling customs, like the salt-houses of the King and the Earl."	Customs.
12779	5960	CHS	"S1,5"	"All these salt-houses, both of the commons and of the lords, were bounded on one side by a river and on the other by a dyke. Anyone who incurred a penalty within these boundaries could pay a fine of 2s, or of 30 boilings of salt, except for homicide, or for a theft for which the thief was condemned to death. Those who committed such offences were punished as in the rest of the shire."	Customs; fines
12780	5980	CHS	"S1,6"	"If anyone were proved to have taken the toll [which he should have paid] outside the prescribed boundaries of the salt-houses, to anywhere else in the county, he returned and paid a fine, of 40s if he were a free man, of 4s if he were not free; but if he took it into another shire, he paid the fine where he was charged."	Customs; fines
12781	6000	CHS	"S1,7"	"Before 1066 this {Wich} ^[NANTWICH]^ paid £21 in revenue, with all the pleas of this Hundred. When Earl Hugh acquired it, it was unoccupied, except for a single salt-house; now William Malbank holds this {Wich} from the Earl, with all the customary dues that belong to it, and the whole of this Hundred, which is assessed at 40s, of which money 30s is imposed upon the land of William himself, the other 10s upon the Bishop ^[of Chester]^'s land and upon the lands which Richard [* of Vernon *] and Gilbert [* of Venables *] have in this Hundred; the {Wich} is at a revenue of £10."	"Waste: unoccupied when acquired except for single salt-house. Customs. Revenue assumed to be divided between king and earl: see S1,1."
12782	6020	CHS	"S2,1"	"In Middlewich Hundred there was another {Wich} ^[MIDDLEWICH]^, [divided] between the King and the Earl. Although there were no lords' salt-houses there they had the same laws and customs as set down in the above {Wich} and the King and Earl shared in the same way. This {Wich} was at a revenue of £8 and the Hundred in which it lay at 40s; the King had two parts the Earl the third. When Earl Hugh acquired it it was unoccupied; now the Earl holds it himself and it is at a revenue of 25s and 2 cartloads of salt; but the value of the Hundred is 40s.""Waste: unoccupied when acquired. Customs. Third penny."	
12783	6040	CHS	"S2,2"	"Whoever carted purchased salt from these two {Wiches} paid 4d in toll if he had four or more oxen to his cart; if two oxen, he paid 2d toll, if there were two packloads of salt. A man from another Hundred paid 2d for a packhorse load, but a man from the same Hundred paid only 1/2d for a packload of salt. Anyone who so overloaded a cart that the axle broke within one league of either {Wich} paid 2s to the officer of the King or the Earl if he could be caught within the league; similarly anyone who so overloaded a horse that he broke its back paid 2s if caught within the league; beyond the league nothing.""Customs; fines."	
12784	6060	CHS	"S2,3"	"Anyone who made two packloads of salt out of one paid a fine of 40s, if the officer could catch him; if he were not found he paid no fine through anyone else."	Customs; fines
12785	6080	CHS	"S2,4"	Men on foot from another Hundred who bought salt there paid 2d on 8 man-loads; men of the same Hundred paid 1d on 8 loads.	Customs.
12786	6100	CHS	"S3,1"	"Also in Middlewich Hundred was a third {Wich}, called NORTHWICH. It was at a revenue of £8. The same laws and customs were [kept] there as in the other {Wiches}, and the King and the Earl shared the returns similarly."	Customs. Third penny.
12787	6120	CHS	"S3,2"	"None of the thanes who had salt-houses in this {Wich} ^[NORTHWICH]^ paid the Friday salt-boilings at any time of the year. Anyone from another shire who brought a cart with 2 or more oxen paid 4d toll; a man from the same shire paid 2d a cart, by the third night after his return home; if the third night passed, he paid a fine of 40s. A man from another shire paid 1d for a packhorse load; but a man from the same shire paid 1 farthing by the third night, as stated."	Customs; fines
12788	6140	CHS	"S3,3"	"If a man dwelling in this Hundred carted salt through the same county for sale, he paid 1d for each cart each time he loaded it; if he carried salt on a horse for sale, he paid 1d at Martinmas; anyone who did not pay by that date was fined 40s. All the other [customs] in these {Wiches} are similar."	Customs; fines
12789	6160	CHS	"S3,4"	This [{Wich}] ^[NORTHWICH]^ was unoccupied when Earl Hugh acquired it; value now 35s.	
13223	6180	DBY	B1	"?B? In the Borough of DERBY before 1066 there were 243 resident burgesses. To this borough are attached 12 carucates of land taxable, which 8 ploughs can plough. This land was divided between 41 burgesses who also had 12 ploughs. From dues and tolls and fines and all customary dues, two parts [were] the King's, the third the Earl's. In the same borough 1 church was in the King's lordship, with 7 clerics, who held 2 carucates of land freely in [Little] Chester. There was also another church, likewise the King's, in which 6 clerics held 9 bovates of land in Quarndon and [Little] Eaton, likewise freely. In the town itself were 14 mills."	Customs; fines. Geld. Third penny. Waste?: resources apparently only there TRE. Manorial details recorded in Statistics database.
13224	6200	DBY	B2	"Now there are 100 burgesses, and another 40 lesser [burgesses]. 103 messuages, which used to pay dues, are unoccupied. There are now 10 mills; meadow, 16 acres; underwood 3 furlongs long and 2 wide. In total, it paid £24 before 1066; now, with the mills and the village of Litchurch, it pays £30."	Waste: 103 unoccupied messuages. Manorial details recorded in Statistics database.
13225	6220	DBY	B3	"?M? In LITCHURCH the King has 2 carucates of land taxable. Land for 3 ploughs. 1 Freeman and 9 villagers have 2 ploughs; meadow, 12 acres."	Manorial details recorded in Statistics database.
13226	6240	DBY	B4	"In DERBY the Abbot of Burton has 1 mill and 1 messuage with full jurisdiction, and 2 messuages over which the King has jurisdiction, and 13 acres of meadow."	
13227	6260	DBY	B5	"Geoffrey Alselin has 1 church, which was Toki (son of Auti)'s."	
13228	6280	DBY	B6	"Ralph son of Hubert [has] 1 church, which was Leofric (brother of Leofnoth)'s, with 1 carucate of land."	
13229	6300	DBY	B7	Norman of Lincoln [has] 1 church which was Brun's.	
13230	6320	DBY	B8	"Edric has there 1 church, which was his father {Colne}'s."	
13231	6340	DBY	B9	"Earl Hugh has 2 messuages and 1 fishery, with full jurisdiction."	
13232	6360	DBY	B10	"Henry of Ferrers [has] 3 messuages, likewise with full jurisdiction."	
13233	6380	DBY	B11	Osmer the priest has 1 bovate of land with full jurisdiction.	
13234	6400	DBY	B12	Godwin the priest [has] 1 bovate of land likewise.	
13235	6420	DBY	B13	"At Martinmas the burgesses pay the King 12 thraves of corn, of which the Abbot of Burton has 40 sheaves."	12 sheaves to the thrave assumed
13236	6440	DBY	B14	There are 8 further messuages in the same borough with full jurisdiction. They were [Earl] Algar's; now they are the King's.	
13237	6460	DBY	B15	"The King's two pennies and the Earl's third which come from `Appletree' Wapentake in Derby[shire] are in the sheriff's hands, or rather dues, by witness of the two shires."	Customs. Third penny.
13238	6480	DBY	B16	"Concerning Stori <of Bolingbroke>, Walter of Aincourt's predecessor, they say that he could make himself a church on his land and in his jurisdiction, without anyone's permission, and dispose of his tithe where he would."	Customs
13239	6500	NTT	B1	"In the Borough of NOTTINGHAM before 1066 there were 173 burgesses and 19 villagers. To this Borough are attached 6 carucates of land, [liable] to the King's tax; one meadow; underwood 6 furlongs long and 5 wide. This land was divided between 38 burgesses; from the dues of the land and the work of the burgesses it paid 75s 7d; from two moneyers 40s."	Geld: Geld: TRW assessment recorded in B5.
13240	6520	NTT	B2	In it Earl Tosti had 1 carucate of land; from the jurisdiction of this land the King had 2 pennies; the Earl had the third himself.	Third penny
13241	6540	NTT	B3	"Hugh son of Baldric, the sheriff, found 136 men living [there]; now there are 16 less. However, Hugh erected 13 houses himself, which were not there before, on the Earl's land, in the new Borough, including them in the revenue of the old Borough."	
13242	6560	NTT	B4	"In NOTTINGHAM is one church, in the King's lordship, in whose [land] lie 3 of the Borough's messuages and 5 bovates of land, of the above six carucates, with full jurisdiction; to this church belong 5 1/2 acres of land, of which the King has full jurisdiction."	"Geld: 5 bovates, included in B1, not recorded here."
13243	6580	NTT	B5	"The burgesses have 6 carucates of land for ploughing, and 20 smallholders and 14 ploughs."	Manorial details recorded in Statistics database.
13244	6600	NTT	B6	"They were accustomed to fish in the river Trent, and now they make a complaint that they are prevented from fishing."	Customs.
13245	6620	NTT	B7	"Before 1066 NOTTINGHAM paid £18; now it pays £30, and £10 from the mint."	
13246	6640	NTT	B8	"Roger of Bully has 3 messuages in NOTTINGHAM, in which 11 houses are sited, which pay 4s 7d."	
13247	6660	NTT	B9	"William Peverel has 48 merchants' houses which pay 36s, and 12 horsemen's houses and 8 smallholders."	
13248	6680	NTT	B10	Ralph of Buron has 13 horsemen's houses; a merchant lives in one of them.	
13249	6700	NTT	B11	"Wulfbert <of Nottingham>, 4 houses."	
13250	6720	NTT	B12	Ralph son of Hubert has 11 houses; 3 merchants live in them.	
13251	6740	NTT	B13	"Geoffrey Alselin has 21 houses, and Aitard the priest 2 houses."	
13252	6760	NTT	B14	In the priest's croft there are 65 houses; the King has full jurisdiction in them.	
13253	6780	NTT	B15	"Annual value of the church, with everything that belongs to it, 100s."	
13254	6800	NTT	B16	Richard the frail has 4 houses.	
13255	6820	NTT	B17	"In the Borough ditch are 17 houses, and 6 other houses."	
13256	6840	NTT	B18	"To William Peverel the King granted 10 acres of land, to make an orchard."	
13257	6860	NTT	B19	"In NOTTINGHAM King Edward had 1 carucate of land with the tax. Land for 2 ploughs. Now the King has 11 villagers, who have 4 ploughs and 12 acres of meadow. Nothing in lordship. Value before 1066 £3; now the same."	"Duplicated in 1,63 (Sneinton) where the manorial details are recorded in Statistics database."
13258	6880	NTT	B20	"In NOTTINGHAM the river Trent and the canal and the road to York are protected so that if anyone hinders the passage of ships, or if anyone ploughs or makes a ditch within 2 perches of the King's road, he has to pay a fine of £8."	Customs; fines
13260	6882	NTT	S1	"In Nottinghamshire and in Derbyshire, if the King's peace, given by his hand or seal, is broken, a fine is paid by 18 hundreds [of {ora}s]; each hundred [of {ora}s makes] £8. The King has two parts of this fine the Earl the third; that is 12 hundreds [of {ora}s] are the fine paid to the King 6 to the Earl.""Customs"	
13261	6884	NTT	S2	"If anyone is exiled according to the law for any crime, no one but the King can restore peace to him."	Customs
13262	6886	NTT	S3	"A thane who has more then 6 manors does not pay death-duty on his land, except to the King alone, £8. If he has only 6 or less, he pays death-duty to the sheriff, 3 silver marks, wherever he may live, within the Borough or outside."	Customs
13263	6888	NTT	S4	"If a thane who has full jurisdiction forfeits his land, the King and the Earl between them have half of his land and of his possessions; his lawful wife, with his lawful heirs, if there are [any] have the other half."	Customs
13264	6890	NTT	S5	"List of those who had full jurisdiction and market rights and the King's customary dues of 2 pennies. The Archbishop of York over his manors, Countess Godiva over Newark Wapentake, Ulf Fenman over his land, The Abbot of Peterborough over Collingham, The Abbot of Burton, Earl Hugh over Markeaton, The Bishop of Chester, Toki [* son of Auti *], Swein son of Svavi, Siward Barn, Azur son of Svala, Young Wulfric, Alsi {Illing}, Leofwin son of Alwin, Countess Aelfeva, Countess [* Gytha *] Goda, Alsi son of Karski over Worksop, Henry of Ferrers over Ednaston and Doveridge and Brailsford, Walter of Aincourt over Granby and Morton and Pilsley, Of all these none could have the Earl's third penny unlesswith his assent and that for as long as he should live except forthe Archbishop and Ulf Fenman and the Countess Godiva."""	Customs
13265	6892	NTT	S6	Concerning the jurisdiction which is an adjunct of |Clifton the Earl ought to have the third part of all customary dues and work.	Customs
13837	6894	RUT	R1	"In ALSTOE Wapentake there are 2 Hundreds; in each 12 carucates taxable, and in each 24 ploughs possible. Half of this Wapentake is in Thurgarton Wapentake, and half [is] in Broxtowe Wapentake."	Customs
13838	6896	RUT	R2	"In `MARTINSLEY' Wapentake there is one Hundred, in which [are] 12 carucates of land taxable, and 48 ploughs possible, apart from the King's three lordship manors, in which 14 ploughs can plough."	Customs
13839	6898	RUT	R3	These two Wapentakes are attached to the sheriffdom of Nottingham for the King's tax.	Customs
13868	6900	YKS	C1a	"For copyright reasons, the text for Yorkshire cannot be displayed."	Waste: one of 7 shires laid waste because of the castles.
13869	6920	YKS	C1b	"For copyright reasons, the text for Yorkshire cannot be displayed."	Waste: '540 messuages so empty they pay nothing at all'.
13870	6940	YKS	C2	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13871	6960	YKS	C3	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13872	6980	YKS	C4	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13873	7000	YKS	C5	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13874	7020	YKS	C6	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13875	7040	YKS	C7	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13876	7060	YKS	C8	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13877	7080	YKS	C9	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13878	7100	YKS	C10	"For copyright reasons, the text for Yorkshire cannot be displayed."	Waste: the destruction of the castles.
13879	7120	YKS	C11	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13880	7140	YKS	C12	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13881	7160	YKS	C13	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13882	7180	YKS	C14	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13883	7200	YKS	C15	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13884	7220	YKS	C16	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13885	7240	YKS	C17	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13886	7260	YKS	C18	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13887	7280	YKS	C19	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13888	7300	YKS	C20	"For copyright reasons, the text for Yorkshire cannot be displayed."	
13889	7320	YKS	C21	"For copyright reasons, the text for Yorkshire cannot be displayed."	Waste: 89 houses destroyed
13890	7340	YKS	C22	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database.
13891	7360	YKS	C23	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 4 carucates
13892	7380	YKS	C24	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database. Waste: 6 carucates
13893	7400	YKS	C25	"For copyright reasons, the text for Yorkshire cannot be displayed."	Manorial details recorded in Statistics database
