struct_idx	county	phillimore	overlord_66	lord_66	holding	units	value_66	v_66_code	waste_66	idx_overlord_66	idx_lord_66
13135	DBY	"10,2"	-	Leofnoth (brother of Leofric)	2	geld		-	N		332850
13136	DBY	"10,3"	-	Leofnoth (brother of Leofric)	0.5	geld		1086 value	X		332850
13137	DBY	"10,4"	-	Leofnoth (brother of Leofric)	6.25	geld	6	-	N		332850
13138	DBY	"10,5"	-	Leofnoth (brother of Leofric)	6.25	geld	6	-	N		332850
13139	DBY	"10,6"	-	Leofnoth (brother of Leofric)	4.25	geld	4	-	N		332850
13140	DBY	"10,7"	-	Leofnoth (brother of Leofric)	1	geld	3	-	N		332850
13141	DBY	"10,8"	-	Leofric (brother of Leofnoth)	0.31	geld	0.15	-	N		335400
13142	DBY	"10,9"	-	Leofric (brother of Leofnoth)	1	equal	2	equal	N		335400
13142	DBY	"10,9"	-	Leofnoth (brother of Leofric)	1	equal	2	equal	N		332850
13143	DBY	"10,10"	-	Leofric (brother of Leofnoth)	1.5	equal	2	equal	N		335400
13143	DBY	"10,10"	-	Leofnoth (brother of Leofric)	1.5	equal	2	equal	N		332850
13144	DBY	"10,11"	-	Leofric (brother of Leofnoth)	0.25	equal	1	equal	N		335400
13144	DBY	"10,11"	-	Leofnoth (brother of Leofric)	0.25	equal	1	equal	N		332850
13145	DBY	"10,12"	-	Leofric (brother of Leofnoth)	0.25	equal	0.25	equal	N		335400
13145	DBY	"10,12"	-	Leofnoth (brother of Leofric)	0.25	equal	0.25	equal	N		332850
13146	DBY	"10,13"	-	Leofric (brother of Leofnoth)	0.21	equal	0.25	equal	N		335400
13146	DBY	"10,13"	-	Leofnoth (brother of Leofric)	0.21	equal	0.25	equal	N		332850
13147	DBY	"10,14"	-	Leofric (brother of Leofnoth)	0.12	equal		1086 value	X		335400
13147	DBY	"10,14"	-	Leofnoth (brother of Leofric)	0.12	equal		1086 value	X		332850
13148	DBY	"10,15"	-	Leofnoth (brother of Leofric)	0.5	geld		1086 value	X		332850
13149	DBY	"10,16"	-	(Leofric) brother of Leofnoth	0.5	equal		1086 value	X		335350
13149	DBY	"10,16"	-	Leofnoth (brother of Leofric)	0.5	equal		1086 value	X		332850
13150	DBY	"10,17"	-	Leofnoth (brother of Leofric)	2	equal	1.5	equal	N		332850
13150	DBY	"10,17"	-	Leofric (brother of Leofnoth)	2	equal	1.5	equal	N		335400
13151	DBY	"10,18"	-	Leofnoth (brother of Leofric)	2	geld	1	-	N		332850
13152	DBY	"10,19"	-	Leofnoth (brother of Leofric)	1	geld	2	-	N		332850
13153	DBY	"10,20"	-	Leofric (brother of Leofnoth)	3	geld	2	-	N		335400
13154	DBY	"10,21"	-	Leofnoth (brother of Leofric)	4	geld	5	-	N		332850
13155	DBY	"10,22"	-	Leofric (brother of Leofnoth)	2	equal	1.5	equal	N		335400
13155	DBY	"10,22"	-	Leofnoth (brother of Leofric)	2	equal	1.5	equal	N		332850
13156	DBY	"10,23"	-	Leofric (brother of Leofnoth)	1.16	geld		1086 value	N		335400
13157	DBY	"10,24"	-	Leofnoth (brother of Leofric)	1.5	equal	1	equal	N		332850
13157	DBY	"10,24"	-	Leofric (brother of Leofnoth)	1.5	equal	1	equal	N		335400
13158	DBY	"10,25"	-	Leofnoth (brother of Leofric)	2	geld	4	-	N		332850
13159	DBY	"10,26"	-	King Edward	1.5	geld		-	N		170900
13160	DBY	"10,27"	-	Leofnoth (brother of Leofric)	0.25	geld	0.25	-	N		332850
13162	DBY	"11,1"	-	Wulfsi	1	geld	2	-	N		621300
13163	DBY	"11,2"	-	Thorger <of Horsley>	3	geld	5	-	N		521300
13164	DBY	"11,3"	-	Osmund (Benz)	2	geld	5	-	N		392800
13165	DBY	"11,4"	-	Dunstan <of Etwall>	1	geld	1	-	N		153500
13166	DBY	"11,5"	-	Thorger <of Horsley>	0.83	geld	1.5	-	N		521300
13168	DBY	"12,1"	-	Hakon <of Staveley>	0.66	geld	0.5	-	N		265340
13169	DBY	"12,2"	-	Hakon <of Staveley>	4	geld	6	-	N		265340
13170	DBY	"12,3"	-	Dunning	1.31	geld	1	-	N		153050
13171	DBY	"12,4"	-	Brandwin	0.9	geld	0.5	-	N		117700
13172	DBY	"12,5"	-	Alwold	0.06	geld	0.06	-	X		74300
13174	DBY	"13,1"	-	Ulf Fenman	8.75	geld	8	-	N		545550
13175	DBY	"13,2"	-	Othenkar (son of Alnoth)	1	equal	1	equal	N		396750
13175	DBY	"13,2"	-	Brun	1	equal	1	equal	N		128150
13177	DBY	"14,1"	-	Alric	4	geld	3	-	N		52200
13178	DBY	"14,2"	-	Godric	0.75	geld	0.5	-	N		235050
13179	DBY	"14,3"	-	Godric	1	geld	1	-	N		235050
13180	DBY	"14,4"	-	Ulfkil <of Bupton>	2	geld	2	-	N		548110
13181	DBY	"14,5"	-	Ulfkil <of Bupton>	0.37	geld		-	N		548110
13182	DBY	"14,6"	-	Earl Algar	1	geld		1086 value	N		41200
13183	DBY	"14,7"	-	Edwin	2	geld	2	-	N		174350
13184	DBY	"14,8"	-	Godric	1	geld	0.75	-	N		235050
13185	DBY	"14,9"	-	Karli <of Donisthorpe>	1	geld	0.25	-	N		316420
13186	DBY	"14,10"	-	Ernwin	0.75	geld	0.25	-	N		185850
13187	DBY	"14,11"	-	Alnoth	0.5	geld	0.25	-	N		49100
13189	DBY	"15,1"	-	Ulvar <of Stanley>	2	geld	1	-	N		548350
13191	DBY	"16,1"	-	Ligulf	1.5	equal	1	equal	N		347900
13191	DBY	"16,1"	-	Leofwin the noble	1.5	equal	1	equal	N		345610
13192	DBY	"16,2"	-	Godric	0.66	geld	0.53	equal	N		235050
13192	DBY	"16,2"	-	Wulfsi	0.66	geld	0.53	equal	N		621300
13193	DBY	"16,3"	-	Swein (son of Svavi)	0.81	geld	1	-	N		511410
13194	DBY	"16,4"	-	Edwin	0.25	geld		-	N		174350
13195	DBY	"16,5"	-	Leofwin <of Aston>	0.25	geld	1	-	N		344510
13196	DBY	"16,6"	-	Bada <of Norton>	0.81	equal	0.5	equal	N		100000
13196	DBY	"16,6"	-	Godiva <of Norton>	0.81	equal	0.5	equal	N		233660
13197	DBY	"16,7"	-	(Earl) Morcar	0.59	geld	1	-	N		363960
13198	DBY	"16,8"	-	Stenulf <of Sutton>	0.62	equal	0.5	equal	N		503720
13198	DBY	"16,8"	-	Wulfsi	0.62	equal	0.5	equal	N		621300
13200	DBY	"17,1"	-	Leofric	0.15	equal	0.16	equal	N		333850
13200	DBY	"17,1"	-	Uhtred	0.15	equal	0.16	equal	N		543450
13201	DBY	"17,2"	-	Godric	0.31	geld	0.3	equal	N		235050
13201	DBY	"17,2"	-	Edric <of Killamarsh>	0.31	equal	0.3	equal	N		166960
13201	DBY	"17,2"	-	Thorgisl	0.31	equal	0.3	equal	N		521650
13202	DBY	"17,3"	-	Dolgfinn <of Tapton>	0.25	geld	0.4	-	N		149020
13203	DBY	"17,4"	-	Tholf <of Aston>	0.5	geld	0.5	-	N		517710
13204	DBY	"17,5"	-	Tholf <of Aston>	0.68	geld	1	-	N		517710
13205	DBY	"17,6"	-	Godric	0.87	geld	0.5	-	N		235050
13206	DBY	"17,7"	-	Raven <of Winster>	0.12	geld		1086 value	X		427500
13207	DBY	"17,8"	-	Bada <of Norton>	0.15	geld	0.5	-	N		100000
13208	DBY	"17,9"	-	Esbiorn <of Calow>	0.5	equal	0.75	equal	N		188860
13208	DBY	"17,9"	-	Hakon <of Staveley>	0.5	equal	0.75	equal	N		265340
13209	DBY	"17,10"	-	Ernwy <of Stanton>	0.75	geld	1	-	N		188000
13210	DBY	"17,11"	-	Auti <of Lullington>	5	geld	4	-	N		96740
13211	DBY	"17,12"	-	Algar	2	geld	2	-	N		39550
13212	DBY	"17,13"	-	Osmund Benz	0.37	geld		1086 value	X		392750
13213	DBY	"17,14"	-	Toli <of Sandiacre>	0.37	geld		-	N		533860
13214	DBY	"17,15"	-	Gladwin <of Wysall>	1.33	equal	0.66	equal	N		225850
13214	DBY	"17,15"	-	Cnut <of Sandiacre>	1.33	equal	0.66	equal	N		138890
13214	DBY	"17,15"	-	Toli <of Sandiacre>	1.33	equal	0.66	equal	N		533860
13215	DBY	"17,16"	-	Osmund (Benz)	1	geld		1086 value	X		392800
13216	DBY	"17,17"	-	Toki (son of Auti)	0.25	geld		-	X		532850
13217	DBY	"17,18"	-	Osmund (Benz)	0.59	geld	0.5	-	N		392800
13218	DBY	"17,19"	-	Alun	1	geld	0.5	-	N		61600
13219	DBY	"17,20"	-	Leofwin	0.66	geld	0.66	-	N		340700
13220	DBY	"17,21"	-	Leofnoth (Sterre)	0.5	geld		1086 value	X		333160
13221	DBY	"17,22"	-	Edward	1.5	geld	1	-	N		169600
13222	DBY	"17,23"	-	Edward	0.08	geld		-	N		169600
13223	DBY	B1	-	King Edward	15.12	geld		-	N		170900
13224	DBY	B2	-	King Edward		-	24	-	N		170900
13225	DBY	B3	-	King Edward	2	geld		-	N		170900
13226	DBY	B4	-	King Edward		-		-	N		170900
13227	DBY	B5	King Edward	Toki (son of Auti)		-		-	N	170900	532850
13228	DBY	B6	King Edward	Leofric (brother of Leofnoth)	1	geld		-	N	170900	335400
13229	DBY	B7	King Edward	Brun		-		-	N	170900	128150
13230	DBY	B8	King Edward	Colne (father of Edric)		-		-	N	170900	140900
13231	DBY	B9	-	King Edward		-		-	N		170900
13233	DBY	B11	-	King Edward	0.12	geld		-	N		170900
13234	DBY	B12	-	King Edward	0.12	geld		-	N		170900
13239	NTT	B1	-	King Edward	6	geld		-	N		170900
13240	NTT	B2	King Edward	Earl Tosti	1	geld		-	N	170900	535900
13241	NTT	B3	-	King Edward		-		-	N		170900
13242	NTT	B4	-	King Edward		-		-	N		170900
13243	NTT	B5	-	King Edward		-		-	N		170900
13245	NTT	B7	-	King Edward		-	18	-	N		170900
13246	NTT	B8	-	King Edward		-		-	N		170900
13247	NTT	B9	-	King Edward		-		-	N		170900
13248	NTT	B10	-	King Edward		-		-	N		170900
13250	NTT	B12	-	King Edward		-		-	N		170900
13253	NTT	B15	-	King Edward		-		1086 value	N		170900
13257	NTT	B19	-	King Edward	1	geld	3	-	N		170900
13260	NTT	S1	-	King Edward		-		-	N		171100
13261	NTT	S2	-	King Edward		-		-	N		171100
13262	NTT	S3	-	King Edward		-		-	N		171100
13263	NTT	S4	-	King Edward		-		-	N		171100
13264	NTT	S5	-	King Edward		-		-	N		171100
13265	NTT	S6	-	King Edward		-		-	N		171100
13269	NTT	"1,1"	-	King Edward	5.5	geld	30	-	N		171650
13270	NTT	"1,2"	-	King Edward	2.4	geld		-	N		171650
13271	NTT	"1,3"	-	King Edward	3.5	geld		-	N		171650
13272	NTT	"1,4"	-	King Edward	0.27	geld		-	N		171650
13273	NTT	"1,5"	-	King Edward	0.12	geld		-	N		171650
13274	NTT	"1,6"	-	King Edward	0.06	geld		1086 value	X		171650
13275	NTT	"1,7"	-	King Edward	0.12	geld		-	N		171650
13276	NTT	"1,8"	-	King Edward	0.18	geld		1086 value	X		171650
13277	NTT	"1,9"	-	Earl Tosti	1.5	geld	8	-	N		535900
13278	NTT	"1,10"	-	Earl Tosti	0.5	geld		-	N		535900
13279	NTT	"1,11"	-	Earl Tosti	1.25	geld		-	N		535900
13280	NTT	"1,12"	-	Earl Tosti	1	geld		-	X		535900
13281	NTT	"1,13"	-	Earl Tosti	0.62	geld		1086 value	X		535900
13282	NTT	"1,14"	-	Earl Tosti	2	geld		1086 value	X		535900
13283	NTT	"1,15"	-	Earl Tosti	1.37	geld		-	N		535900
13284	NTT	"1,16"	-	Earl Tosti	0.75	geld		-	N		535900
13285	NTT	"1,17"	-	King Edward	0.5	geld		-	N		171650
13286	NTT	"1,18"	-	King Edward	0.18	geld		-	N		171650
13287	NTT	"1,19"	-	King Edward	0.06	geld		-	X		171650
13288	NTT	"1,20"	-	King Edward	0.25	geld		-	N		171650
13289	NTT	"1,21"	-	King Edward	0.5	geld		-	X		171650
13290	NTT	"1,22"	-	-	0.12	geld		-	X		
13291	NTT	"1,23"	-	King Edward	3.75	geld		-	N		171650
13292	NTT	"1,24"	-	King Edward	15	geld		-	X		171650
13293	NTT	"1,25"	-	King Edward	0.12	geld		-	N		171650
13294	NTT	"1,26"	-	King Edward	0.04	geld		1086 value	X		171650
13295	NTT	"1,27"	-	King Edward	0.5	geld		-	N		171650
13296	NTT	"1,28"	-	King Edward	1	geld		-	N		171650
13297	NTT	"1,29"	-	King Edward	0.25	geld		-	N		171650
13298	NTT	"1,30"	-	King Edward	4	geld		1086 value	X		171650
13299	NTT	"1,31"	-	King Edward	0.28	geld		1086 value	N		171650
13300	NTT	"1,32"	-	King Edward	1.5	geld	1	-	N		171650
13301	NTT	"1,33"	-	King Edward	0.5	geld		-	N		171650
13302	NTT	"1,34"	-	King Edward	0.5	geld		1086 value	N		171650
13303	NTT	"1,35"	-	King Edward	2	geld		1086 value	N		171650
13304	NTT	"1,36"	-	King Edward	0.25	geld	0.15	-	N		171650
13305	NTT	"1,37"	-	King Edward	1.56	geld		1086 value	N		171650
13306	NTT	"1,38"	-	King Edward	0.63	geld		1086 value	N		171650
13307	NTT	"1,39"	-	King Edward	1	geld		1086 value	N		171650
13308	NTT	"1,40"	-	King Edward	1.75	geld		1086 value	N		171650
13309	NTT	"1,41"	-	King Edward	0.28	geld		1086 value	N		171650
13310	NTT	"1,42"	-	King Edward	0.66	geld		1086 value	N		171650
13311	NTT	"1,43"	-	King Edward	0.31	geld		1086 value	N		171650
13312	NTT	"1,44"	-	King Edward		-		-	N		171650
13313	NTT	"1,45"	-	King Edward	3	geld	4	-	N		171650
13314	NTT	"1,46"	-	Wulfsi the noble	0.75	geld		-	X		622460
13315	NTT	"1,47"	-	King Edward	1	geld		1086 value	X		171650
13316	NTT	"1,48"	-	King Edward	0.5	geld		1086 value	X		171650
13317	NTT	"1,49"	-	King Edward	0.12	geld		1086 value	X		171650
13318	NTT	"1,50"	-	King Edward	0.12	geld		-	X		171650
13319	NTT	"1,51"	-	King Edward	3	geld	30	-	N		171650
13320	NTT	"1,52"	-	King Edward	2	geld		-	N		171650
13321	NTT	"1,53"	-	King Edward	0.9	geld		-	N		171650
13322	NTT	"1,54"	-	King Edward	1.5	geld		-	N		171650
13323	NTT	"1,55"	-	King Edward	1	geld		-	N		171650
13324	NTT	"1,56"	-	King Edward	0.53	geld		-	N		171650
13325	NTT	"1,57"	-	King Edward	0.12	geld		-	N		171650
13326	NTT	"1,58"	-	Earl Morcar	3	geld	4	-	N		364300
13327	NTT	"1,59"	-	Earl Algar	2	geld	3	-	N		41900
13328	NTT	"1,60"	-	Earl Algar	1.25	geld	2	-	N		41900
13329	NTT	"1,61"	-	Alwin	1.84	geld	3	-	N		67200
13330	NTT	"1,62"	-	Alwin	0.37	geld		-	N		67200
13331	NTT	"1,63"	-	-	1	geld		1086 value	N		
13332	NTT	"1,64"	-	William (son of Skialdvarth)	0.81	geld		-	X		599760
13333	NTT	"1,65"	-	Earl Edwin	0.37	geld		-	N		176300
13334	NTT	"1,66"	-	Ulfgrim <of Laughton>	0.06	geld		-	N		546950
13336	NTT	"2,1"	-	Ospak <of Sibthorpe>	0.31	geld	1	-	N		394100
13337	NTT	"2,2"	-	Osbern	0.15	geld	0.5	-	N		384900
13338	NTT	"2,3"	-	Aelric	0.37	geld	2	-	N		16450
13339	NTT	"2,4"	-	William son of Skialdvarth	2.75	geld	4	-	N		599750
13340	NTT	"2,5"	-	-	0.12	geld		-	N		
13341	NTT	"2,6"	-	Leofgeat	1.5	geld	3	-	N		329500
13342	NTT	"2,7"	-	Alsi (Illing)	1	geld	1	-	N		57710
13343	NTT	"2,8"	-	Wulfric	1	geld		-	X		617650
13344	NTT	"2,9"	-	Wulfmer	0.79	geld	2	-	N		613550
13345	NTT	"2,10"	-	Godric	0.45	geld		1086 value;equal	N		235700
13345	NTT	"2,10"	-	Wulfmer	0.45	geld		1086 value;equal	N		613550
13347	NTT	"3,1"	-	(Earl) Harold	1.5	geld	2	-	N		269750
13348	NTT	"3,2"	-	(Earl) Harold	0.33	geld	0.25	-	N		269750
13349	NTT	"3,3"	-	(Earl) Harold	0.75	geld	1	-	N		269750
13350	NTT	"3,4"	-	Leofwin	0.21	equal	0.75	equal	N		341450
13350	NTT	"3,4"	-	Richard	0.21	equal	0.75	equal	N		435450
13352	NTT	"4,1"	-	Stori <of Gotham>	1.25	geld	2	-	N		506120
13353	NTT	"4,2"	-	Stori <of Gotham>	0.5	geld	1.5	-	N		506120
13354	NTT	"4,3"	-	Stori <of Gotham>	2.47	geld	3	-	N		506120
13355	NTT	"4,4"	-	Stori <of Gotham>	0.25	geld		1086 value	X		506120
13356	NTT	"4,5"	-	Stori <of Gotham>	0.43	geld	2	-	N		506120
13357	NTT	"4,6"	-	Frani	0.21	geld		-	N		201550
13358	NTT	"4,7"	-	Stori <of Gotham>	0.41	geld	1	-	N		506120
13359	NTT	"4,8"	-	Alwin	0.12	geld	0.1	-	N		67200
13361	NTT	"5,1"	-	"(York, St Peter), archbishop of"	22.5	geld	40	-	N		634400
13362	NTT	"5,2"	-	"(York, St Peter), archbishop of"	1.5	geld		-	X		634400
13363	NTT	"5,3"	-	"Southwell (St Mary), canons of"	2.5	geld	3	-	N		499850
13364	NTT	"5,4"	-	"(York, St Peter), archbishop of"	9.25	geld		-	N		634400
13365	NTT	"5,5"	-	"(York, St Peter), archbishop of"	4.62	geld	0.8	-	N		634400
13366	NTT	"5,6"	-	Aelfric	0.56	geld	1	-	N		6950
13367	NTT	"5,7"	-	"(York, St Peter), archbishop of"	1.75	geld	8	-	N		634400
13368	NTT	"5,8"	-	"(York, St Peter), archbishop of"	5.93	geld		-	N		634400
13369	NTT	"5,9"	-	"(York, St Peter), archbishop of"	1.12	geld		-	N		634400
13370	NTT	"5,10"	-	"(York, St Peter), archbishop of"	0.75	geld	2	-	N		634400
13371	NTT	"5,11"	-	Alnoth	0.75	geld	2	-	N		49700
13372	NTT	"5,12"	-	Godric	0.56	geld		QR value	X		235700
13373	NTT	"5,13"	"(York, St Peter), archbishop of"	"Southwell (St Mary), canons of"	1.5	geld	6	-	N	634400	499850
13374	NTT	"5,14"	"(York, St Peter), archbishop of"	"Southwell (St Mary), canons of"	0.5	geld		-	N	634400	499850
13375	NTT	"5,15"	"(York, St Peter), archbishop of"	"Southwell (St Mary), canons of"	0.43	geld		-	N	634400	499850
13376	NTT	"5,16"	"(York, St Peter), archbishop of"	"Southwell (St Mary), canons of"	0.25	geld		-	N	634400	499850
13377	NTT	"5,17"	"(York, St Peter), archbishop of"	"Southwell (St Mary), canons of"	0.12	geld		-	N	634400	499850
13378	NTT	"5,18"	-	"(York, St Peter), archbishop of"	0.87	geld		-	N		634400
13379	NTT	"5,19"	-	"(York, St Peter), archbishop of"	0.12	geld		-	X		634400
13381	NTT	"6,1"	-	Countess Godiva	7.25	geld	50	-	N		233400
13382	NTT	"6,2"	-	Countess Godiva	0.81	geld		-	N		233400
13383	NTT	"6,3"	-	Countess Godiva	3.06	geld		-	N		233400
13384	NTT	"6,4"	-	Countess Godiva	6.56	geld		-	N		233400
13385	NTT	"6,5"	-	Leofwin	0.12	equal	0.25	equal	N		341450
13385	NTT	"6,5"	-	Pilwin <of Sibthorpe>	0.12	equal	0.25	equal	N		404250
13386	NTT	"6,6"	-	Wulfric	0.12	geld	2	-	N		617650
13387	NTT	"6,7"	-	Buggi	0.18	geld		1086 value	X		131000
13388	NTT	"6,8"	-	Wulfgeat	0.81	geld	1	-	N		610650
13389	NTT	"6,9"	-	Godwin	0.75	geld	2	-	N		242300
13390	NTT	"6,10"	-	Frani	0.43	geld	2	-	N		201550
13391	NTT	"6,11"	-	Wulfgeat	0.18	geld	0.5	-	N		610650
13392	NTT	"6,12"	-	Aghmund (son of Walraven)	0.31	geld	0.3	-	N		20660
13393	NTT	"6,13"	-	Countess Godiva	1.43	geld	8	-	N		233400
13394	NTT	"6,14"	-	Countess Godiva	0.75	geld		-	N		233400
13395	NTT	"6,15"	-	Countess Godiva	0.85	geld	1	-	N		233400
13397	NTT	"7,1"	-	Leofric	0.37	geld	2	-	N		334400
13398	NTT	"7,2"	-	Wulfric	0.87	geld	2	-	N		617650
13399	NTT	"7,3"	-	Wulfric	0.43	geld	1	-	N		617650
13400	NTT	"7,4"	-	Leofric	0.62	geld		-	N		334400
13401	NTT	"7,5"	-	Godwin	2.53	geld	8	-	N		242300
13402	NTT	"7,6"	-	Toti <of Screveton>	1.5	geld	1	-	N		536650
13404	NTT	"8,1"	-	"Peterborough (St Peter), abbey of"	4.06	geld	9	-	N		402600
13405	NTT	"8,2"	-	"Peterborough (St Peter), abbey of"	1.25	geld	3	-	N		402600
13407	NTT	"9,1"	-	Othenkar (son of Alnoth)	0.25	geld	0.5	-	N		396900
13408	NTT	"9,2"	-	Alsi (son of Karski)	0.93	geld	2	-	N		58610
13409	NTT	"9,3"	-	Odhgrim	0.75	geld	2	-	N		374650
13410	NTT	"9,4"	-	Odhgrim	0.5	geld		-	N		374650
13411	NTT	"9,5"	-	Alwy	0.37	geld	2	-	N		76450
13412	NTT	"9,6"	-	Edwy <of Markham>	1.12	geld	3	-	N		179360
13413	NTT	"9,7"	-	Edwy <of Markham>	0.12	geld		-	N		179360
13414	NTT	"9,8"	-	Edwy <of Markham>	0.31	geld		-	N		179360
13415	NTT	"9,9"	-	-		-		-	N		
13416	NTT	"9,10"	-	Frani	0.43	geld	1	-	N		201550
13417	NTT	"9,11"	-	Ulfkil (brother of Algar)	0.46	equal	0.4	equal	N		547900
13417	NTT	"9,11"	-	Godwin	0.46	equal	0.4	equal	N		242300
13418	NTT	"9,12"	-	Alwy	0.75	equal	5	equal	N		76450
13418	NTT	"9,12"	-	Wulfmer	0.75	equal	5	equal	N		613550
13419	NTT	"9,13"	-	Alwy	0.12	equal		-	N		76450
13419	NTT	"9,13"	-	Wulfmer	0.12	equal		-	N		613550
13420	NTT	"9,14"	-	Wulfmer	0.09	equal		-	N		613550
13420	NTT	"9,14"	-	Alwy	0.09	equal		-	N		76450
13421	NTT	"9,15"	-	Wulfmer	0.3	equal	2	equal	N		613550
13421	NTT	"9,15"	-	Thorkil <of Hickling>	0.3	equal	2	equal	N		526110
13422	NTT	"9,16"	-	Edwy <of Markham>	0.37	geld	1	-	N		179360
13423	NTT	"9,17"	-	Alwold	0.31	geld	1	-	N		74900
13424	NTT	"9,18"	-	Hardwulf <of Cottam>	0.5	geld	0.8	-	N		267410
13425	NTT	"9,19"	-	Ordric <of Ordsall>	0.12	equal	0.35	equal	N		382940
13425	NTT	"9,19"	-	Osward <of Ordsall>	0.12	equal	0.35	equal	N		395090
13425	NTT	"9,19"	-	Thorsten	0.25	geld	0.7	-	N		529310
13426	NTT	"9,20"	-	"thanes, ten"	0.83	geld	6	-	N		679200
13427	NTT	"9,21"	-	"thanes, ten"	0.12	geld		-	X		679200
13428	NTT	"9,22"	-	Alwy	0.28	equal	1	equal	N		76450
13428	NTT	"9,22"	-	Osmund (Benz)	0.28	equal	1	equal	N		392840
13429	NTT	"9,23"	-	Osmund (Benz)	0.09	equal		-	X		392840
13429	NTT	"9,23"	-	Alwy	0.09	equal		-	X		76450
13430	NTT	"9,24"	-	Osmund (Benz)	0.15	equal		1086 value	X		392840
13430	NTT	"9,24"	-	Alwy	0.15	equal		1086 value	X		76450
13431	NTT	"9,25"	-	"thanes, ten"	0.12	geld		-	X		679200
13432	NTT	"9,26"	-	Godric	0.52	equal	2	equal	N		235700
13432	NTT	"9,26"	-	"thanes, six"	0.52	equal	2	equal	N		678750
13433	NTT	"9,27"	-	Godric	0.03	equal		-	N		235700
13433	NTT	"9,27"	-	"thanes, six"	0.03	equal		-	N		678750
13434	NTT	"9,28"	-	Godric	0.5	geld	2	-	N		235700
13435	NTT	"9,29"	-	Wulfmer	0.37	equal		-	N		613550
13435	NTT	"9,29"	-	Alwy	0.37	equal		-	N		76450
13436	NTT	"9,30"	-	-	0.37	geld		-	N		
13437	NTT	"9,31"	-	Swein (son of Svavi)	0.29	equal	0.75	equal	N		511510
13437	NTT	"9,31"	-	Wulfstan <of Drayton>	0.29	equal	0.75	equal	N		623810
13438	NTT	"9,32"	-	Ulfkil (brother of Algar)	0.25	equal	0.65	equal	N		547900
13438	NTT	"9,32"	-	Locre	0.25	equal	0.65	equal	N		349550
13439	NTT	"9,33"	-	Wulfmer	0.31	geld	2	-	N		613550
13440	NTT	"9,34"	-	Asfrith	0.12	equal	0.4	equal	N		92150
13440	NTT	"9,34"	-	Leofketel <of Morton>	0.12	equal	0.4	equal	N		331460
13441	NTT	"9,35"	-	Karski (father of Alsi)	0.12	geld	1.5	-	N		316550
13442	NTT	"9,36"	-	Alric	0.5	equal	0.5	equal	N		52800
13442	NTT	"9,36"	-	Wulfsi	0.5	equal	0.5	equal	N		621650
13443	NTT	"9,37"	-	Thorsten	0.62	equal	1	equal	N		529310
13443	NTT	"9,37"	-	Wulfmer	0.62	equal	1	equal	N		613550
13444	NTT	"9,38"	-	Thorsten	0.25	equal		-	N		529310
13444	NTT	"9,38"	-	Wulfmer	0.25	equal		-	N		613550
13445	NTT	"9,39"	-	Osbern	0.5	equal	1.5	equal	N		384900
13445	NTT	"9,39"	-	Wulfsi	0.5	equal	1.5	equal	N		621650
13446	NTT	"9,40"	-	Godric	1	equal	1.06	equal	N		235700
13446	NTT	"9,40"	-	Leofgeat	1	equal	1.06	equal	N		329500
13446	NTT	"9,40"	-	Ulfkil (brother of Algar)	1	equal	1.06	equal	N		547900
13447	NTT	"9,41"	-	Aethelwold	0.31	equal	0.5	equal	N		19500
13447	NTT	"9,41"	-	Ulfkil (brother of Algar)	0.31	equal	0.5	equal	N		547900
13448	NTT	"9,42"	-	Aethelwold	0.09	equal		1086 value	X		19500
13448	NTT	"9,42"	-	Ulfkil (brother of Algar)	0.09	equal		1086 value	X		547900
13449	NTT	"9,43"	-	Alsi (son of Karski)	3	geld	8	-	N		58610
13450	NTT	"9,44"	-	Wulfsi	0.56	equal	0.5	equal	N		621650
13450	NTT	"9,44"	-	Arnketil	0.56	equal	0.5	equal	N		87850
13451	NTT	"9,45"	-	Grimkel <of Bilby>	0.75	geld	2	-	N		254410
13452	NTT	"9,46"	-	Wulfsi	2	geld	3	-	N		621650
13453	NTT	"9,47"	-	King Edward	1	geld		-	X		171650
13454	NTT	"9,48"	-	Earl Tosti	1	geld		-	X		535900
13455	NTT	"9,49"	-	Wulfsi	0.15	geld		-	N		621650
13456	NTT	"9,50"	-	"thanes, six"	2	geld	4	-	N		678750
13457	NTT	"9,51"	-	Ulfkil (brother of Algar)	0.33	geld	1	-	N		547900
13458	NTT	"9,52"	-	Aelfric	0.18	geld	1	-	N		6950
13459	NTT	"9,53"	-	Brictsi <of Torworth>	0.37	equal	0.5	equal	N		125160
13459	NTT	"9,53"	-	Karski (father of Alsi)	0.37	equal	0.5	equal	N		316550
13460	NTT	"9,54"	-	Thorfridh <of Bole>	0.09	equal	0.25	equal	N		521060
13460	NTT	"9,54"	-	Swarti	0.09	equal	0.25	equal	N		508900
13461	NTT	"9,55"	-	Wada <of Harworth>	0.33	equal	0.66	equal	N		552250
13461	NTT	"9,55"	-	Wulfgeat	0.33	equal	0.66	equal	N		610650
13461	NTT	"9,55"	-	Wulfstan <of Drayton>	0.33	equal	0.66	equal	N		623810
13462	NTT	"9,56"	-	Wulfstan <of Drayton>	0.33	equal		-	N		623810
13462	NTT	"9,56"	-	Wada <of Harworth>	0.33	equal		-	N		552250
13462	NTT	"9,56"	-	Wulfgeat	0.33	equal		-	N		610650
13463	NTT	"9,57"	-	Leofric	0.29	equal	0.83	equal	N		334400
13463	NTT	"9,57"	-	Leofing	0.29	equal	0.83	equal	N		330750
