name,surname,surname_id,recipient_match,control_match,recipient_surname,control_surname,surname_metaphone,surname_soundex,surname_mp_se,mp_se_id,u_id,found_control_group,recipient_control_group,found_treatment_group,recipient_treatment_group
"Higher Bullen, 260",Higher,11603.0,0.0,0.0,0.0,0.0,HR,H0206,HR H0206,11603.0,11603.0,0,0,0,0
"Higher Culmpyne, 161",Higher,11603.0,0.0,0.0,0.0,0.0,HR,H0206,HR H0206,11603.0,11603.0,0,0,0,0
"Higher Leigh, 22",Higher,11603.0,0.0,0.0,0.0,0.0,HR,H0206,HR H0206,11603.0,11603.0,0,0,0,0
"Highflyer, H.M.S., 37",Highflyer,8025.0,0.0,0.0,0.0,0.0,HFLR,H0201406,HFLR H0201406,8025.0,8025.0,0,0,0,0
"Highland, Kathleen, 209",Highland,13237.0,0.0,0.0,0.0,0.0,HLNT,H0204053,HLNT H0204053,13237.0,13237.0,0,0,0,0
"Higman, Thomas, 335",Higman,11918.0,0.0,0.0,0.0,0.0,HKMN,H02505,HKMN H02505,11918.0,11918.0,0,0,0,0
"Hilder, Bertie, 332",Hilder,,0.0,0.0,0.0,0.0,HLTR,H04306,HLTR H04306,6481.0,6481.0,0,0,0,0
"Hill, A., 200; Agnes, Alfred, 266; Alice, 199; Arthur, 182, 199, 200, 289; C., 56; Chandos, 242; D., 280; Elizabeth, 148, 153; Frances, Frederick, J., 147, 199, 230; James, 38; Katherine, 347; Maggie, 318; Maria, 347; Marie, 185; Mary, 56; Priscilla, 347; Robert, 148; Susanna, 347",Hill,2336.0,0.0,0.0,0.0,0.0,HL,H040,HL H040,2336.0,2336.0,0,0,0,0
"Hillman, John, 15",Hillman,,0.0,0.0,0.0,0.0,HLMN,H04505,HLMN H04505,2263.0,2263.0,0,0,0,0
"Hillson, Pat, William, 40",Hillson,11372.0,0.0,0.0,0.0,0.0,HLSN,H04205,HLSN H04205,11372.0,11372.0,0,0,0,0
"Hillyard, Arthur, Ellen, 324; Temple, 217",Hillyard,,0.0,0.0,0.0,0.0,HLRT,H04063,HLRT H04063,2250.0,2250.0,0,0,0,0
"Hindson, Godfrey, 87",Hindson,,0.0,0.0,0.0,0.0,HNTSN,H053205,HNTSN H053205,7551.0,7551.0,0,0,0,0
"Hine and Odgers, 330",Hine,2341.0,0.0,0.0,0.0,0.0,HN,H050,HN H050,2341.0,2341.0,0,1,0,0
"Hine, Hines, family, 276; Bessie, 66; Cyril, 276; Dolly, 66; Edna, 276; Frankie, Louie, 66; Mary, 66(2); Minnie, 225; Muriel, 276; Richard, Tom, 66",Hine,2341.0,0.0,0.0,0.0,0.0,HN,H050,HN H050,2341.0,2341.0,0,1,0,0
"Hingeston-Randolf, F., 255",HingestonRandolf,8026.0,0.0,0.0,0.0,0.0,HNJSTNRNTLF,H052023056053041,HNJSTNRNTLF H052023056053041,8026.0,8026.0,0,0,0,0
"Hingston, A., 179",Hingston,2152.0,0.0,0.0,0.0,0.0,HNKSTN,H052305,HNKSTN H052305,2152.0,2152.0,0,0,0,0
"Hinton St. George, Somerset, 262",Hinton,,0.0,0.0,0.0,0.0,HNTN,H05305,HNTN H05305,9622.0,9622.0,0,0,0,0
"Hinton, Viscount, 262",Hinton,,0.0,0.0,0.0,0.0,HNTN,H05305,HNTN H05305,9622.0,9622.0,0,0,0,0
"Hiob, June, 322",Hiob,,0.0,0.0,0.0,0.0,HP,H010,HP H010,8827.0,8827.0,0,0,0,0
"Hird, Amy, 173",Hird,,0.0,0.0,0.0,0.0,HRT,H063,HRT H063,2344.0,2344.0,0,0,0,0
"Hish, Robert, 195",Hish,,0.0,0.0,0.0,0.0,HX,H020,HX H020,2233.0,2233.0,0,0,0,0
"Hitchcock, Percy, 338",Hitchcock,2227.0,0.0,0.0,0.0,0.0,HXKK,H0320202,HXKK H0320202,2227.0,2227.0,0,0,0,0
"Honeywood, Honywood, Edward, 332, 334(2)",Honeywood,,0.0,0.0,0.0,0.0,HNT,H0503,HNT H0503,9367.0,9367.0,0,0,0,0
"Hoare, ach. of, 100; Frances, Charles, 101; Henry, 296; Isabella, 57; Lilian, 266; Margaret, 174; Peter, 101; William, 328",Hoare,,0.0,0.0,0.0,0.0,HR,H060,HR H060,2350.0,2350.0,0,0,0,0
"Hobbs, Sybil, 215",Hobbs,10577.0,0.0,0.0,0.0,0.0,HPS,H012,HPS H012,10577.0,10577.0,0,0,0,0
"Hobson, Hannah, John, Mary, Samuel, 136",Hobson,11466.0,0.0,0.0,0.0,0.0,HPSN,H01205,HPSN H01205,11466.0,11466.0,0,0,0,0
"Hocking, David, Doris, 9; W., 239",Hocking,2236.0,0.0,0.0,0.0,0.0,HKNK,H02052,HKNK H02052,2236.0,2236.0,0,0,0,0
"Hockley, Emma, 21",Hockley,,0.0,0.0,0.0,0.0,HKL,H0240,HKL H0240,2335.0,2335.0,0,0,0,0
"Hockmore, Alice, 76, 79; Gregory, 76, 79; Philip, 76, 79",Hockmore,2237.0,0.0,0.0,0.0,0.0,HKMR,H025060,HKMR H025060,2237.0,2237.0,0,0,0,0
"Hodge, Hodges, Anne, Benjamin, 275; Catherine, 147; Edith, 107, 147; F., 237; Frederick, 260; Gage, 147; Harold, 88; Henry, 320; Hilary, 107; Nora, 145; Rosalind, 274; Thomas, 275(2); William, 102, 147",Hodge,8840.0,0.0,0.0,0.0,0.0,HJ,H0320,HJ H0320,8840.0,8840.0,0,0,0,0
"Hodgshon, George, 294",Hodgshon,13238.0,0.0,0.0,0.0,0.0,HTKXN,H03205,HTKXN H03205,13238.0,13238.0,0,0,0,0
"Hoey, Prudence, 15",Hoey,,0.0,0.0,0.0,0.0,H,H000,H H000,2323.0,2323.0,0,0,0,0
"Hogg, Edith, Francis, 320; J., 309",Hogg,,0.0,1.0,0.0,0.0,HK,H020,HK H020,2249.0,2249.0,0,0,0,0
"Hogue, H.M.S., 277",Hogue,,0.0,1.0,0.0,0.0,HK,H020,HK H020,2249.0,2249.0,0,0,0,0
"Holcombe, 163",Holcombe,2254.0,0.0,0.0,0.0,0.0,HLKMP,H0420510,HLKMP H0420510,2254.0,2254.0,0,0,0,0
"Holden, Anthony, 226",Holden,,0.0,0.0,0.0,0.0,HLTN,H04305,HLTN H04305,2028.0,2028.0,0,0,0,0
"Holdsworth, family, 46; Arthur, 285, 286, 288(3); Florence, 288; Henry, 285(2); Maria, 285(3); Mary, 96, 98; Robert, 46(2); Thomas, 96, 98",Holdsworth,6129.0,0.0,0.0,0.0,0.0,HLTSR0,H04320630,HLTSR0 H04320630,6129.0,6129.0,0,0,0,0
"Hole, Caroline, 38, 145; Charles, 305; Charlotte, 145, 342; Elizabeth, 145; Francis, 22, 145(3); Henrietta, 38; Henry, 251; Jaqueta, 38; John, 342(5); Lydia, 342; Mary, 342(2); Nathaniel, 50; Robert, 296(2); Sarah, 145; Sophia, 342(3); Susanna, 38(2); Thomas, 145; William, 38(2), 145, 342; Willoughby, 342",Hole,2336.0,0.0,0.0,0.0,0.0,HL,H040,HL H040,2336.0,2336.0,0,0,0,0
"Holland, Hollond, family, 137; Adam, Alex, 172; Annie, 24; Chris, 172; Dorothy, 210; G., 111; Herbert, 24; Kath, 172; Nina, 17(2); Peter, 172; William, 100",Holland,2262.0,0.0,0.0,0.0,0.0,HLNT,H04053,HLNT H04053,2262.0,2262.0,0,0,0,0
"Holliday, Joseph, 338",Holliday,,0.0,0.0,0.0,0.0,HLT,H04030,HLT H04030,2338.0,2338.0,0,0,0,0
"Holloway, Amelia, 247; Charles, 242; Elphinstone, 247(2), 248; F., 336; Geraldine, Justley, 248; M., 336; William, 248",Holloway,,1.0,0.0,0.0,0.0,HL,H040,HL H040,2336.0,2336.0,0,0,0,0
"Holman, Margaret, W., William, 201",Holman,2263.0,0.0,0.0,0.0,0.0,HLMN,H04505,HLMN H04505,2263.0,2263.0,0,0,0,0
"Holme, Holmes, Annette, 44; Edith, 17; J., 44; John, 57; Lionel, 17; Maria, 195; William, 164",Holme,,0.0,0.0,0.0,0.0,HLM,H0450,HLM H0450,2140.0,2140.0,0,0,0,0
"”Holmtown•, 8",Holmtown,8027.0,0.0,0.0,0.0,0.0,HLMTN,H045305,HLMTN H045305,8027.0,8027.0,0,0,0,0
"Holt, Margery, 107",Holt,2268.0,0.0,0.0,0.0,0.0,HLT,H043,HLT H043,2268.0,2268.0,0,0,0,0
"Holwell, 335",Holwell,,0.0,0.0,0.0,0.0,HLL,H0404,HLL H0404,2270.0,2270.0,0,0,0,0
"Holyoake, Nancy, 226",Holyoake,,0.0,0.0,0.0,0.0,HLK,H04020,HLK H04020,9430.0,9430.0,0,0,0,0
"Homan, Samuel, 155",Homan,,0.0,0.0,0.0,0.0,HMN,H0505,HMN H0505,2113.0,2113.0,0,0,0,0
"Homeyard, Eileen, 21",Homeyard,,0.0,0.0,0.0,0.0,HMRT,H05063,HMRT H05063,12031.0,12031.0,0,0,0,0
"Honey, Francis, 164",Honey,2341.0,0.0,0.0,0.0,0.0,HN,H050,HN H050,2341.0,2341.0,0,1,0,0
"Honiton House, 256",Honiton,,0.0,0.0,0.0,0.0,HNTN,H050305,HNTN H050305,2150.0,2150.0,0,0,0,0
"Honiwill, Honnywill, Joane, 11, 12; Mathew, 11, 12; William, 11, 12",Honiwill,,0.0,0.0,0.0,0.0,HNL,H0504,HNL H0504,2343.0,2343.0,0,0,0,0
"Hood, Douglas, 301; Ethel, 44; Isabella, 63",Hood,2240.0,0.0,0.0,0.0,0.0,HT,H030,HT H030,2240.0,2240.0,0,0,0,0
"Hooe, 243",Hooe,,0.0,0.0,0.0,0.0,H,H000,H H000,2323.0,2323.0,0,0,0,0
"Hookes, Richard, 133",Hookes,,0.0,0.0,0.0,0.0,HKS,H0202,HKS H0202,2203.0,2203.0,0,0,0,0
"Hooper, Anna, 249; Elizabeth, 8, 104; Emma, 249; Florence, 72; George, 8, 102, 104, 249; Gertrude, 314; Henry, 6; Hilda, 8; John, 104, 249; Walter, 314; William, 21, 104, 158",Hooper,2285.0,0.0,0.0,0.0,0.0,HPR,H0106,HPR H0106,2285.0,2285.0,0,0,0,0
"Hooppell, B., Louie, 30",Hooppell,,0.0,0.0,0.0,0.0,HPL,H0104,HPL H0104,2327.0,2327.0,0,0,0,0
"Hope Cove, 348",Hope,,0.0,0.0,0.0,0.0,HP,H010,HP H010,8827.0,8827.0,0,0,0,0
"Hope, W., 134",Hope,,0.0,0.0,0.0,0.0,HP,H010,HP H010,8827.0,8827.0,0,0,0,0
"Horden, John, 113, 123, 137",Horden,,0.0,0.0,0.0,0.0,HRTN,H06305,HRTN H06305,2310.0,2310.0,0,0,0,0
"Horlock, A., H., 213",Horlock,13239.0,0.0,0.0,0.0,0.0,HRLK,H06402,HRLK H06402,13239.0,13239.0,0,0,0,0
"Horn, Gwendoline, 202",Horn,,0.0,0.0,0.0,0.0,HRN,H065,HRN H065,11746.0,11746.0,0,0,0,0
"Hornby, Annie, 190; R., 190; Sara, 309",Hornby,8028.0,0.0,0.0,0.0,0.0,HRNP,H06510,HRNP H06510,8028.0,8028.0,0,0,0,0
"Horncastle, 82",Horncastle,7737.0,0.0,0.0,0.0,0.0,HRNKSTL,H065202340,HRNKSTL H065202340,7737.0,7737.0,0,0,0,0
"Horner, Bernard, 106",Horner,2301.0,0.0,0.0,0.0,0.0,HRNR,H06506,HRNR H06506,2301.0,2301.0,0,0,0,0
"Horr, Elizabeth, 286",Horr,,0.0,0.0,0.0,0.0,HR,H060,HR H060,2350.0,2350.0,0,0,0,0
"Horrabin, William, 303",Horrabin,12835.0,0.0,0.0,0.0,0.0,HRPN,H060105,HRPN H060105,12835.0,12835.0,0,0,0,0
"Horrabridge, 165",Horrabridge,8029.0,0.0,0.0,0.0,0.0,HRPRJ,H060160320,HRPRJ H060160320,8029.0,8029.0,0,0,0,0
"Horswell, 5",Horswell,,0.0,0.0,0.0,0.0,HRSL,H06204,HRSL H06204,2308.0,2308.0,0,0,0,0
"Horton, William, 338",Horton,2310.0,0.0,0.0,0.0,0.0,HRTN,H06305,HRTN H06305,2310.0,2310.0,0,0,0,0
"Horwell, Ada, Edgar, 243",Horwell,,0.0,0.0,0.0,0.0,HRL,H0604,HRL H0604,2351.0,2351.0,0,0,0,0
"Hosgood, E., 161",Hosgood,11286.0,0.0,0.0,0.0,0.0,HSKT,H0203,HSKT H0203,11286.0,11286.0,0,0,0,0
"Hoskin, Hosking, Arthur, 130; Doris, 104; Edward, Henry, 53; Lily, 53(2); Maggie, Mary, 53",Hoskin,,0.0,0.0,0.0,0.0,HSKN,H0205,HSKN H0205,2318.0,2318.0,0,0,0,0
"Houghton, Harriet, Henry, 158",Houghton,,0.0,0.0,1.0,0.0,HTN,H020305,HTN H020305,9808.0,9808.0,0,0,0,0
"Howard, Denis, 342; Gladys, 11; Katherine, 54; William, 35",Howard,,0.0,0.0,0.0,0.0,HRT,H063,HRT H063,2344.0,2344.0,0,0,0,0
"Howell, Nancy, 170",Howell,2336.0,0.0,0.0,0.0,0.0,HL,H040,HL H040,2336.0,2336.0,0,0,0,0
"Howson, Norman, 146",Howson,,0.0,0.0,0.0,0.0,HSN,H0205,HSN H0205,10682.0,10682.0,0,0,0,0
"Huband, Geoff, 338",Huband,8030.0,0.0,0.0,0.0,0.0,HPNT,H01053,HPNT H01053,8030.0,8030.0,0,0,0,0
"Huddesfeld, Huddesfield, arms of, 270, 272; Katherine, 272, 273; Sir William, 270, 272, 273",Huddesfeld,8031.0,0.0,0.0,0.0,0.0,HTSFLT,H03021043,HTSFLT H03021043,8031.0,8031.0,0,0,0,0
"Huddy, Huddye, family, 285; Bertha, Clarence, 255; Mary, 148, 152; Walter, 149; Sir Walter, 148, 149(2); William, 148",Huddy,,0.0,0.0,0.0,0.0,HT,H030,HT H030,2240.0,2240.0,0,0,0,0
"Hudscott, 60",Hudscott,13240.0,0.0,0.0,0.0,0.0,HTSKT,H03203,HTSKT H03203,13240.0,13240.0,0,0,0,0
"Hudson, Albert, 211; Edward, 268; F., 58; Godfrey, 268; Lilian, 211; Margaret, 137",Hudson,12022.0,0.0,0.0,0.0,0.0,HTSN,H03205,HTSN H03205,12022.0,12022.0,0,0,0,0
"Huggins, Charles, Maude, 66",Huggins,,0.0,0.0,0.0,0.0,HKNS,H02052,HKNS H02052,8749.0,8749.0,0,0,0,0
"Hughes, Arthur, 64; Caroline, 332; Dudely, 53; George, Harriet, 64; Henry, 64(2), 332; John, 200; Katherine, 332(2), 335; Sophia, 64(2); William, 63, 332(2). 335",Hughes,,0.0,0.0,0.0,0.0,HS,H0202,HS H0202,11070.0,11070.0,0,0,0,0
"Hughes-Buller, Elizabeth, 335; Henry, 332, 334; Ralph, 335",HughesBuller,8032.0,0.0,0.0,0.0,0.0,HSPLR,H020210406,HSPLR H020210406,8032.0,8032.0,0,0,0,0
"Hughes-Games, H., 90",HughesGames,8033.0,0.0,0.0,0.0,0.0,HSKMS,H02020502,HSKMS H02020502,8033.0,8033.0,0,0,0,0
"Hugo, Fanny, 70; S., 130",Hugo,,0.0,1.0,0.0,0.0,HK,H020,HK H020,2249.0,2249.0,0,0,0,0
"Hull, H., 255",Hull,2336.0,0.0,0.0,0.0,0.0,HL,H040,HL H040,2336.0,2336.0,0,0,0,0
"Hulland, Colin, 337",Hulland,,0.0,0.0,0.0,0.0,HLNT,H04053,HLNT H04053,2262.0,2262.0,0,0,0,0
"Hulme, Henry, 66",Hulme,,0.0,0.0,0.0,0.0,HLM,H0450,HLM H0450,2140.0,2140.0,0,0,0,0
"Humber Bank House, Kingston-upon-Hull, 39",Humber,9372.0,0.0,0.0,0.0,0.0,HMR,H05106,HMR H05106,9372.0,9372.0,0,0,0,0
"Humbleton, Yorks., 100",Humbleton,8034.0,0.0,0.0,0.0,0.0,HMPLTN,H05140305,HMPLTN H05140305,8034.0,8034.0,0,0,0,0
"Hume, C., 134; George, 230; Margaret, Walter, 195",Hume,,0.0,0.0,0.0,0.0,HM,H050,HM H050,2144.0,2144.0,0,0,0,0
"Hunford, Dorset, 320",Hunford,,0.0,0.0,0.0,0.0,HNFRT,H051063,HNFRT H051063,2055.0,2055.0,0,0,0,0
"Hunt, Alistair, 15",Hunt,2277.0,0.0,0.0,0.0,1.0,HNT,H053,HNT H053,2277.0,2277.0,0,0,0,0
"Hunt, Dorothea, William, 222",Hunt,2277.0,0.0,0.0,0.0,1.0,HNT,H053,HNT H053,2277.0,2277.0,0,0,0,0
"Hunt, Elizabeth, 96, 98; Ellen, 100; Georgina, 53; H., 255; Harriet, 100(2); Henry, 284, 285; Hester, 6; Holdsworth, 100; James, 54; John, 96, 98; Joseph, 47; Maria, 285(2); Mary, 96(2), 98, 130; Robert, 6, 96, 100, 285; Rowland, 130(2); Sarah, Thomas, 96; William, 96(4), 98, 100, 285",Hunt,2277.0,0.0,0.0,0.0,1.0,HNT,H053,HNT H053,2277.0,2277.0,0,0,0,0
"Hunter, Bridget, J., 335",Hunter,,0.0,0.0,0.0,0.0,HNTR,H05306,HNTR H05306,11386.0,11386.0,0,0,0,0
"Huntworth, 75",Huntworth,8035.0,0.0,0.0,0.0,0.0,HNTR0,H0530630,HNTR0 H0530630,8035.0,8035.0,0,0,0,0
"Hurlditch Court, 182(2)",Hurlditch,8036.0,0.0,0.0,0.0,0.0,HRLTX,H06430320,HRLTX H06430320,8036.0,8036.0,0,0,0,0
"Hurliscombe, vicar of, 9",Hurliscombe,8037.0,0.0,0.0,0.0,0.0,HRLSKMP,H064020510,HRLSKMP H064020510,8037.0,8037.0,0,0,0,0
"Hustwayte, Coralie, 269(2); Leonard, 269",Hustwayte,8038.0,0.0,0.0,0.0,0.0,HSTT,H023030,HSTT H023030,8038.0,8038.0,0,0,0,0
"Hutcherleigh, 37",Hutcherleigh,8039.0,0.0,0.0,0.0,0.0,HXRL,H032064020,HXRL H032064020,8039.0,8039.0,0,0,0,0
"Hutchings, Hutchins, Emmeline, 134; F., 239; Horace, 312; Sydney, 161",Hutchings,10674.0,0.0,0.0,0.0,0.0,HXNKS,H032052,HXNKS H032052,10674.0,10674.0,0,0,0,0
"Hutchinson, Sir Alexander, 240; Andrew, 275; Anne, 275(2); Catherine, Edward, Elisha, Hannah, 275; John, 275, 346; Margaret, 275; Peter, 274, 275; Sarah, 275(2); Susanna, 275; Thomas, 275(3); William, 275",Hutchinson,6383.0,0.0,0.0,0.0,0.0,HXNSN,H03205205,HXNSN H03205205,6383.0,6383.0,0,0,0,0
"Hutton, Augustus, 72; Charles, 320(2); Elizabeth, 320, 321; Grace, 320, 323; Henry, 141",Hutton,,0.0,0.0,1.0,0.0,HTN,H0305,HTN H0305,2330.0,2330.0,0,0,1,1
"Huxtable, Jack, 171; William, 11, 57",Huxtable,,0.0,0.0,0.0,0.0,HKSTPL,H0230140,HKSTPL H0230140,9675.0,9675.0,0,0,0,0
"Huyshe, Alfred, 70; Francis, 70(2); Harriet, 70(3); John, Milborough, 70",Huyshe,,0.0,0.0,0.0,0.0,HX,H020,HX H020,2233.0,2233.0,0,0,0,0
"Hyde, Alfred, 242",Hyde,,0.0,0.0,0.0,0.0,HT,H030,HT H030,2240.0,2240.0,0,0,0,0
"Hyett, William, 311, 312(2)",Hyett,,0.0,0.0,0.0,0.0,HT,H030,HT H030,2240.0,2240.0,0,0,0,0
"Hyne, Henry, Martha, 249",Hyne,,0.0,0.0,0.0,0.0,HN,H050,HN H050,2341.0,2341.0,0,1,0,0
"Hyson, Joseph, 174",Hyson,,0.0,0.0,0.0,0.0,HSN,H0205,HSN H0205,10682.0,10682.0,0,0,0,0
"Icely, Charles, Frederick, Jessie, John, Mary, 234",Icely,,0.0,0.0,0.0,0.0,ASL,I2040,ASL I2040,12944.0,12944.0,0,0,0,0
"Ilberstow, 261",Ilberstow,8040.0,0.0,0.0,0.0,0.0,ALPRST,I4106230,ALPRST I4106230,8040.0,8040.0,0,0,0,0
"Ilbert, family, 5; Augusta, 5; Bridget, 5(2); Catherine, 5(2); Courtenay, 5, 303; Frances, 5(3); Henry, Hugh, 5; Jessie, 303; P., 303; Peregrine, 5(2), 303; Peter, Roope, 5; William, 5(7); Willoughby, 5",Ilbert,,0.0,0.0,0.0,0.0,ALPRT,I41063,ALPRT I41063,2364.0,2364.0,0,0,0,0
"Ilsham, 348",Ilsham,13241.0,0.0,0.0,0.0,0.0,ALXM,I4205,ALXM I4205,13241.0,13241.0,0,0,0,0
"Impey, John, 75; Marian, 75(2)",Impey,7345.0,0.0,0.0,0.0,0.0,AMP,I510,AMP I510,7345.0,7345.0,0,0,0,0
"Implacable, H.M.S., 240",Implacable,8041.0,0.0,0.0,0.0,0.0,AMPLKPL,I514020140,AMPLKPL I514020140,8041.0,8041.0,0,0,0,0
"Incledon-Webber, family, 41; Edward, 41",IncledonWebber,8042.0,0.0,0.0,0.0,0.0,ANKLTNPR,I52403050106,ANKLTNPR I52403050106,8042.0,8042.0,0,0,0,0
"Ingle, Ellen, John, 134",Ingle,13242.0,0.0,0.0,0.0,0.0,ANKL,I5240,ANKL I5240,13242.0,13242.0,0,0,0,0
"Ingram, Brian, Robert, Vera, 324",Ingram,2377.0,0.0,0.0,0.0,0.0,ANKRM,I52605,ANKRM I52605,2377.0,2377.0,0,0,0,0
"Ingroville, Nesta, 332",Ingroville,8043.0,0.0,0.0,0.0,0.0,ANKRFL,I52601040,ANKRFL I52601040,8043.0,8043.0,0,0,0,0
"Inkepenne, Robger de, 286, 287",Inkepenne,8044.0,0.0,0.0,0.0,0.0,ANKPN,I5201050,ANKPN I5201050,8044.0,8044.0,0,0,0,0
"Insall, Gladys, 261",Insall,13243.0,0.0,0.0,0.0,0.0,ANSL,I5204,ANSL I5204,13243.0,13243.0,0,0,0,0
"Inverleigh, 180",Inverleigh,8045.0,0.0,0.0,0.0,0.0,ANFRL,I51064020,ANFRL I51064020,8045.0,8045.0,0,0,0,0
"Ipswich, Suffolk, St. Clement, rector of, 167; St. Helen, rector of, 167",Ipswich,13244.0,0.0,0.0,0.0,0.0,APSX,I12020,APSX I12020,13244.0,13244.0,0,0,0,0
"Ireland, Arthur, 268; George, 262(3), 266",Ireland,,0.0,0.0,0.0,0.0,ARLNT,I604053,ARLNT I604053,2380.0,2380.0,0,0,0,0
"Irish, Sylvia, 184",Irish,2381.0,0.0,0.0,0.0,0.0,ARX,I6020,ARX I6020,2381.0,2381.0,0,0,0,0
"Ironmonger, Edith, William, 212",Ironmonger,8046.0,0.0,0.0,0.0,0.0,ARNMNKR,I60505206,ARNMNKR I60505206,8046.0,8046.0,0,0,0,0
"Ironside, Adelaide, Edmund, 149",Ironside,8047.0,0.0,0.0,0.0,0.0,ARNST,I6052030,ARNST I6052030,8047.0,8047.0,0,0,0,0
"Irven, Irving, Irwin, Edgar, Elizabeth, 78; Gertrude, John, 78; Miles, 302; P., 88",Irven,,0.0,0.0,0.0,0.0,ARFN,I6105,ARFN I6105,12234.0,12234.0,0,0,0,0
"Isleham, Cambs., 266",Isleham,8048.0,0.0,0.0,0.0,0.0,ALHM,I2405,ALHM I2405,8048.0,8048.0,0,0,0,0
"Islington, 320",Islington,13245.0,0.0,0.0,0.0,0.0,ALNKTN,I24052305,ALNKTN I24052305,13245.0,13245.0,0,0,0,0
"Issell, R., 284",Issell,2386.0,0.0,0.0,0.0,0.0,ASL,I204,ASL I204,2386.0,2386.0,0,0,0,0
"Ivybridge, 173; vicar of, 173",Ivybridge,8049.0,0.0,0.0,0.0,0.0,AFPRJ,I10160320,AFPRJ I10160320,8049.0,8049.0,0,0,0,0
"Ixworth, Suffolk, 279",Ixworth,13246.0,0.0,0.0,0.0,0.0,AKSR0,I20630,AKSR0 I20630,13246.0,13246.0,0,0,0,0
"Jackson, Basil, 180; C., 266; Dorothy, 193; Eleanor, 83; J., 22; John, 201; Sir John, 249; Montague, 201; Patricia, 338; Percival, 180",Jackson,2390.0,0.0,0.0,0.0,0.0,JKSN,J0205,JKSN J0205,2390.0,2390.0,0,0,0,0
"Jacob, Gordon, 1",Jacob,2392.0,0.0,0.0,0.0,0.0,JKP,J0201,JKP J0201,2392.0,2392.0,0,0,0,0
"Jago, Robin, 173",Jago,2394.0,0.0,0.0,0.0,0.0,JK,J020,JK J020,2394.0,2394.0,0,0,0,0
"James I, King, 155",James,2396.0,0.0,0.0,0.0,0.0,JMS,J0502,JMS J0502,2396.0,2396.0,0,0,0,0
"James, Allan, 47(2); Basil, 49; Denis, 225; Elizabeth, 289; H., 130; Kenneth, 49; Mary, 5; Maud, 325; Reginald, 161",James,2396.0,0.0,0.0,0.0,0.0,JMS,J0502,JMS J0502,2396.0,2396.0,0,0,0,0
"Jane, John, 324",Jane,2454.0,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0
"”Janie•, 8",Janie,,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0
"Jarratt, Frederick, 147(3)",Jarratt,,0.0,0.0,0.0,0.0,JRT,J0603,JRT J0603,2415.0,2415.0,0,0,0,0
"Jarvis, John, 226; Mary, 195; William, 195(2)",Jarvis,,0.0,0.0,0.0,0.0,JRFS,J06102,JRFS J06102,2400.0,2400.0,0,0,0,0
"Jauncey, George, 174",Jauncey,,0.0,0.0,0.0,0.0,JNS,J0520,JNS J0520,11675.0,11675.0,0,0,0,0
"Jefferd, William, 16",Jefferd,,0.0,0.0,0.0,0.0,JFRT,J01063,JFRT J01063,2405.0,2405.0,0,0,0,0
"Jeffery, Jeffreys, Charles, 246; Robert, 236; Roberts, 167",Jeffery,,0.0,0.0,0.0,0.0,JFR,J01060,JFR J01060,9049.0,9049.0,0,0,0,0
"Jellett, Doreen, 282",Jellett,,0.0,0.0,0.0,0.0,JLT,J0403,JLT J0403,9163.0,9163.0,0,0,0,0
"Jenkins, Ellen, 284; James, 234; John, 275; Maud, 30; Sophie, 234; William, 30(2), 275(2)",Jenkins,,0.0,0.0,0.0,0.0,JNKNS,J052052,JNKNS J052052,9856.0,9856.0,0,0,0,0
"Jenks, Anne, 282; Dorothy, 35; Edward, 35(2)",Jenks,13247.0,0.0,0.0,0.0,0.0,JNKS,J052,JNKS J052,13247.0,13247.0,0,0,0,0
"Jennings, Fred, 200; Thomas, 29",Jennings,11036.0,0.0,0.0,0.0,0.0,JNNKS,J05052,JNNKS J05052,11036.0,11036.0,0,0,0,0
"Jephcott, Lady Doris, Sir Harry, Penny, 251",Jephcott,8050.0,0.0,0.0,0.0,0.0,JFKT,J010203,JFKT J010203,8050.0,8050.0,0,0,0,0
"Jerrington, Norfolk, 38",Jerrington,8051.0,0.0,0.0,0.0,0.0,JRNKTN,J06052305,JRNKTN J06052305,8051.0,8051.0,0,0,0,0
"Jessop, Charles, 82(2); John, Margaret, 82",Jessop,,0.0,0.0,0.0,0.0,JSP,J0201,JSP J0201,9941.0,9941.0,0,0,0,0
"Jeune, Evan, Hugo, 195",Jeune,,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0
"Jewell, Charlie, 45; Richard, 249(2); Thomas, 8; W., 239",Jewell,,0.0,0.0,0.0,0.0,JL,J040,JL J040,2450.0,2450.0,0,0,0,0
"Joce, Mary, Percy, 294",Joce,,0.0,0.0,0.0,0.0,JS,J020,JS J020,2443.0,2443.0,0,1,0,0
"John the Chaunter, Bishop, 122",John,2454.0,0.0,0.0,0.0,0.0,JN,J050,JN J050,2454.0,2454.0,0,0,0,0
"Johnson, Johnston, Johnstone, Ben, 104, 288; Florence, 299; George, 141; John, Mary, 293; Peter, 330; R., 337; Richard, 141; Verney, 170, 171",Johnson,,0.0,0.0,0.0,0.0,JNSN,J05205,JNSN J05205,9741.0,9741.0,0,0,0,0
