surname,occup,occupation,loc,location,location_in,county,topo,nick,rel,English:,French:,Welsh:,Cornish:,Norman:
Alberts,0,,0,,,,0,0,0,1,0,0,0,0
Albertson,0,,0,,,,0,0,0,1,0,0,0,0
Albery,0,,0,,,,0,0,1,1,0,0,0,0
Albery,0,,0,,,,0,0,0,1,0,0,0,0
Albeson,0,,0,,,,0,0,0,1,0,0,0,0
Albin,0,,0,,,,0,0,0,1,0,0,0,0
Albinson,0,,0,,,,0,0,0,1,0,0,0,0
Albiston,0,,0,,,,0,0,0,1,0,0,0,0
Albiston,0,,0,,,,0,0,0,1,0,0,0,0
Albiston,0,,0,,,,0,0,0,1,0,0,0,0
Albon,0,,0,,,,0,0,0,1,0,0,0,0
Albone,0,,0,,,,0,0,0,1,0,0,0,0
Albones,0,,0,,,,0,0,0,1,0,0,0,0
Albones,0,,0,,,,0,0,0,1,0,0,0,0
Alborn,0,,0,,,,0,0,0,1,0,0,0,0
Alborne,0,,0,,,,0,0,0,1,0,0,0,0
Alborough,0,,1,,,,0,0,0,1,0,0,0,0
Alborow,0,,1,,,,0,0,0,1,0,0,0,0
Alborowe,0,,1,,,,0,0,0,1,0,0,0,0
Albray,0,,0,,,,0,0,1,1,0,0,0,0
Albre,0,,0,,,,0,0,1,1,0,0,0,0
Albright,0,,0,,,,0,0,0,1,0,0,0,0
Albrighton,0,,0,,,,0,0,0,1,0,0,0,0
Albro,0,,1,,,,0,0,0,1,0,0,0,0
Albrow,0,,1,,,,0,0,0,1,0,0,0,0
Albry,0,,0,,,,0,0,1,1,0,0,0,0
Alburgh,0,,1,,,,0,0,0,1,0,0,0,0
Albury,0,,0,,,,0,0,1,1,0,0,0,0
Albutt,0,,0,,,,0,0,0,1,0,0,0,0
Alchin,0,,0,,,,0,0,0,1,0,0,0,0
Alcorn,0,,0,,,,0,0,0,1,0,0,0,0
Alcott,0,,0,,,,0,0,0,1,0,0,0,0
Alcroft,0,,0,,,,0,0,0,1,0,0,0,0
Alcroft,0,,0,,,,0,0,0,1,0,0,0,0
Aldam,0,,0,,,,0,0,0,1,0,0,0,0
Alday,0,,0,,,,0,0,1,1,0,0,0,0
Aldaye,0,,0,,,,0,0,1,1,0,0,0,0
Aldborough,0,,1,,,,0,0,0,1,0,0,0,0
Aldbrow,0,,1,,,,0,0,0,1,0,0,0,0
Aldcorn,0,,0,,,,0,0,0,1,0,0,0,0
Aldcroft,0,,0,,,,0,0,0,1,0,0,0,0
Aldeburgh',0,,1,,,,0,0,0,1,0,0,0,0
Aldeford,0,,1,,,,0,0,0,1,0,0,0,0
Aldelonde,0,,1,,,,0,0,0,1,0,0,0,0
Alden,0,,0,,,,0,0,1,1,0,0,0,0
Alder,0,,0,,,,0,0,0,1,0,0,0,0
Alderidge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alderlay,0,,1,Alderley,,Cheshire,0,0,0,1,0,0,0,0
Alderley,0,,1,,,,0,0,0,1,0,0,0,0
Alderley,0,,1,Alderley,,Cheshire,0,0,0,1,0,0,0,0
Alderleys,0,,1,,,,0,0,0,1,0,0,0,0
Alderman,0,,0,,,,0,0,0,1,0,0,0,0
Alders,0,,0,,,,0,0,0,1,0,0,0,0
Alders,0,,0,,,,0,0,0,1,0,0,0,0
Alderslade,0,,0,,,,0,0,0,1,0,0,0,0
Alderslay,0,,1,,,,0,0,0,1,0,0,0,0
Alderslaye,0,,1,,,,0,0,0,1,0,0,0,0
Aldersles,0,,1,,,,0,0,0,1,0,0,0,0
Aldersley,0,,1,,,,0,0,0,1,0,0,0,0
Aldersley,0,,1,Alderley,,Cheshire,0,0,0,1,0,0,0,0
Alderson,0,,0,,,,0,0,0,1,0,0,0,0
Alderton,0,,1,,,,0,0,0,1,0,0,0,0
Alderton,0,,0,,,,0,0,0,1,0,0,0,0
Alderwick,0,,0,,,,0,0,0,1,0,0,0,0
Alderyd,0,,0,,,,0,0,1,1,0,0,0,0
Aldewyn,0,,0,,,,0,0,1,1,0,0,0,0
Aldeyn,0,,0,,,,0,0,1,1,0,0,0,0
Aldgate,0,,0,,,,0,0,0,1,0,0,0,0
Aldham,0,,0,,,,0,0,0,1,0,0,0,0
Aldhous,0,,0,,,,0,0,0,1,0,0,0,0
Aldhouse,0,,0,,,,0,0,0,1,0,0,0,0
Aldhouse,0,,0,,,,0,0,0,1,0,0,0,0
Aldin,0,,0,,,,0,0,1,1,0,0,0,0
Aldine,0,,0,,,,0,0,1,1,0,0,0,0
Aldington,0,,0,,,,0,0,0,1,0,0,0,0
Aldis,0,,0,,,,0,0,0,1,0,0,0,0
Aldiss,0,,0,,,,0,0,0,1,0,0,0,0
Aldoleghs,0,,1,,,,0,0,0,1,0,0,0,0
Aldon,0,,0,,,,0,0,0,1,0,0,0,0
Aldons,0,,0,,,,0,0,0,1,0,0,0,0
Aldous,0,,0,,,,0,0,0,1,0,0,0,0
Aldread,0,,0,,,,0,0,1,1,0,0,0,0
Aldred,0,,0,,,,0,0,1,1,0,0,0,0
Aldred,0,,1,,,,0,0,1,1,0,0,0,0
Aldred,0,,0,,,,0,0,1,1,0,0,0,0
Aldredge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldredus,0,,0,,,,0,0,1,1,0,0,0,0
Aldren,0,,0,,,,0,0,0,1,0,0,0,0
Aldressh,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldret,0,,0,,,,0,0,1,1,0,0,0,0
Aldreth',0,,0,,,,0,0,1,1,0,0,0,0
Aldric,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldrich,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldriche,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldrick,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldridge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldrie,0,,1,,,,0,0,1,1,0,0,0,0
Aldrig,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldrige,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldritt,0,,0,,,,0,0,0,1,0,0,0,0
Aldritt,0,,0,,,,0,0,1,1,0,0,0,0
Aldrych',0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aldsworth,0,,0,,,,0,0,0,1,0,0,0,0
Aldsworth,0,,0,,,,0,0,0,1,0,0,0,0
Aldus,0,,0,,,,0,0,0,1,0,0,0,0
Aldwen,0,,0,,,,0,0,1,1,0,0,0,0
Aldwin,0,,0,,,,0,0,1,1,0,0,0,0
Aldwinckle,0,,0,,,,0,0,0,1,0,0,0,0
Aldwini,0,,0,,,,0,0,1,1,0,0,0,0
Aldwinkle,0,,0,,,,0,0,0,1,0,0,0,0
Aldwinus,0,,0,,,,0,0,1,1,0,0,0,0
Aldworth,0,,0,,,,0,0,0,1,0,0,0,0
Aldwyne,0,,0,,,,0,0,1,1,0,0,0,0
Aldy,0,,0,,,,0,0,1,1,0,0,0,0
Aldyne,0,,0,,,,0,0,1,1,0,0,0,0
Ale,0,,1,,,,0,0,0,1,0,0,0,0
Ale,0,,0,,,,0,0,1,1,0,0,0,0
Aleck,0,,0,,,,0,0,0,1,0,0,0,0
Alee,0,,1,,,,0,0,1,1,0,0,0,0
Alefounder,0,,0,,,,0,0,0,1,0,0,0,0
Alegate,0,,0,,,,0,0,0,1,0,0,0,0
Alein,0,,1,,,,0,0,1,1,0,0,0,0
Aleissone,0,,0,,,,0,0,1,1,0,0,0,0
Alen,0,,1,,,,0,0,1,1,0,0,0,0
Alenon,0,,0,,,,0,0,0,1,0,0,0,0
Alent,0,,1,,,,0,0,0,1,0,0,0,0
Alery,0,,1,,,,0,0,1,1,0,0,0,0
Alesbrook,0,,0,,,,0,0,0,1,0,0,0,0
Alesbury,0,,0,,,,0,0,0,1,0,0,0,0
Alewy,0,,0,,,,0,0,1,1,0,0,0,0
Alexand,0,,0,,,,0,0,1,1,0,0,0,0
Alexander,0,,0,,,,0,0,1,1,0,0,0,0
Alexandra,0,,0,,,,0,0,0,1,0,0,0,0
Alexandra,0,,0,,,,0,0,1,1,0,0,0,0
Alexandre,0,,0,,,,0,0,1,1,0,0,0,0
Alexis,0,,0,,,,0,0,0,0,1,0,0,0
Alexsaunder,0,,0,,,,0,0,1,1,0,0,0,0
Aley,0,,1,,,,0,0,1,1,0,0,0,0
Aleyn,0,,1,,,,0,0,1,1,0,0,0,0
Alfille,0,,0,,,,0,0,0,1,0,0,0,0
Alflat,0,,0,,,,0,0,0,1,0,0,0,0
Alflatt,0,,0,,,,0,0,0,1,0,0,0,0
Alford,0,,1,,,,0,0,0,1,0,0,0,0
Alforde,0,,1,,,,0,0,0,1,0,0,0,0
Alfred,0,,0,,,,0,0,0,1,0,0,0,0
Alfreds,0,,0,,,,0,0,0,1,0,0,0,0
Alfreds,0,,0,,,,0,0,0,1,0,0,0,0
Alfrey,0,,0,,,,0,0,0,1,0,0,0,0
Alfric,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alfrich,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alfrich',0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alfry,0,,0,,,,0,0,0,1,0,0,0,0
Alfrych',0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alfryg,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alfthein,0,,0,,,,0,1,0,1,0,0,0,0
Algar,0,,0,,,,0,0,1,1,0,0,0,0
Algar,0,,1,,,,0,1,1,1,0,0,0,0
Algar,0,,0,,,,0,0,1,1,0,0,0,0
Algate,0,,0,,,,0,0,0,1,0,0,0,0
Alger,0,,0,,,,0,0,0,1,0,0,0,0
Alger,0,,0,,,,0,0,1,1,0,0,0,0
Alger,0,,0,,,,0,0,1,1,0,0,0,0
Algie,0,,0,,,,0,0,1,1,0,0,0,0
Algor,0,,0,,,,0,0,1,1,0,0,0,0
Alibone,0,,0,,,,0,0,0,1,0,0,0,0
Aliceson,0,,0,,,,0,0,1,1,0,0,0,0
Aliffe,0,,0,,,,0,0,1,1,0,0,0,0
Alin,0,,0,,,,0,0,0,1,0,0,0,0
Aling,0,,0,,,,0,0,0,1,0,0,0,0
Alington,0,,0,,,,0,0,0,1,0,0,0,0
Alis,0,,0,,,,0,0,0,1,0,0,0,0
Alison,0,,0,,,,0,0,1,1,0,0,0,0
Alissone,0,,0,,,,0,0,1,1,0,0,0,0
Alisun,0,,0,,,,0,0,1,1,0,0,0,0
Alisundr,0,,0,,,,0,0,1,1,0,0,0,0
Alisundre,0,,0,,,,0,0,1,1,0,0,0,0
Alker,0,,0,,,,0,0,0,1,0,0,0,0
Alkin,0,,0,,,,0,0,0,1,0,0,0,0
Alkins,0,,0,,,,0,0,0,1,0,0,0,0
Alkins,0,,0,,,,0,0,0,1,0,0,0,0
All,0,,0,,,,0,0,0,1,0,0,0,0
All,0,,0,,,,0,0,0,1,0,0,0,0
Allaban,0,,0,,,,0,0,0,1,0,0,0,0
Allaby,0,,0,,,,0,0,0,1,0,0,0,0
Allain,0,,1,,,,0,0,1,1,0,0,0,0
Allaker,0,,0,,,,0,0,0,1,0,0,0,0
Allam,0,,1,,,,0,0,1,1,0,0,0,0
Allam,0,,1,,,,0,0,1,1,0,0,0,0
Allam,0,,1,Halam,,Notts,0,0,0,1,0,0,0,0
Allamand,0,,0,,,,0,0,0,1,0,0,0,0
Allamby,0,,0,,,,0,0,0,1,0,0,0,0
Allams,0,,1,,,,0,0,0,1,0,0,0,0
Allams,0,,1,,,,0,0,1,1,0,0,0,0
Allams,0,,0,,,,0,0,0,1,0,0,0,0
Allams,0,,1,Halam,,Notts,0,0,0,1,0,0,0,0
Allan,0,,1,,,,0,0,1,1,0,0,0,0
Allan,0,,0,,,,0,0,0,1,0,0,0,0
Allanach,0,,0,,,,0,0,0,1,0,0,0,0
Allanby,0,,0,,,,0,0,0,1,0,0,0,0
Alland,0,,1,,,,0,0,0,1,0,0,0,0
Allander,0,,0,,,,0,0,0,1,0,0,0,0
Allandes,0,,1,,,,0,0,0,1,0,0,0,0
Allans,0,,0,,,,0,0,0,1,0,0,0,0
Allard,0,,0,,,,0,0,0,1,0,0,0,0
Allars,0,,0,,,,0,0,0,1,0,0,0,0
Allars,0,,0,,,,0,0,0,1,0,0,0,0
Allart,0,,0,,,,0,0,0,1,0,0,0,0
Allason,0,,0,,,,0,0,0,1,0,0,0,0
Allatson,0,,0,,,,0,0,0,1,0,0,0,0
Allatt,0,,0,,,,0,0,0,1,0,0,0,0
Allatt,0,,0,,,,0,0,0,1,0,0,0,0
Allatt,0,,0,,,,0,0,0,1,0,0,0,0
Allaway,0,,0,,,,0,0,1,1,0,0,0,0
Allberrey,0,,0,,,,0,0,1,1,0,0,0,0
Allberrey,0,,0,,,,0,0,0,1,0,0,0,0
Allberry,0,,0,,,,0,0,1,1,0,0,0,0
Allberry,0,,0,,,,0,0,0,1,0,0,0,0
Allbon,0,,0,,,,0,0,0,1,0,0,0,0
Allbone,0,,0,,,,0,0,0,1,0,0,0,0
Allbones,0,,0,,,,0,0,0,1,0,0,0,0
Allbones,0,,0,,,,0,0,0,1,0,0,0,0
Allbright,0,,0,,,,0,0,0,1,0,0,0,0
Allbrighton,0,,0,,,,0,0,0,1,0,0,0,0
Allbrook,0,,0,,,,0,0,0,1,0,0,0,0
Allbrooke,0,,0,,,,0,0,0,1,0,0,0,0
Allbut,0,,0,,,,0,0,0,1,0,0,0,0
Allbutt,0,,0,,,,0,0,0,1,0,0,0,0
Allcard,0,,0,,,,0,0,0,1,0,0,0,0
Allchin,0,,0,,,,0,0,0,1,0,0,0,0
Allchorn,0,,0,,,,0,0,0,1,0,0,0,0
Allchorne,0,,0,,,,0,0,0,1,0,0,0,0
Allchurch,0,,0,,,,0,0,0,1,0,0,0,0
Allcoat,0,,0,,,,0,0,0,1,0,0,0,0
Allcorn,0,,0,,,,0,0,0,1,0,0,0,0
Allcott,0,,0,,,,0,0,0,1,0,0,0,0
Allcroft,0,,0,,,,0,0,0,1,0,0,0,0
Allcroft,0,,0,,,,0,0,0,1,0,0,0,0
Allcutt,0,,0,,,,0,0,0,1,0,0,0,0
Allday,0,,0,,,,0,0,1,1,0,0,0,0
Allden,0,,0,,,,0,0,1,1,0,0,0,0
Allder,0,,0,,,,0,0,0,1,0,0,0,0
Allderidge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alldis,0,,0,,,,0,0,0,1,0,0,0,0
Alldread,0,,0,,,,0,0,1,1,0,0,0,0
Alldred,0,,0,,,,0,0,1,1,0,0,0,0
Alldredge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alldrett,0,,0,,,,0,0,0,1,0,0,0,0
Alldrick,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alldridg,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alldridge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alldrit,0,,0,,,,0,0,0,1,0,0,0,0
Alldritt,0,,0,,,,0,0,0,1,0,0,0,0
Alldritt,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alldritt,0,,0,,,,0,0,1,1,0,0,0,0
Alle,0,,0,,,,0,0,0,1,0,0,0,0
Alle,0,,0,,,,0,0,0,1,0,0,0,0
Alle,0,,0,,,,0,0,1,1,0,0,0,0
Alle,0,,0,,,,0,0,0,1,0,0,0,0
Allebon,0,,0,,,,0,0,0,1,0,0,0,0
Allebone,0,,0,,,,0,0,0,1,0,0,0,0
Allee,0,,0,,,,0,0,0,1,0,0,0,0
Alleeson,0,,0,,,,0,0,1,1,0,0,0,0
Allem,0,,1,,,,0,0,1,1,0,0,0,0
Allemby,0,,0,,,,0,0,0,1,0,0,0,0
Allen,0,,1,,,,0,0,1,1,0,0,0,0
Allenby,0,,0,,,,0,0,0,1,0,0,0,0
Allenden,0,,0,,,,0,0,0,1,0,0,0,0
Allender,0,,0,,,,0,0,0,1,0,0,0,0
Allenn,0,,1,,,,0,0,1,1,0,0,0,0
Allerie,0,,1,,,,0,0,1,1,0,0,0,0
Allerston,0,,0,,,,0,0,0,1,0,0,0,0
Allerton,0,,0,,,,0,0,0,1,0,0,0,0
Allerton,0,,1,,,,0,0,0,1,0,0,0,0
Allerton',0,,1,,,,0,0,0,1,0,0,0,0
Allery,0,,1,,,,0,0,1,1,0,0,0,0
Allery,0,,0,,,,0,0,0,1,0,0,0,0
Alles,0,,0,,,,0,0,0,1,0,0,0,0
Alleston,0,,0,,,,0,0,0,1,0,0,0,0
Alletson,0,,0,,,,0,0,0,1,0,0,0,0
Allett,0,,0,,,,0,0,0,1,0,0,0,0
Allett,0,,0,,,,0,0,0,1,0,0,0,0
Allett,0,,0,,,,0,0,0,1,0,0,0,0
Alleway,0,,0,,,,0,0,1,1,0,0,0,0
Alley,0,,0,,,,0,0,0,1,0,0,0,0
Alleyn,0,,1,,,,0,0,1,1,0,0,0,0
Alleyne,0,,1,,,,0,0,1,1,0,0,0,0
Allez,0,,0,,,,0,0,0,1,0,0,0,0
Allflatt,0,,0,,,,0,0,0,1,0,0,0,0
Allford,0,,1,,,,0,0,0,1,0,0,0,0
Allfree,0,,0,,,,0,0,0,1,0,0,0,0
Allfrey,0,,0,,,,0,0,0,1,0,0,0,0
Allgar,0,,0,,,,0,0,1,1,0,0,0,0
Allgood,0,,0,,,,0,0,0,1,0,0,0,0
Allgrove,0,,0,,,,0,0,0,1,0,0,0,0
Alliban,0,,0,,,,0,0,0,1,0,0,0,0
Alliband,0,,0,,,,0,0,0,1,0,0,0,0
Allibon,0,,0,,,,0,0,0,1,0,0,0,0
Allibone,0,,0,,,,0,0,0,1,0,0,0,0
Allick,0,,0,,,,0,0,0,1,0,0,0,0
Allies,0,,0,,,,0,0,0,1,0,0,0,0
Alliker,0,,0,,,,0,0,0,1,0,0,0,0
Allimant,0,,0,,,,0,0,0,1,0,0,0,0
Allin,0,,1,,,,0,0,1,1,0,0,0,0
Alling,0,,1,,,,0,0,1,1,0,0,0,0
Alling,0,,0,,,,0,0,0,1,0,0,0,0
Allingham,0,,0,,,,0,0,0,1,0,0,0,0
Allington,0,,0,,,,0,0,0,1,0,0,0,0
Allington,0,,0,,,,0,0,0,1,0,0,0,0
Alliott,0,,0,,,,0,0,0,1,0,0,0,0
Allis,0,,0,,,,0,0,0,1,0,0,0,0
Allish,0,,0,,,,0,0,0,1,0,0,0,0
Allison,0,,0,,,,0,0,1,1,0,0,0,0
Alliss,0,,0,,,,0,0,0,1,0,0,0,0
Alliston,0,,0,,,,0,0,0,1,0,0,0,0
Alliston,0,,0,,,,0,0,1,1,0,0,0,0
Allistone,0,,0,,,,0,0,0,1,0,0,0,0
Allitt,0,,0,,,,0,0,0,1,0,0,0,0
Allix,0,,0,,,,0,0,0,1,0,0,0,0
Allkins,0,,0,,,,0,0,0,1,0,0,0,0
Allkins,0,,0,,,,0,0,0,1,0,0,0,0
Allmand,0,,0,,,,0,0,0,1,0,0,0,0
Allmark,0,,0,,,,0,0,0,1,0,0,0,0
Allmond,0,,0,,,,0,0,0,1,0,0,0,0
Allnatt,0,,0,,,,0,0,0,1,0,0,0,0
Allner,0,,0,,,,0,0,0,1,0,0,0,0
Allnutt,0,,0,,,,0,0,0,1,0,0,0,0
Allom,0,,1,,,,0,0,1,1,0,0,0,0
Allon,0,,1,,,,0,0,1,1,0,0,0,0
Allon,0,,0,,,,0,0,0,1,0,0,0,0
Allonby,0,,0,,,,0,0,0,1,0,0,0,0
Allorhe,0,,1,,,,0,0,1,1,0,0,0,0
Allory,0,,1,,,,0,0,1,1,0,0,0,0
Allorye,0,,1,,,,0,0,1,1,0,0,0,0
Allott,0,,0,,,,0,0,0,1,0,0,0,0
Alloway,0,,0,,,,0,0,1,1,0,0,0,0
Allpass,0,,0,,,,0,0,0,1,0,0,0,0
Allport,0,,0,,,,0,0,0,1,0,0,0,0
Allpress,0,,0,,,,0,0,0,1,0,0,0,0
Allred,0,,0,,,,0,0,1,1,0,0,0,0
Allridge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Allright,0,,0,,,,0,0,0,1,0,0,0,0
Allright,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alls,0,,0,,,,0,0,0,1,0,0,0,0
Allsebrook,0,,0,,,,0,0,0,1,0,0,0,0
Allsep,0,,0,,,,0,0,0,1,0,0,0,0
Allseybrook,0,,0,,,,0,0,0,1,0,0,0,0
Allsobrook,0,,0,,,,0,0,0,1,0,0,0,0
Allsop,0,,0,,,,0,0,0,1,0,0,0,0
Allsopp,0,,0,,,,0,0,0,1,0,0,0,0
Allsup,0,,0,,,,0,0,0,1,0,0,0,0
Allsworth,0,,0,,,,0,0,0,1,0,0,0,0
Allsworth,0,,0,,,,0,0,0,1,0,0,0,0
Allt,0,,0,,,,0,0,0,1,0,0,0,0
Allt,0,,0,,,,0,0,0,1,0,0,0,0
Allthorpe,0,,0,,,,0,0,0,1,0,0,0,0
Alltoft,0,,0,,,,0,0,0,1,0,0,0,0
Alltree,0,,1,,,,0,0,1,1,0,0,0,0
Allum,0,,1,,,,0,0,1,1,0,0,0,0
Allured,0,,0,,,,0,0,0,1,0,0,0,0
Allured,0,,0,,,,0,0,0,1,0,0,0,0
Allured,0,,0,,,,0,0,1,1,0,0,0,0
Allvey,0,,0,,,,0,0,0,1,0,0,0,0
Allward,0,,0,,,,0,0,0,1,0,0,0,0
Allway,0,,0,,,,0,0,1,1,0,0,0,0
Allwinkle,0,,0,,,,0,0,0,1,0,0,0,0
Allwood,0,,0,,,,0,0,0,1,0,0,0,0
Allwork,0,,0,,,,0,0,0,1,0,0,0,0
Allwright,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Allwright,0,,0,,,,0,0,0,1,0,0,0,0
Ally,0,,0,,,,0,0,0,1,0,0,0,0
Allyn,0,,1,,,,0,0,1,1,0,0,0,0
Almack,0,,0,,,,0,0,0,1,0,0,0,0
Almand,0,,0,,,,0,0,0,1,0,0,0,0
Alment,0,,0,,,,0,0,0,1,0,0,0,0
Almey,0,,0,,,,0,0,0,1,0,0,0,0
Almond,0,,0,,,,0,0,0,1,0,0,0,0
Almond,0,,0,,,,0,0,0,1,0,0,0,0
Almond,0,,0,,,,0,0,1,1,0,0,0,0
Almy,0,,0,,,,0,0,0,1,0,0,0,0
Alnei,0,,1,,,,0,0,0,1,0,0,0,0
Alnwick,0,,0,,,,0,0,0,1,0,0,0,0
Alom,0,,1,,,,0,0,1,1,0,0,0,0
Alome,0,,1,,,,0,0,1,1,0,0,0,0
Alond,0,,1,,,,0,0,0,1,0,0,0,0
Alonde,0,,1,,,,0,0,0,1,0,0,0,0
Alowne,0,,1,,,,0,0,1,1,0,0,0,0
Alp,0,,0,,,,0,0,0,1,0,0,0,0
Alpass,0,,0,,,,0,0,0,1,0,0,0,0
Alpe,0,,0,,,,0,0,0,1,0,0,0,0
Alperam,0,,1,,,,0,0,1,1,0,0,0,0
Alphonse,0,,0,,,,0,0,0,0,1,0,0,0
Alport,0,,0,,,,0,0,0,1,0,0,0,0
Alps,0,,0,,,,0,0,0,1,0,0,0,0
Alps,0,,0,,,,0,0,0,1,0,0,0,0
Alred,0,,0,,,,0,0,1,1,0,0,0,0
Alrewic,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alrewich,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alrewiz,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alric,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alrich,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alriche,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alridge,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alryche,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alsbury,0,,0,,,,0,0,0,1,0,0,0,0
Alsbury,0,,0,,,,0,0,1,1,0,0,0,0
Alsebrook,0,,0,,,,0,0,0,1,0,0,0,0
Alsford,0,,0,,,,0,0,0,1,0,0,0,0
Alsop,0,,0,,,,0,0,0,1,0,0,0,0
Alsopp,0,,0,,,,0,0,0,1,0,0,0,0
Alstead,0,,0,,,,0,0,0,1,0,0,0,0
Alt,0,,0,,,,0,0,0,1,0,0,0,0
Alt,0,,0,,,,0,0,0,1,0,0,0,0
Altham,0,,0,,,,0,0,0,1,0,0,0,0
Althorp,0,,0,,,,0,0,0,1,0,0,0,0
Althorpe,0,,0,,,,0,0,0,1,0,0,0,0
Altoft,0,,0,,,,0,0,0,1,0,0,0,0
Altree,0,,0,,,,0,0,0,1,0,0,0,0
Altree,0,,1,,,,0,0,1,1,0,0,0,0
Altringham,0,,0,,,,0,0,0,1,0,0,0,0
Alty,0,,0,,,,0,0,0,1,0,0,0,0
Aluerich,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Aluerton,0,,1,,,,0,0,0,1,0,0,0,0
Alueston,0,,1,,,,0,0,0,1,0,1,0,0
Alum,0,,1,,,,0,0,1,1,0,0,0,0
Alurici,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Alverchay,0,,1,,,,0,0,1,1,0,0,0,0
Alves,0,,0,,,,0,0,0,1,0,0,0,0
Alveston,0,,0,,,,0,0,0,1,0,0,0,0
Alvey,0,,0,,,,0,0,0,1,0,0,0,0
Alvey,0,,0,,,,0,0,0,1,0,0,0,0
Alvin,0,,0,,,,0,0,0,1,0,0,0,0
Alvis,0,,0,,,,0,0,0,1,0,0,0,0
Alvis,0,,0,,,,0,0,0,1,0,0,0,0
Alvy,0,,0,,,,0,0,0,1,0,0,0,0
Alward,0,,0,,,,0,0,0,1,0,0,0,0
Alway,0,,0,,,,0,0,1,1,0,0,0,0
Alwen,0,,0,,,,0,0,0,1,0,0,0,0
Alwi,0,,0,,,,0,0,1,1,0,0,0,0
Alwin,0,,0,,,,0,0,0,1,0,0,0,0
Alwood,0,,0,,,,0,0,0,1,0,0,0,0
Alwyn,0,,0,,,,0,0,0,1,0,0,0,0
Alwyn,1,,0,,,,0,0,1,1,0,0,0,0
Alyne,0,,1,,,,0,0,1,1,0,0,0,0
Amable,0,,0,,,,0,0,0,1,0,0,0,0
Aman,0,,0,,,,0,0,0,1,0,0,0,0
Amand,0,,0,,,,0,0,0,1,0,0,0,0
Amans,0,,0,,,,0,0,0,1,0,0,0,0
Amass,0,,0,,,,0,0,0,1,0,0,0,0
Amatt,0,,0,,,,0,0,0,1,0,0,0,0
Amayler,1,,0,,,,0,0,0,1,0,0,0,0
Ambeler,1,,0,,,,0,0,0,1,0,0,0,0
Amber,0,,0,,,,0,0,1,1,0,0,0,0
Amber,0,,0,,,,0,0,0,1,0,0,0,0
Amber,0,,0,,,,0,0,0,1,0,0,0,0
Amberley,0,,0,,,,0,0,0,1,0,0,0,0
Ambers,0,,0,,,,0,0,0,1,0,0,0,0
Ambers,0,,0,,,,0,0,0,1,0,0,0,0
Amberson,0,,0,,,,0,0,1,1,0,0,0,0
Amberson,0,,0,,,,0,0,0,1,0,0,0,0
Ambery,0,,0,,,,0,0,0,1,0,0,0,0
Ambler,1,,0,,,,0,0,0,1,0,0,0,0
Amblin,0,,0,,,,0,0,0,1,0,0,0,0
Amblur,1,,0,,,,0,0,0,1,0,0,0,0
Ambridge,0,,0,,,,0,0,0,1,0,0,0,0
Ame,0,,0,,,,0,1,1,1,0,0,0,0
Ameler',1,,0,,,,0,0,0,1,0,0,0,0
Amelour,1,,0,,,,0,0,0,1,0,0,0,0
Ament,0,,0,,,,0,0,0,1,0,0,0,0
