page,note,category,line,hundred,text,eo_text,pt_text,new_text,forename,surname,type,title,value,new_pt_text,pt_forename,pt_surname,pt_type,pt_title,pt_value,new_eo_text,eo_forename,eo_surname,eo_type,eo_title,eo_value,gemini_forename,gemini_surname,year,person,forename_id,person_id,recipient_match,surname_match,surname_id
23,3,center_column,4,East Budleigh,Henry Smyth 6,Henry Smyth G  6,Henry Smyth,Henry Smyth 6,Henry,Smyth,G,,6.0,Henry Smyth,Henry,Smyth,G,,,Henry Smyth  6,Henry,Smyth,G,,6.0,Henry,Smyth,1524,Henry Smyth,22,22_3598,0,1,3598
23,4,right_column,12,East Budleigh,Robert Colley G 2,Robert Colles G   2,Robert Colles,Robert Colley 2,Robert,Colley,G,,2.0,Robert Colles,Robert,Colles,G,,,Robert Colles   2,Robert,Colles,G,,2.0,Robert,Colles,1524,Robert Colley,7,7_912,1,1,912
24,2,left_column,15,East Budleigh,Richard Pope G 4,RIchard Pope G 4,Richard Pope,Richard Pope 4,Richard,Pope,G,,4.0,Richard Pope,Richard,Pope,G,,,RIchard Pope 4,,,G,,4.0,Richard,Pope,1524,Richard Pope,17,17_3129,0,1,3129
24,3,center_column,2,East Budleigh,Richard Russell sen 4,Richard Russell sen G  4,Richard Russell sen G 4,Richard Russell 4,Richard,Russell,G, sen ,4.0,Richard Russell 4,Richard,Russell,G, sen ,4.0,Richard Russell  4,Richard,Russell,G, sen ,4.0,Richard,Russell,1524,Richard Russell,17,17_3353,0,1,3353
24,3,center_column,3,East Budleigh,Henry Smyth 6,Henry Smyth G  6,Henry Smyth,Henry Smyth 6,Henry,Smyth,G,,6.0,Henry Smyth,Henry,Smyth,G,,,Henry Smyth  6,Henry,Smyth,G,,6.0,Henry,Smyth,1524,Henry Smyth,22,22_3598,0,1,3598
24,4,right_column,12,East Budleigh,Robert Colles G 2,Robert Colles G   2,Robert Colles,Robert Colles 2,Robert,Colles,G,,2.0,Robert Colles,Robert,Colles,G,,,Robert Colles   2,Robert,Colles,G,,2.0,Robert,Colles,1524,Robert Colles,7,7_912,0,1,912
25,2,center_column,12,East Budleigh,Robert Mayne W 1,Robert Mayne H   1,Robert MayneW,Robert Mayne 1,Robert,Mayne,W,,1.0,Robert MayneW,Robert,Mayne,G,,,Robert Mayne H   1,Robert,Mayne,G,,1.0,Robert,Mayne,1524,Robert Mayne,7,7_2671,0,1,2671
25,2,center_column,13,East Budleigh,John Smyth W 1,John Smyth w   1,John Smyth,John Smyth 1,John,Smyth,W,,1.0,John Smyth,John,Smyth,G,,,John Smyth   1,John,Smyth,w,,1.0,John,Smyth,1524,John Smyth,1,1_3598,0,1,3598
25,3,right_column,3,East Budleigh,William Pyer W 1,WIIllam Dyer w  1,William Dyer,William Pyer 1,William,Pyer,W,,1.0,William Dyer,William,Dyer,G,,,WIIllam Dyer  1,,,w,,1.0,William,Dyer,1524,William Pyer,3,3_1333,0,1,1333
26,12,right_column,2,East Budleigh,Nicholas Colles W 1,NIcholas Colles W   1,Nicholas Colles w,Nicholas Colles 1,Nicholas,Colles,W,,1.0,Nicholas Colles w,Nicholas,Colles,G,,,NIcholas Colles   1,,,W,,1.0,Nicholas,Colles,1524,Nicholas Colles,2,2_912,0,1,912
26,12,right_column,6,East Budleigh,William Ellyett W 1,WIlliam Elyott W   1,William Elyott W,William Ellyett 1,William,Ellyett,W,,1.0,William Elyott W,William,Elyott,G,,,WIlliam Elyott   1,,,W,,1.0,William,Elyott,1524,William Ellyett,3,3_1363,0,1,1363
27,1,left_column,21,East Budleigh,Thomas Gayy (R) 1,Thob Davy (W26/8d ) G   1,Thos Davy (W26/8d) G 1,Thomas Gayy (R) 1,Thomas,Gayy,G,,1.0,Thos Davy /8d) 1,Thomas,Davy,G,,1.0,Thob Davy /8d )   1,Thob,Davy,G,,1.0,Thomas,Davy,1524,Thomas Gayy,0,0_1159,0,1,1159
27,2,center_column,1,East Budleigh,Thomas Elypt G 2,Thoma8 Elyott G   2,Thomas Elyott G,Thomas Elypt 2,Thomas,Elypt,G,,2.0,Thomas Elyott G,Thomas,Elyott,G,,,Thoma8 Elyott   2,,,G,,2.0,Thomas,Elyott,1524,Thomas Elypt,0,0_1363,0,1,1363
27,2,center_column,17,East Budleigh,John Dyer W 1,John Dyer W 1,John Dyer,John Dyer 1,John,Dyer,W,,1.0,John Dyer,John,Dyer,G,,,John Dyer 1,John,Dyer,W,,1.0,John,Dyer,1524,John Dyer,1,1_1333,0,1,1333
28,6,center_column,2,East Budleigh,John Smyth G 3,John Smych G   3,John Smyth,John Smyth 3,John,Smyth,G,,3.0,John Smyth,John,Smyth,G,,,John Smych   3,John,Smych,G,,3.0,John,Smyth,1524,John Smyth,1,1_3598,0,1,3598
28,6,center_column,6,East Budleigh,Thomas Elyett W 1,Thomas Elyott W   1,Thomas Elyott W,Thomas Elyett 1,Thomas,Elyett,W,,1.0,Thomas Elyott W,Thomas,Elyott,G,,,Thomas Elyott   1,Thomas,Elyott,W,,1.0,Thomas,Elyott,1524,Thomas Elyett,0,0_1363,0,1,1363
28,6,center_column,7,East Budleigh,Roger Elyett W 1,Roger Elyott W   1,Roger ElyottW,Roger Elyett 1,Roger,Elyett,W,,1.0,Roger ElyottW,Roger,Elyott,G,,,Roger Elyott   1,Roger,Elyott,W,,1.0,Roger,Elyott,1524,Roger Elyett,16,16_1363,0,1,1363
28,6,center_column,13,East Budleigh,John Harvard G 3,John Herward G   3,John HerwardG,John Harvard 3,John,Harvard,G,,3.0,John HerwardG,John,Herward,G,,,John Herward   3,John,Herward,G,,3.0,John,Herward,1524,John Harvard,1,1_1904,0,1,1904
28,7,right_column,8,East Budleigh,Thomas Smyth W 1,Thoma8 Smyth W   1,Thomas Smyth,Thomas Smyth 1,Thomas,Smyth,W,,1.0,Thomas Smyth,Thomas,Smyth,G,,,Thoma8 Smyth   1,,,W,,1.0,Thomas,Smyth,1524,Thomas Smyth,0,0_3598,0,1,3598
29,1,left_column,15,East Budleigh,Robert Clerke 6,Robert Clerke G  6,Robert ClerkeG,Robert Clerke 6,Robert,Clerke,G,,6.0,Robert ClerkeG,Robert,Clerke,G,,,Robert Clerke  6,Robert,Clerke,G,,6.0,Robert,Clerke,1524,Robert Clerke,7,7_834,0,1,834
29,1,left_column,16,East Budleigh,Henry Clerke jun 5,Henry Clerke jun G   5,Henry Clerke jun G,Henry Clerke 5,Henry,Clerke,G, jun ,5.0,Henry Clerke G,Henry,Clerke,G, jun ,,Henry Clerke   5,Henry,Clerke,G, jun ,5.0,Henry,Clerke,1524,Henry Clerke,22,22_834,0,1,834
29,1,left_column,17,East Budleigh,Alice Clerke wid 5,Alice Clerke WId ~G  5,Alice Clerke wid G 5,Alice Clerke 5,Alice,Clerke,G, wid ,5.0,Alice Clerke 5,Alice,Clerke,G, wid ,5.0,Alice Clerke WId ~G  5,Alice,Clerke,G,,5.0,Alice,Clerke,1524,Alice Clerke,9,9_834,0,1,834
29,2,center_column,12,East Budleigh,John Clerke sen 2,John Clerke 8en G   2,John Clerke sen G,John Clerke 2,John,Clerke,G, sen ,2.0,John Clerke G,John,Clerke,G, sen ,,John Clerke 8en   2,John,Clerke,G,,2.0,John,Clerke,1524,John Clerke,1,1_834,0,1,834
29,2,center_column,13,East Budleigh,"Philip Clerke £2, 25",Philip Glerke (621)6 25,Philip Glerke(G21)G 25,"Philip Clerke £2, 25",Philip,Clerke,G,,25.0,Philip GlerkeG 25,Philip,Glerke,G,,25.0,Philip Glerke (621)6 25,Philip,Glerke,G,,25.0,Philip,Glerke,1524,Philip Clerke,42,42_834,0,1,834
29,2,center_column,15,East Budleigh,John Cheke G 2,John Cheke G   2,John Cheke,John Cheke 2,John,Cheke,G,,2.0,John Cheke,John,Cheke,G,,,John Cheke   2,John,Cheke,G,,2.0,John,Cheke,1524,John Cheke,1,1_781,0,1,781
29,2,center_column,18,East Budleigh,Richard Haydon W 1,RIchard Haydon W   1,Richard HaydonW,Richard Haydon 1,Richard,Haydon,W,,1.0,Richard HaydonW,Richard,Haydon,G,,,RIchard Haydon   1,,,W,,1.0,Richard,Haydon,1524,Richard Haydon,17,17_1835,0,1,1835
29,2,center_column,19,East Budleigh,John Clerke jun 1,John Clerke Jun 3W  1,John Clerke jun W,John Clerke 1,John,Clerke,G, jun ,1.0,John Clerke W,John,Clerke,G, jun ,,John Clerke Jun 3W  1,John,Clerke,G,,1.0,John,Clerke,1524,John Clerke,1,1_834,0,1,834
29,3,right_column,15,East Budleigh,Henry Clerke sen GW) G 11⁄2,Hen Clerke sen (W1) G 18,Hen Clerke sen (W1) G 153,Henry Clerke GW) G 1,Henry,Clerke,G, sen ,1.5,Hen Clerke  153,Hen,Clerke,G, sen ,153.0,Hen Clerke  18,Hen,Clerke,G, sen ,18.0,Hen,Clerke,1524,Henry Clerke,22,22_834,0,1,834
31,5,left_column,4,East Budleigh,Richard Russell Go 10,RIchard Russell G 10,Richard Russell G 10,Richard Russell Go 10,Richard,Russell,G,,10.0,Richard Russell 10,Richard,Russell,G,,10.0,RIchard Russell 10,,,G,,10.0,Richard,Russell,1524,Richard Russell,17,17_3353,0,1,3353
31,5,left_column,6,East Budleigh,William Baker G 9,3 Willlam Baker G   5,William BakerG,William Baker 9,William,Baker,G,,9.0,William BakerG,William,Baker,G,,,3 Willlam Baker   5,,,G,,5.0,William,Baker,1524,William Baker,3,3_185,0,1,185
31,8,left_column,1,East Budleigh,Robert Drake 6,Robert Drake' G 203,Robert Drake G 203,Robert Drake 6,Robert,Drake,G,,6.0,Robert Drake 203,Robert,Drake,G,,203.0,Robert Drake' 203,Robert,Drake,G,,203.0,Robert,Drake,1524,Robert Drake,7,7_1293,0,1,1293
31,9,center_column,10,East Budleigh,Richard Smyth G 4,RIchard Smyth G4,Richard SmythG,Richard Smyth 4,Richard,Smyth,G,,4.0,Richard SmythG,Richard,Smyth,G,,,RIchard Smyth ,,,G,,,Richard,Smyth,1524,Richard Smyth,17,17_3598,0,1,3598
32,1,left_column,21,East Budleigh,Thomas Clerke 6,Thomas Clerke G   2,Thomas Clerke G,Thomas Clerke 6,Thomas,Clerke,G,,6.0,Thomas Clerke G,Thomas,Clerke,G,,,Thomas Clerke   2,Thomas,Clerke,G,,2.0,Thomas,Clerke,1524,Thomas Clerke,0,0_834,0,1,834
32,2,center_column,16,East Budleigh,Robert Haydon G 12,20 Robert Heydon G 12,"Robert Haydon"" G 12",Robert Haydon 12,Robert,Haydon,G,,12.0,"Robert Haydon"" 12",Robert,Haydon,G,,12.0,20 Robert Heydon 12,,,G,,12.0,Robert,Haydon,1524,Robert Haydon,7,7_1835,0,1,1835
32,3,right_column,5,East Budleigh,William Clerke (32 W 2,WIllIam Clerke (62 ) W   2,William Clerke (G2) W 2,William Clerke (32 2,William,Clerke,W,,2.0,William Clerke  2,William,Clerke,W,,2.0,WIllIam Clerke (62 )   2,,,W,,2.0,William,Clerke,1524,William Clerke,3,3_834,0,1,834
34,8,center_column,2,East Budleigh,William Palmer W 1,Willia Palner W  1,William Palmer w,William Palmer 1,William,Palmer,W,,1.0,William Palmer w,William,Palmer,G,,,Willia Palner  1,Willia,Palner,W,,1.0,William,Palmer,1524,William Palmer,3,3_2928,0,1,2928
35,1,left_column,5,East Budleigh,John Smyth G 3,John Smyth G   3,John Smyth,John Smyth 3,John,Smyth,G,,3.0,John Smyth,John,Smyth,G,,,John Smyth   3,John,Smyth,G,,3.0,John,Smyth,1524,John Smyth,1,1_3598,0,1,3598
35,1,left_column,9,East Budleigh,Thomas Clerke 2,Thoma8 Clerke G   2,Thomas ClerkeG,Thomas Clerke 2,Thomas,Clerke,G,,2.0,Thomas ClerkeG,Thomas,Clerke,G,,,Thoma8 Clerke   2,,,G,,2.0,Thomas,Clerke,1524,Thomas Clerke,0,0_834,0,1,834
35,2,center_column,12,East Budleigh,Richard Wryght W 1,RIchard Wryght W   1,Richard Wryght W,Richard Wryght 1,Richard,Wryght,W,,1.0,Richard Wryght W,Richard,Wryght,G,,,RIchard Wryght   1,,,W,,1.0,Richard,Wryght,1524,Richard Wryght,17,17_4368,0,1,4368
35,3,right_column,3,East Budleigh,Richard Haydon 6,RIchard Haydon G   7,Richard Haydon,Richard Haydon 6,Richard,Haydon,G,,6.0,Richard Haydon,Richard,Haydon,G,,,RIchard Haydon   7,,,G,,7.0,Richard,Haydon,1524,Richard Haydon,17,17_1835,0,1,1835
35,3,right_column,10,East Budleigh,Thomas Parker G 3,Thowa8 Parker G   3,Thomas Parker,Thomas Parker 3,Thomas,Parker,G,,3.0,Thomas Parker,Thomas,Parker,G,,,Thowa8 Parker   3,,,G,,3.0,Thomas,Parker,1524,Thomas Parker,0,0_2936,0,1,2936
35,9,left_column,6,East Budleigh,John Drake G 2,John Drake G   2,John Drake,John Drake 2,John,Drake,G,,2.0,John Drake,John,Drake,G,,,John Drake   2,John,Drake,G,,2.0,John,Drake,1524,John Drake,1,1_1293,0,1,1293
36,3,right_column,2,East Budleigh,John Hermand W 1,John Herward W   1,John Herward,John Hermand 1,John,Hermand,W,,1.0,John Herward,John,Herward,G,,,John Herward   1,John,Herward,W,,1.0,John,Herward,1524,John Hermand,1,1_1904,0,1,1904
36,5,center_column,7,East Budleigh,John Clerke sen (W) G 1  Nicholas Conant W 1  John Clerke jun 61⁄2 1,Jn Clerke sen (Wl ) G 18 NIchola8 Conant 3W 13 Jn Clerke jun(W26/8 W 1,"Jn Clerke sen (W1) G 1, Nicholas Conant W Jn Clerke jun(W26/8W 1",John Clerke (W) G 1  Nicholas Conant W 1  John Clerke 61⁄2 1,John,Clerke,G, jun ,1.0,"Jn Clerke  G 1, Nicholas Conant W Jn Clerke jun(W26/8W 1",John,Clerke,G, sen ,1.0,Jn Clerke (Wl ) G 18 NIchola8 Conant 3W 13 Jn Clerke jun/8 1,John,Clerke,W, sen ,1.0,John,Clerke,1524,John Clerke,1,1_834,0,1,834
36,5,center_column,14,East Budleigh,William Foster (WG 1,WIllia Foster (wI JG 1,William Foster (W1l)G 1,William Foster (WG 1,William,Foster,G,,1.0,William Foster l)G 1,William,Foster,G,,1.0,WIllia Foster (wI JG 1,,,G,,1.0,William,Foster,1524,William Foster,3,3_1522,0,1,1522
36,5,center_column,17,East Budleigh,John Haydon W 1,John Haydon W   1,John Haydon,John Haydon 1,John,Haydon,W,,1.0,John Haydon,John,Haydon,G,,,John Haydon   1,John,Haydon,W,,1.0,John,Haydon,1524,John Haydon,1,1_1835,0,1,1835
37,1,left_column,1,East Budleigh,John Drake G 13,Jom Drake G1333,John Drake,John Drake 13,John,Drake,G,,13.0,John Drake,John,Drake,G,,,Jom Drake 333,Jom,Drake,G,,333.0,John,Drake,1524,John Drake,1,1_1293,0,1,1293
37,1,left_column,2,East Budleigh,Alexander Parker G 13,Alexander Parker 6 23,Alexander Parker G 23,Alexander Parker 13,Alexander,Parker,G,,13.0,Alexander Parker 23,Alexander,Parker,G,,23.0,Alexander Parker 6 23,Alexander,Parker,G,,23.0,Alexander,Parker,1524,Alexander Parker,41,41_2936,0,1,2936
37,1,left_column,15,East Budleigh,John Elypt jun 2,John Elyott Jun G   2,John Elyott jun G,John Elypt 2,John,Elypt,G, jun ,2.0,John Elyott G,John,Elyott,G, jun ,,John Elyott Jun   2,John,Elyott,G,,2.0,John,Elyott,1524,John Elypt,1,1_1363,0,1,1363
37,2,center_column,10,East Budleigh,John Elyett G 18,John Elyott G 18,John Elyott G 18,John Elyett 18,John,Elyett,G,,18.0,John Elyott 18,John,Elyott,G,,18.0,John Elyott 18,John,Elyott,G,,18.0,John,Elyott,1524,John Elyett,1,1_1363,0,1,1363
37,2,center_column,11,East Budleigh,William Parker W 1,WILIId Parker w   1,William ParkerW,William Parker 1,William,Parker,W,,1.0,William ParkerW,William,Parker,G,,,WILIId Parker   1,,,w,,1.0,William,Parker,1524,William Parker,3,3_2936,0,1,2936
37,2,center_column,12,East Budleigh,John Davy W 1,John  Davy w   1,John Davy,John Davy 1,John,Davy,W,,1.0,John Davy,John,Davy,G,,,John  Davy   1,John,Davy,w,,1.0,John,Davy,1524,John Davy,1,1_1159,0,1,1159
37,3,right_column,10,East Budleigh,Alexander Parker W 1,Alexander Parker W   1,Alexander Parker W,Alexander Parker 1,Alexander,Parker,W,,1.0,Alexander Parker W,Alexander,Parker,G,,,Alexander Parker   1,Alexander,Parker,W,,1.0,Alexander,Parker,1524,Alexander Parker,41,41_2936,0,1,2936
37,6,right_column,3,East Budleigh,Dow Wll hope the Wll James Wetoff 4,John Davy w 1 chrIstopher Hoper w 1 Thomas Westcote G 4,John Davy W 1 Christopher Hoper W 1 Thomas Westcote G 4,Dow Wll hope the Wll James Wetoff 4,Dow,Wll,G,,4.0,John Davy W 1 Christopher Hoper W 1 Thomas Westcote 4,John,Davy,G,,4.0,John Davy w 1 chrIstopher Hoper w 1 Thomas Westcote 4,John,Davy,G,,4.0,John,Davy,1524,Dow Wll,477,477_1159,0,1,1159
37,6,right_column,6,East Budleigh,Kende Prowll 8yk 6.44,Alexander Parker w 1 John Bylegh G 24/ -,Alexander Parker W 1 John Baylegh G 24/-,Kende Prowll 8yk 6.44,Kende,Prowll,G,,44.0,Alexander Parker W 1 John Baylegh G 24/-,Alexander,Parker,G,,,Alexander Parker w 1 John Bylegh G 24/ -,Alexander,Parker,G,,,Alexander,Parker,1524,Kende Prowll,478,478_2936,0,1,2936
38,5,center_column,15,East Budleigh,Alan Haydon 668,Alan Heydon G 663,Alan Haydon G 66,Alan Haydon 668,Alan,Haydon,G,,668.0,Alan Haydon 66,Alan,Haydon,G,,66.0,Alan Heydon 663,Alan,Heydon,G,,663.0,Alan,Haydon,1524,Alan Haydon,15,15_1835,0,1,1835
39,2,center_column,14,Colyton,John Smythe Go 10,John Smythe G 10,John SmytheG 10,John Smythe Go 10,John,Smythe,G,,10.0,John SmytheG 10,John,Smythe,G,,10.0,John Smythe 10,John,Smythe,G,,10.0,John,Smythe,1524,John Smythe,1,1_3598,0,1,3598
39,3,right_column,31,Colyton,Toos Cheke W 1,Thos Cheke W   1,Thos Cheke,Toos Cheke 1,Toos,Cheke,W,,1.0,Thos Cheke,Thomas,Cheke,G,,,Thos Cheke   1,Thomas,Cheke,W,,1.0,Thomas,Cheke,1524,Toos Cheke,466,466_781,0,1,781
40,7,left_column,3,Colyton,John Parker media G 10,Jn Parker medlus G 10,Jn Parker medius G 10,John Parker media 10,John,Parker,G,,10.0,Jn Parker medius 10,John,Parker,G,,10.0,Jn Parker medlus 10,John,Parker,G,,10.0,John,Parker,1524,John Parker,1,1_2936,0,1,2936
40,8,center_column,1,Colyton,John Parker sen 9,John Parker 8en G   9,John Parker sen G,John Parker 9,John,Parker,G, sen ,9.0,John Parker G,John,Parker,G, sen ,,John Parker 8en   9,John,Parker,G,,9.0,John,Parker,1524,John Parker,1,1_2936,0,1,2936
40,8,center_column,5,Colyton,John Davy 5,John Davy G   5,John Davy,John Davy 5,John,Davy,G,,5.0,John Davy,John,Davy,G,,,John Davy   5,John,Davy,G,,5.0,John,Davy,1524,John Davy,1,1_1159,0,1,1159
42,1,left_column,2,Colyton,John Heidon W 1,John RaJdon w   1,John Haidon,John Heidon 1,John,Heidon,W,,1.0,John Haidon,John,Haidon,G,,,John RaJdon   1,John,Ra,w,,1.0,John,Haidon,1524,John Heidon,1,1_1835,0,1,1835
42,2,center_column,8,Colyton,James Baker G 2,Jame8 Baker G   2,James Baker,James Baker 2,James,Baker,G,,2.0,James Baker,James,Baker,G,,,Jame8 Baker   2,,,G,,2.0,James,Baker,1524,James Baker,14,14_185,0,1,185
42,3,right_column,11,Colyton,William Ellyett W 1,HIllIan Elyott W   1,William Elyott W,William Ellyett 1,William,Ellyett,W,,1.0,William Elyott W,William,Elyott,G,,,HIllIan Elyott   1,,,W,,1.0,William,Elyott,1524,William Ellyett,3,3_1363,0,1,1363
42,8,center_column,8,Colyton,Roger Knollys 6  John Thomas G 18,Roger Knollys G 63 John Thona8 G 18,Roger KnollysG John ThomasG 18,Roger Knollys 6  John Thomas 18,Roger,Knollys,G,,18.0,Roger KnollysG John ThomasG 18,Roger,Knollys,G,,18.0,Roger Knollys G 63 John Thona8 18,Roger,Knollys,G,,18.0,Roger,Knollys,1524,Roger Knollys,16,16_2342,0,1,2342
43,10,right_column,1,Colyton,John Haydon W 1  John Gifford G 2  John Clerke 6,John Haydon w 1 John GIfford G 23 John Clercke G   2,John HaydonN John GiffordG 2 John Clercke,John Haydon W 1  John Gifford G 2  John Clerke 6,John,Haydon,G,,6.0,John HaydonN John GiffordG 2 John Clercke,John,Haydon,G,,,John Haydon w 1 John GIfford G 23 John Clercke   2,John,Haydon,G,,2.0,John,Haydon,1524,John Haydon,1,1_1835,0,1,1835
44,1,left_column,1,Colyton,John Haydon G 4,John Haydon G 24,John HaydonG 24,John Haydon 4,John,Haydon,G,,4.0,John HaydonG 24,John,Haydon,G,,24.0,John Haydon 24,John,Haydon,G,,24.0,John,Haydon,1524,John Haydon,1,1_1835,0,1,1835
44,1,left_column,3,Colyton,John Haydon G 12,John Haydon G 12,John HaydonG 12,John Haydon 12,John,Haydon,G,,12.0,John HaydonG 12,John,Haydon,G,,12.0,John Haydon 12,John,Haydon,G,,12.0,John,Haydon,1524,John Haydon,1,1_1835,0,1,1835
44,1,left_column,12,Colyton,William Clerke 6,WIllIam Clercke G 6,William ClerckeG,William Clerke 6,William,Clerke,G,,6.0,William ClerckeG,William,Clercke,G,,,WIllIam Clercke 6,,,G,,6.0,William,Clercke,1524,William Clerke,3,3_834,0,1,834
44,6,right_column,3,Colyton,Addd Haydon Wyl John L 1,Add Haydon w1 ydon L 1,Add Haydon W 1 ydon L 1,Addd Haydon Wyl John 1,Addd,Haydon,L,,1.0,Add Haydon W 1 ydon 1,Add,Haydon,L,,1.0,Add Haydon w1 ydon 1,Add,Haydon,L,,1.0,Add,Haydon,1524,Addd Haydon,486,486_1835,0,1,1835
45,3,center_column,4,Colyton,Joydon Carpenter 2,Jn Haydon carpenter G 2,Jn Haydon carpenter G 2,Joydon Carpenter 2,Joydon,Carpenter,G,,2.0,Jn Haydon carpenter 2,John,Haydon,G,,2.0,Jn Haydon carpenter 2,John,Haydon,G,,2.0,John,Haydon,1524,Joydon Carpenter,488,488_1835,0,1,1835
45,4,right_column,7,Colyton,"Richard Haydon (£,60) 11⁄2",RIchard Haydon(W26/8 ) G 1},Richard Haydon(W26/8)G 13,"Richard Haydon (£,60) 1",Richard,Haydon,G,,1.5,Richard Haydon/8)G 13,Richard,Haydon,G,,13.0,RIchard Haydon/8 ) G 1},,,G,,,Richard,Haydon,1524,Richard Haydon,17,17_1835,0,1,1835
45,8,right_column,1,Colyton,Thomas Haydon W 1,Thomas Haydon W   1,Thomas Haydon,Thomas Haydon 1,Thomas,Haydon,W,,1.0,Thomas Haydon,Thomas,Haydon,G,,,Thomas Haydon   1,Thomas,Haydon,W,,1.0,Thomas,Haydon,1524,Thomas Haydon,0,0_1835,0,1,1835
46,4,center_column,18,Colyton,Robert Smyth G 7,Robert Smyth G   7,Robert Smyth,Robert Smyth 7,Robert,Smyth,G,,7.0,Robert Smyth,Robert,Smyth,G,,,Robert Smyth   7,Robert,Smyth,G,,7.0,Robert,Smyth,1524,Robert Smyth,7,7_3598,0,1,3598
47,1,left_column,3,Ottery St Mary,Isabel Parker wid/2016 2,Isabel Parker wid(L2JG 2,Isabel Parker wid(L2])G 2,Isabel Parker wid/2016 2,Isabel,Parker,G,,2.0,Isabel Parker wid])G 2,Isabel,Parker,G,,2.0,Isabel Parker widJG 2,Isabel,Parker,G,,2.0,Isabel,Parker,1524,Isabel Parker,44,44_2936,0,1,2936
47,2,center_column,36,Ottery St Mary,John Knolls G 2,John Knolls G   2,John Knolls,John Knolls 2,John,Knolls,G,,2.0,John Knolls,John,Knolls,G,,,John Knolls   2,John,Knolls,G,,2.0,John,Knolls,1524,John Knolls,1,1_2342,0,1,2342
47,2,center_column,46,Ottery St Mary,Thomas Hydon G 10,Thowas Hydon G 10,Thomas Hydon G 10,Thomas Hydon 10,Thomas,Hydon,G,,10.0,Thomas Hydon 10,Thomas,Hydon,G,,10.0,Thowas Hydon 10,Thowas,Hydon,G,,10.0,Thomas,Hydon,1524,Thomas Hydon,0,0_1835,0,1,1835
47,2,center_column,48,Ottery St Mary,Thomas Elyett G 5,Thoma8 Elyott G   5,Thomas ElyottG,Thomas Elyett 5,Thomas,Elyett,G,,5.0,Thomas ElyottG,Thomas,Elyott,G,,,Thoma8 Elyott   5,,,G,,5.0,Thomas,Elyott,1524,Thomas Elyett,0,0_1363,0,1,1363
47,3,right_column,22,Ottery St Mary,Thomas Clerke 2,Thomas Clercke G   2,Thomas ClerckeG,Thomas Clerke 2,Thomas,Clerke,G,,2.0,Thomas ClerckeG,Thomas,Clercke,G,,,Thomas Clercke   2,Thomas,Clercke,G,,2.0,Thomas,Clercke,1524,Thomas Clerke,0,0_834,0,1,834
50,1,left_column,16,Ottery St Mary,John Wylyams 6,John wyllyams G   2,John Wyllyams,John Wylyams 6,John,Wylyams,G,,6.0,John Wyllyams,John,Wyllyams,G,,,John wyllyams   2,,,G,,2.0,John,Wyllyams,1524,John Wylyams,1,1_4273,0,1,4273
50,1,left_column,41,Ottery St Mary,John Pappe W 1,John  Poppe W   1,John Poppe,John Pappe 1,John,Pappe,W,,1.0,John Poppe,John,Poppe,G,,,John  Poppe   1,John,Poppe,W,,1.0,John,Poppe,1524,John Pappe,1,1_3129,0,1,3129
50,2,center_column,7,Ottery St Mary,William Smyth Wwl John Tanner G 3,WI11am Smyth . W   1 John Tanner 6   3,William Smyth. W John Tanner,William Smyth Wwl John Tanner 3,William,Smyth,G,,3.0,William Smyth. W John Tanner,William,Smyth,G,,,WI11am Smyth . W   1 John Tanner 6   3,,,G,,3.0,William,Smyth,1524,William Smyth,3,3_3598,0,1,3598
50,2,center_column,30,Ottery St Mary,Thomas Smyth Wwl John Tanner Wyl John Whytmore W 1,Thomas Smyth W   1 John Tanner W   1 John Whytmore W  1,Thomas Smyth )} John Tanner John Whytmore,Thomas Smyth Wwl John Tanner Wyl John Whytmore 1,Thomas,Smyth,W,,1.0,Thomas Smyth )} John Tanner John Whytmore,Thomas,Smyth,G,,,Thomas Smyth W   1 John Tanner W   1 John Whytmore  1,Thomas,Smyth,W,,1.0,Thomas,Smyth,1524,Thomas Smyth,0,0_3598,0,1,3598
51,1,left_column,3,Axminster,John Galey sen G 4,John Galey sen G   4,John Galey senG,John Galey 4,John,Galey,G, sen ,4.0,John Galey senG,John,Galey,G,,,John Galey   4,John,Galey,G, sen ,4.0,John,Galey,1524,John Galey,1,1_1586,0,1,1586
51,1,left_column,27,Axminster,Thomas Davye G 2,Thomas Davye G   2,Thomas DavyeG,Thomas Davye 2,Thomas,Davye,G,,2.0,Thomas DavyeG,Thomas,Davye,G,,,Thomas Davye   2,Thomas,Davye,G,,2.0,Thomas,Davye,1524,Thomas Davye,0,0_1159,0,1,1159
51,1,left_column,35,Axminster,John Haydon W 1,John Haydon W 1,John Haydon,John Haydon 1,John,Haydon,W,,1.0,John Haydon,John,Haydon,G,,,John Haydon 1,John,Haydon,W,,1.0,John,Haydon,1524,John Haydon,1,1_1835,0,1,1835
51,1,left_column,38,Axminster,John Galey jun 6,John Galey Jun G   6,John Galey junG,John Galey 6,John,Galey,G, jun ,6.0,John Galey junG,John,Galey,G,,,John Galey Jun   6,John,Galey,G,,6.0,John,Galey,1524,John Galey,1,1_1586,0,1,1586
51,1,left_column,43,Axminster,Henry Ham Wyn W 1,Henry Hadon W 1,Henry Hadon,Henry Ham Wyn 1,Henry,Ham,W,,1.0,Henry Hadon,Henry,Hadon,G,,,Henry Hadon 1,Henry,Hadon,W,,1.0,Henry,Hadon,1524,Henry Ham,22,22_1835,0,1,1835
